binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(13.42, 26.67]","(16687.027, 23331.443]","(10.167, 20.073]","(0.1, 13.367]","(23307.627, 29905.06]","(20.003, 29.99]","(13.43, 26.64]","(10014.269, 16651.017]","(10.017, 19.993]",70.0,33.0
"(13.42, 26.67]","(10022.677, 16687.027]","(20.073, 29.98]","(13.367, 26.593]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(16651.017, 23267.913]","(0.0101, 10.017]",6209.0,1023.0
"(0.13, 13.42]","(23331.443, 29975.86]","(0.23, 10.167]","(0.1, 13.367]","(10092.968, 16710.193]","(4e-05, 10.017]","(13.43, 26.64]","(10014.269, 16651.017]","(0.0101, 10.017]",3795.0,679.0
"(26.67, 39.92]","(10022.677, 16687.027]","(20.073, 29.98]","(0.1, 13.367]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(23267.913, 29884.81]","(0.0101, 10.017]",911.0,314.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(16710.193, 23307.627]","(4e-05, 10.017]","(13.43, 26.64]","(10014.269, 16651.017]","(10.017, 19.993]",17005.0,4104.0
"(13.42, 26.67]","(16687.027, 23331.443]","(10.167, 20.073]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",14635.0,2909.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(26.593, 39.82]","(23307.627, 29905.06]","(4e-05, 10.017]","(13.43, 26.64]","(16651.017, 23267.913]","(19.993, 29.97]",25951.0,6054.0
"(26.67, 39.92]","(16687.027, 23331.443]","(10.167, 20.073]","(0.1, 13.367]","(23307.627, 29905.06]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",1554.0,557.0
"(0.13, 13.42]","(23331.443, 29975.86]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(20.003, 29.99]","(13.43, 26.64]","(23267.913, 29884.81]","(0.0101, 10.017]",14356.0,2528.0
"(0.13, 13.42]","(10022.677, 16687.027]","(20.073, 29.98]","(26.593, 39.82]","(16710.193, 23307.627]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(0.0101, 10.017]",13152.0,2776.0
"(13.42, 26.67]","(16687.027, 23331.443]","(10.167, 20.073]","(26.593, 39.82]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",23250.0,5768.0
"(13.42, 26.67]","(10022.677, 16687.027]","(10.167, 20.073]","(26.593, 39.82]","(10092.968, 16710.193]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(10.017, 19.993]",8368.0,1367.0
"(26.67, 39.92]","(23331.443, 29975.86]","(10.167, 20.073]","(0.1, 13.367]","(16710.193, 23307.627]","(20.003, 29.99]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",94.0,77.0
"(13.42, 26.67]","(16687.027, 23331.443]","(0.23, 10.167]","(13.367, 26.593]","(10092.968, 16710.193]","(4e-05, 10.017]","(13.43, 26.64]","(23267.913, 29884.81]","(19.993, 29.97]",15465.0,2775.0
"(0.13, 13.42]","(23331.443, 29975.86]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(26.64, 39.85]","(23267.913, 29884.81]","(10.017, 19.993]",5382.0,821.0
"(26.67, 39.92]","(10022.677, 16687.027]","(20.073, 29.98]","(0.1, 13.367]","(16710.193, 23307.627]","(20.003, 29.99]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",230.0,86.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(0.1, 13.367]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",14126.0,2746.0
"(26.67, 39.92]","(16687.027, 23331.443]","(0.23, 10.167]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(23267.913, 29884.81]","(0.0101, 10.017]",25551.0,5520.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(13.367, 26.593]","(10092.968, 16710.193]","(20.003, 29.99]","(13.43, 26.64]","(10014.269, 16651.017]","(0.0101, 10.017]",1904.0,373.0
"(13.42, 26.67]","(16687.027, 23331.443]","(10.167, 20.073]","(26.593, 39.82]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(10.017, 19.993]",25155.0,5949.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(10.017, 19.993]",24961.0,5833.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(0.18, 13.43]","(16651.017, 23267.913]","(10.017, 19.993]",20010.0,3753.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(13.43, 26.64]","(16651.017, 23267.913]","(10.017, 19.993]",9031.0,1527.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(10014.269, 16651.017]","(0.0101, 10.017]",15581.0,3451.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(13.367, 26.593]","(16710.193, 23307.627]","(20.003, 29.99]","(13.43, 26.64]","(16651.017, 23267.913]","(10.017, 19.993]",22666.0,4739.0
"(13.42, 26.67]","(23331.443, 29975.86]","(20.073, 29.98]","(26.593, 39.82]","(23307.627, 29905.06]","(10.017, 20.003]","(13.43, 26.64]","(23267.913, 29884.81]","(10.017, 19.993]",26355.0,6021.0
"(0.13, 13.42]","(10022.677, 16687.027]","(20.073, 29.98]","(26.593, 39.82]","(16710.193, 23307.627]","(10.017, 20.003]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",13453.0,3044.0
"(26.67, 39.92]","(16687.027, 23331.443]","(0.23, 10.167]","(0.1, 13.367]","(23307.627, 29905.06]","(20.003, 29.99]","(13.43, 26.64]","(23267.913, 29884.81]","(0.0101, 10.017]",1180.0,283.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(10.017, 20.003]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",24874.0,5581.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(13.367, 26.593]","(23307.627, 29905.06]","(10.017, 20.003]","(13.43, 26.64]","(23267.913, 29884.81]","(10.017, 19.993]",26644.0,5896.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",13481.0,3505.0
"(13.42, 26.67]","(16687.027, 23331.443]","(0.23, 10.167]","(26.593, 39.82]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(0.0101, 10.017]",25354.0,5965.0
"(13.42, 26.67]","(10022.677, 16687.027]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",17132.0,4024.0
"(26.67, 39.92]","(23331.443, 29975.86]","(0.23, 10.167]","(13.367, 26.593]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",13288.0,2885.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(0.1, 13.367]","(10092.968, 16710.193]","(20.003, 29.99]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",0.0,14.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(26.593, 39.82]","(10092.968, 16710.193]","(20.003, 29.99]","(0.18, 13.43]","(23267.913, 29884.81]","(0.0101, 10.017]",12920.0,2207.0
"(26.67, 39.92]","(10022.677, 16687.027]","(10.167, 20.073]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(19.993, 29.97]",6956.0,1770.0
"(0.13, 13.42]","(23331.443, 29975.86]","(20.073, 29.98]","(13.367, 26.593]","(23307.627, 29905.06]","(4e-05, 10.017]","(13.43, 26.64]","(23267.913, 29884.81]","(10.017, 19.993]",21616.0,4027.0
"(0.13, 13.42]","(23331.443, 29975.86]","(10.167, 20.073]","(0.1, 13.367]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",84.0,20.0
"(13.42, 26.67]","(10022.677, 16687.027]","(20.073, 29.98]","(0.1, 13.367]","(10092.968, 16710.193]","(20.003, 29.99]","(13.43, 26.64]","(10014.269, 16651.017]","(10.017, 19.993]",34.0,15.0
"(0.13, 13.42]","(16687.027, 23331.443]","(20.073, 29.98]","(13.367, 26.593]","(16710.193, 23307.627]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(0.0101, 10.017]",20764.0,4201.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(26.593, 39.82]","(10092.968, 16710.193]","(4e-05, 10.017]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",13403.0,2599.0
"(26.67, 39.92]","(16687.027, 23331.443]","(10.167, 20.073]","(0.1, 13.367]","(10092.968, 16710.193]","(4e-05, 10.017]","(0.18, 13.43]","(16651.017, 23267.913]","(0.0101, 10.017]",6208.0,1437.0
"(26.67, 39.92]","(10022.677, 16687.027]","(0.23, 10.167]","(13.367, 26.593]","(23307.627, 29905.06]","(4e-05, 10.017]","(13.43, 26.64]","(16651.017, 23267.913]","(19.993, 29.97]",24006.0,5327.0
"(26.67, 39.92]","(16687.027, 23331.443]","(0.23, 10.167]","(13.367, 26.593]","(16710.193, 23307.627]","(20.003, 29.99]","(13.43, 26.64]","(16651.017, 23267.913]","(0.0101, 10.017]",19354.0,4068.0
"(0.13, 13.42]","(10022.677, 16687.027]","(20.073, 29.98]","(13.367, 26.593]","(16710.193, 23307.627]","(10.017, 20.003]","(13.43, 26.64]","(16651.017, 23267.913]","(10.017, 19.993]",16263.0,2978.0
"(0.13, 13.42]","(23331.443, 29975.86]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",0.0,0.0
"(26.67, 39.92]","(10022.677, 16687.027]","(20.073, 29.98]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",14593.0,4206.0
"(26.67, 39.92]","(23331.443, 29975.86]","(10.167, 20.073]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(23267.913, 29884.81]","(19.993, 29.97]",25898.0,5840.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(16710.193, 23307.627]","(10.017, 20.003]","(0.18, 13.43]","(23267.913, 29884.81]","(10.017, 19.993]",11376.0,2760.0
"(26.67, 39.92]","(10022.677, 16687.027]","(10.167, 20.073]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(23267.913, 29884.81]","(0.0101, 10.017]",26297.0,5749.0
"(13.42, 26.67]","(10022.677, 16687.027]","(20.073, 29.98]","(26.593, 39.82]","(10092.968, 16710.193]","(4e-05, 10.017]","(13.43, 26.64]","(16651.017, 23267.913]","(19.993, 29.97]",9756.0,1749.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(13.367, 26.593]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(10.017, 19.993]",23785.0,4914.0
"(0.13, 13.42]","(16687.027, 23331.443]","(10.167, 20.073]","(13.367, 26.593]","(10092.968, 16710.193]","(10.017, 20.003]","(13.43, 26.64]","(16651.017, 23267.913]","(10.017, 19.993]",11529.0,2092.0
"(26.67, 39.92]","(23331.443, 29975.86]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(13.43, 26.64]","(16651.017, 23267.913]","(0.0101, 10.017]",8334.0,1460.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(13.367, 26.593]","(10092.968, 16710.193]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",14247.0,2600.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(13.43, 26.64]","(23267.913, 29884.81]","(0.0101, 10.017]",21334.0,4033.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(26.593, 39.82]","(23307.627, 29905.06]","(4e-05, 10.017]","(13.43, 26.64]","(16651.017, 23267.913]","(19.993, 29.97]",24529.0,5847.0
"(0.13, 13.42]","(23331.443, 29975.86]","(20.073, 29.98]","(26.593, 39.82]","(16710.193, 23307.627]","(4e-05, 10.017]","(13.43, 26.64]","(23267.913, 29884.81]","(19.993, 29.97]",12402.0,2058.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(16710.193, 23307.627]","(10.017, 20.003]","(0.18, 13.43]","(23267.913, 29884.81]","(10.017, 19.993]",18358.0,4143.0
"(0.13, 13.42]","(10022.677, 16687.027]","(10.167, 20.073]","(13.367, 26.593]","(10092.968, 16710.193]","(20.003, 29.99]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",3172.0,615.0
"(26.67, 39.92]","(16687.027, 23331.443]","(10.167, 20.073]","(13.367, 26.593]","(16710.193, 23307.627]","(10.017, 20.003]","(0.18, 13.43]","(16651.017, 23267.913]","(19.993, 29.97]",13705.0,3606.0
"(26.67, 39.92]","(16687.027, 23331.443]","(10.167, 20.073]","(13.367, 26.593]","(10092.968, 16710.193]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(0.0101, 10.017]",4698.0,769.0
"(26.67, 39.92]","(23331.443, 29975.86]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(23267.913, 29884.81]","(19.993, 29.97]",14276.0,3949.0
"(0.13, 13.42]","(23331.443, 29975.86]","(20.073, 29.98]","(13.367, 26.593]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(10014.269, 16651.017]","(19.993, 29.97]",16023.0,3228.0
"(13.42, 26.67]","(16687.027, 23331.443]","(10.167, 20.073]","(26.593, 39.82]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",23802.0,5669.0
"(0.13, 13.42]","(10022.677, 16687.027]","(10.167, 20.073]","(26.593, 39.82]","(23307.627, 29905.06]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(19.993, 29.97]",15019.0,4743.0
"(13.42, 26.67]","(10022.677, 16687.027]","(20.073, 29.98]","(13.367, 26.593]","(23307.627, 29905.06]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",20450.0,4764.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(10092.968, 16710.193]","(4e-05, 10.017]","(26.64, 39.85]","(23267.913, 29884.81]","(19.993, 29.97]",7933.0,1536.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(19.993, 29.97]",0.0,0.0
"(26.67, 39.92]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(16710.193, 23307.627]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",15915.0,3079.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(26.593, 39.82]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",21106.0,4064.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(13.367, 26.593]","(16710.193, 23307.627]","(20.003, 29.99]","(0.18, 13.43]","(10014.269, 16651.017]","(19.993, 29.97]",10366.0,2848.0
"(13.42, 26.67]","(23331.443, 29975.86]","(20.073, 29.98]","(26.593, 39.82]","(23307.627, 29905.06]","(20.003, 29.99]","(13.43, 26.64]","(10014.269, 16651.017]","(10.017, 19.993]",20226.0,5200.0
"(26.67, 39.92]","(23331.443, 29975.86]","(0.23, 10.167]","(0.1, 13.367]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(10014.269, 16651.017]","(19.993, 29.97]",259.0,92.0
"(26.67, 39.92]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(10014.269, 16651.017]","(0.0101, 10.017]",183.0,126.0
"(26.67, 39.92]","(16687.027, 23331.443]","(0.23, 10.167]","(26.593, 39.82]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(10014.269, 16651.017]","(0.0101, 10.017]",19663.0,4907.0
"(26.67, 39.92]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(0.0101, 10.017]",4870.0,1966.0
"(26.67, 39.92]","(23331.443, 29975.86]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(20.003, 29.99]","(26.64, 39.85]","(23267.913, 29884.81]","(10.017, 19.993]",13460.0,2321.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(4e-05, 10.017]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",8702.0,1422.0
"(26.67, 39.92]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(19.993, 29.97]",25448.0,5416.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(10.017, 19.993]",4949.0,813.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(23267.913, 29884.81]","(19.993, 29.97]",26591.0,6077.0
"(26.67, 39.92]","(23331.443, 29975.86]","(0.23, 10.167]","(26.593, 39.82]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",20490.0,4700.0
"(13.42, 26.67]","(10022.677, 16687.027]","(20.073, 29.98]","(0.1, 13.367]","(10092.968, 16710.193]","(4e-05, 10.017]","(13.43, 26.64]","(16651.017, 23267.913]","(0.0101, 10.017]",8821.0,1497.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(13.367, 26.593]","(23307.627, 29905.06]","(10.017, 20.003]","(13.43, 26.64]","(10014.269, 16651.017]","(19.993, 29.97]",21492.0,5294.0
"(13.42, 26.67]","(10022.677, 16687.027]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(10.017, 19.993]",21487.0,5335.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(10092.968, 16710.193]","(20.003, 29.99]","(13.43, 26.64]","(23267.913, 29884.81]","(0.0101, 10.017]",1675.0,407.0
"(26.67, 39.92]","(23331.443, 29975.86]","(10.167, 20.073]","(0.1, 13.367]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(16651.017, 23267.913]","(0.0101, 10.017]",334.0,147.0
"(13.42, 26.67]","(10022.677, 16687.027]","(10.167, 20.073]","(26.593, 39.82]","(23307.627, 29905.06]","(20.003, 29.99]","(13.43, 26.64]","(10014.269, 16651.017]","(0.0101, 10.017]",23052.0,5634.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(26.593, 39.82]","(23307.627, 29905.06]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(0.0101, 10.017]",21853.0,4377.0
"(26.67, 39.92]","(10022.677, 16687.027]","(20.073, 29.98]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(13.43, 26.64]","(23267.913, 29884.81]","(10.017, 19.993]",5871.0,952.0
"(13.42, 26.67]","(10022.677, 16687.027]","(20.073, 29.98]","(26.593, 39.82]","(10092.968, 16710.193]","(20.003, 29.99]","(0.18, 13.43]","(10014.269, 16651.017]","(19.993, 29.97]",8008.0,2036.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(10092.968, 16710.193]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(19.993, 29.97]",7307.0,1704.0
"(26.67, 39.92]","(10022.677, 16687.027]","(20.073, 29.98]","(13.367, 26.593]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(16651.017, 23267.913]","(0.0101, 10.017]",20814.0,4422.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(10092.968, 16710.193]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(19.993, 29.97]",0.0,2.0
"(13.42, 26.67]","(23331.443, 29975.86]","(10.167, 20.073]","(13.367, 26.593]","(16710.193, 23307.627]","(10.017, 20.003]","(13.43, 26.64]","(10014.269, 16651.017]","(19.993, 29.97]",16782.0,3413.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(13.367, 26.593]","(16710.193, 23307.627]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(19.993, 29.97]",21976.0,4594.0
"(0.13, 13.42]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(10092.968, 16710.193]","(20.003, 29.99]","(0.18, 13.43]","(16651.017, 23267.913]","(10.017, 19.993]",824.0,203.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(26.593, 39.82]","(23307.627, 29905.06]","(10.017, 20.003]","(13.43, 26.64]","(23267.913, 29884.81]","(0.0101, 10.017]",25681.0,5633.0
"(13.42, 26.67]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(16710.193, 23307.627]","(4e-05, 10.017]","(0.18, 13.43]","(23267.913, 29884.81]","(0.0101, 10.017]",17535.0,3403.0
"(0.13, 13.42]","(16687.027, 23331.443]","(0.23, 10.167]","(26.593, 39.82]","(10092.968, 16710.193]","(10.017, 20.003]","(26.64, 39.85]","(23267.913, 29884.81]","(0.0101, 10.017]",6119.0,993.0
"(13.42, 26.67]","(16687.027, 23331.443]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(13.43, 26.64]","(10014.269, 16651.017]","(0.0101, 10.017]",8601.0,3118.0
"(0.13, 13.42]","(10022.677, 16687.027]","(20.073, 29.98]","(0.1, 13.367]","(23307.627, 29905.06]","(4e-05, 10.017]","(26.64, 39.85]","(10014.269, 16651.017]","(10.017, 19.993]",1744.0,280.0
"(26.67, 39.92]","(16687.027, 23331.443]","(20.073, 29.98]","(13.367, 26.593]","(16710.193, 23307.627]","(4e-05, 10.017]","(26.64, 39.85]","(16651.017, 23267.913]","(0.0101, 10.017]",19639.0,3913.0
"(0.13, 13.42]","(16687.027, 23331.443]","(10.167, 20.073]","(0.1, 13.367]","(23307.627, 29905.06]","(10.017, 20.003]","(0.18, 13.43]","(10014.269, 16651.017]","(10.017, 19.993]",577.0,140.0
"(26.67, 39.92]","(16687.027, 23331.443]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(26.64, 39.85]","(16651.017, 23267.913]","(10.017, 19.993]",25690.0,5891.0
"(0.13, 13.42]","(10022.677, 16687.027]","(0.23, 10.167]","(0.1, 13.367]","(16710.193, 23307.627]","(4e-05, 10.017]","(26.64, 39.85]","(10014.269, 16651.017]","(0.0101, 10.017]",14260.0,3049.0
"(13.42, 26.67]","(16687.027, 23331.443]","(10.167, 20.073]","(13.367, 26.593]","(23307.627, 29905.06]","(20.003, 29.99]","(13.43, 26.64]","(10014.269, 16651.017]","(0.0101, 10.017]",21658.0,5224.0
