binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(16.07, 24.02]","(25989.21, 29975.86]","(12.148, 18.092]","(16.012, 23.948]","(18029.68, 21988.14]","(18.006, 23.998]","(16.072, 23.998]","(21944.534, 25914.672]","(17.998, 23.984]",22666.0,4739.0
"(16.07, 24.02]","(22002.56, 25989.21]","(24.036, 29.98]","(31.884, 39.82]","(25946.6, 29905.06]","(12.014, 18.006]","(23.998, 31.924]","(21944.534, 25914.672]","(17.998, 23.984]",26355.0,6021.0
"(0.13, 8.12]","(10022.677, 14029.26]","(24.036, 29.98]","(23.948, 31.884]","(21988.14, 25946.6]","(6.022, 12.014]","(0.18, 8.146]","(25914.672, 29884.81]","(17.998, 23.984]",13453.0,3044.0
"(24.02, 31.97]","(14029.26, 18015.91]","(0.23, 6.204]","(8.076, 16.012]","(21988.14, 25946.6]","(23.998, 29.99]","(16.072, 23.998]","(25914.672, 29884.81]","(0.0101, 6.026]",1180.0,283.0
"(24.02, 31.97]","(22002.56, 25989.21]","(18.092, 24.036]","(8.076, 16.012]","(21988.14, 25946.6]","(12.014, 18.006]","(31.924, 39.85]","(17974.396, 21944.534]","(23.984, 29.97]",24874.0,5581.0
"(8.12, 16.07]","(10022.677, 14029.26]","(6.204, 12.148]","(16.012, 23.948]","(25946.6, 29905.06]","(18.006, 23.998]","(16.072, 23.998]","(25914.672, 29884.81]","(6.026, 12.012]",26644.0,5896.0
"(16.07, 24.02]","(10022.677, 14029.26]","(6.204, 12.148]","(31.884, 39.82]","(18029.68, 21988.14]","(6.022, 12.014]","(0.18, 8.146]","(21944.534, 25914.672]","(23.984, 29.97]",13481.0,3505.0
"(16.07, 24.02]","(22002.56, 25989.21]","(0.23, 6.204]","(31.884, 39.82]","(25946.6, 29905.06]","(23.998, 29.99]","(31.924, 39.85]","(17974.396, 21944.534]","(0.0101, 6.026]",25354.0,5965.0
"(16.07, 24.02]","(10022.677, 14029.26]","(12.148, 18.092]","(8.076, 16.012]","(25946.6, 29905.06]","(18.006, 23.998]","(31.924, 39.85]","(10014.269, 14004.258]","(6.026, 12.012]",17132.0,4024.0
"(31.97, 39.92]","(25989.21, 29975.86]","(6.204, 12.148]","(23.948, 31.884]","(14071.22, 18029.68]","(6.022, 12.014]","(8.146, 16.072]","(25914.672, 29884.81]","(17.998, 23.984]",13288.0,2885.0
"(0.13, 8.12]","(18015.91, 22002.56]","(0.23, 6.204]","(8.076, 16.012]","(10092.968, 14071.22]","(23.998, 29.99]","(8.146, 16.072]","(25914.672, 29884.81]","(23.984, 29.97]",0.0,14.0
"(8.12, 16.07]","(14029.26, 18015.91]","(18.092, 24.036]","(23.948, 31.884]","(14071.22, 18029.68]","(23.998, 29.99]","(8.146, 16.072]","(25914.672, 29884.81]","(0.0101, 6.026]",12920.0,2207.0
"(31.97, 39.92]","(14029.26, 18015.91]","(12.148, 18.092]","(31.884, 39.82]","(14071.22, 18029.68]","(6.022, 12.014]","(0.18, 8.146]","(10014.269, 14004.258]","(23.984, 29.97]",6956.0,1770.0
"(0.13, 8.12]","(25989.21, 29975.86]","(18.092, 24.036]","(16.012, 23.948]","(21988.14, 25946.6]","(4e-05, 6.022]","(23.998, 31.924]","(25914.672, 29884.81]","(12.012, 17.998]",21616.0,4027.0
"(0.13, 8.12]","(25989.21, 29975.86]","(12.148, 18.092]","(0.1, 8.076]","(10092.968, 14071.22]","(12.014, 18.006]","(8.146, 16.072]","(10014.269, 14004.258]","(12.012, 17.998]",84.0,20.0
"(16.07, 24.02]","(10022.677, 14029.26]","(18.092, 24.036]","(0.1, 8.076]","(10092.968, 14071.22]","(23.998, 29.99]","(16.072, 23.998]","(14004.258, 17974.396]","(6.026, 12.012]",34.0,15.0
"(8.12, 16.07]","(18015.91, 22002.56]","(18.092, 24.036]","(23.948, 31.884]","(18029.68, 21988.14]","(23.998, 29.99]","(31.924, 39.85]","(17974.396, 21944.534]","(6.026, 12.012]",20764.0,4201.0
"(16.07, 24.02]","(22002.56, 25989.21]","(18.092, 24.036]","(31.884, 39.82]","(14071.22, 18029.68]","(4e-05, 6.022]","(31.924, 39.85]","(14004.258, 17974.396]","(12.012, 17.998]",13403.0,2599.0
"(31.97, 39.92]","(18015.91, 22002.56]","(12.148, 18.092]","(0.1, 8.076]","(14071.22, 18029.68]","(6.022, 12.014]","(8.146, 16.072]","(21944.534, 25914.672]","(6.026, 12.012]",6208.0,1437.0
"(24.02, 31.97]","(10022.677, 14029.26]","(0.23, 6.204]","(16.012, 23.948]","(21988.14, 25946.6]","(4e-05, 6.022]","(16.072, 23.998]","(17974.396, 21944.534]","(23.984, 29.97]",24006.0,5327.0
"(31.97, 39.92]","(22002.56, 25989.21]","(6.204, 12.148]","(16.012, 23.948]","(18029.68, 21988.14]","(18.006, 23.998]","(23.998, 31.924]","(14004.258, 17974.396]","(0.0101, 6.026]",19354.0,4068.0
"(8.12, 16.07]","(14029.26, 18015.91]","(18.092, 24.036]","(23.948, 31.884]","(18029.68, 21988.14]","(12.014, 18.006]","(16.072, 23.998]","(17974.396, 21944.534]","(6.026, 12.012]",16263.0,2978.0
"(8.12, 16.07]","(25989.21, 29975.86]","(24.036, 29.98]","(8.076, 16.012]","(25946.6, 29905.06]","(23.998, 29.99]","(0.18, 8.146]","(25914.672, 29884.81]","(23.984, 29.97]",0.0,0.0
"(31.97, 39.92]","(10022.677, 14029.26]","(24.036, 29.98]","(16.012, 23.948]","(21988.14, 25946.6]","(18.006, 23.998]","(0.18, 8.146]","(10014.269, 14004.258]","(12.012, 17.998]",14593.0,4206.0
"(24.02, 31.97]","(22002.56, 25989.21]","(18.092, 24.036]","(0.1, 8.076]","(25946.6, 29905.06]","(4e-05, 6.022]","(31.924, 39.85]","(21944.534, 25914.672]","(23.984, 29.97]",25898.0,5840.0
"(8.12, 16.07]","(14029.26, 18015.91]","(18.092, 24.036]","(8.076, 16.012]","(14071.22, 18029.68]","(12.014, 18.006]","(0.18, 8.146]","(25914.672, 29884.81]","(6.026, 12.012]",11376.0,2760.0
"(31.97, 39.92]","(14029.26, 18015.91]","(12.148, 18.092]","(0.1, 8.076]","(21988.14, 25946.6]","(4e-05, 6.022]","(31.924, 39.85]","(25914.672, 29884.81]","(0.0101, 6.026]",26297.0,5749.0
"(8.12, 16.07]","(14029.26, 18015.91]","(24.036, 29.98]","(31.884, 39.82]","(10092.968, 14071.22]","(6.022, 12.014]","(16.072, 23.998]","(14004.258, 17974.396]","(17.998, 23.984]",9756.0,1749.0
"(8.12, 16.07]","(10022.677, 14029.26]","(6.204, 12.148]","(16.012, 23.948]","(18029.68, 21988.14]","(6.022, 12.014]","(8.146, 16.072]","(21944.534, 25914.672]","(6.026, 12.012]",23785.0,4914.0
"(8.12, 16.07]","(14029.26, 18015.91]","(12.148, 18.092]","(16.012, 23.948]","(14071.22, 18029.68]","(12.014, 18.006]","(23.998, 31.924]","(14004.258, 17974.396]","(12.012, 17.998]",11529.0,2092.0
"(31.97, 39.92]","(22002.56, 25989.21]","(0.23, 6.204]","(23.948, 31.884]","(10092.968, 14071.22]","(6.022, 12.014]","(16.072, 23.998]","(17974.396, 21944.534]","(6.026, 12.012]",8334.0,1460.0
"(8.12, 16.07]","(10022.677, 14029.26]","(6.204, 12.148]","(8.076, 16.012]","(14071.22, 18029.68]","(23.998, 29.99]","(31.924, 39.85]","(17974.396, 21944.534]","(23.984, 29.97]",14247.0,2600.0
"(0.13, 8.12]","(18015.91, 22002.56]","(6.204, 12.148]","(16.012, 23.948]","(21988.14, 25946.6]","(18.006, 23.998]","(16.072, 23.998]","(21944.534, 25914.672]","(6.026, 12.012]",21334.0,4033.0
"(8.12, 16.07]","(25989.21, 29975.86]","(18.092, 24.036]","(31.884, 39.82]","(25946.6, 29905.06]","(4e-05, 6.022]","(8.146, 16.072]","(14004.258, 17974.396]","(23.984, 29.97]",24529.0,5847.0
"(0.13, 8.12]","(22002.56, 25989.21]","(24.036, 29.98]","(31.884, 39.82]","(14071.22, 18029.68]","(4e-05, 6.022]","(16.072, 23.998]","(21944.534, 25914.672]","(23.984, 29.97]",12402.0,2058.0
"(24.02, 31.97]","(10022.677, 14029.26]","(6.204, 12.148]","(23.948, 31.884]","(18029.68, 21988.14]","(12.014, 18.006]","(0.18, 8.146]","(21944.534, 25914.672]","(12.012, 17.998]",18358.0,4143.0
"(8.12, 16.07]","(10022.677, 14029.26]","(18.092, 24.036]","(23.948, 31.884]","(10092.968, 14071.22]","(23.998, 29.99]","(31.924, 39.85]","(10014.269, 14004.258]","(17.998, 23.984]",3172.0,615.0
"(31.97, 39.92]","(18015.91, 22002.56]","(12.148, 18.092]","(16.012, 23.948]","(18029.68, 21988.14]","(12.014, 18.006]","(0.18, 8.146]","(21944.534, 25914.672]","(17.998, 23.984]",13705.0,3606.0
"(24.02, 31.97]","(14029.26, 18015.91]","(12.148, 18.092]","(8.076, 16.012]","(10092.968, 14071.22]","(23.998, 29.99]","(0.18, 8.146]","(17974.396, 21944.534]","(0.0101, 6.026]",4698.0,769.0
"(24.02, 31.97]","(25989.21, 29975.86]","(18.092, 24.036]","(0.1, 8.076]","(25946.6, 29905.06]","(4e-05, 6.022]","(23.998, 31.924]","(25914.672, 29884.81]","(17.998, 23.984]",14276.0,3949.0
"(8.12, 16.07]","(25989.21, 29975.86]","(24.036, 29.98]","(23.948, 31.884]","(21988.14, 25946.6]","(6.022, 12.014]","(23.998, 31.924]","(10014.269, 14004.258]","(17.998, 23.984]",16023.0,3228.0
"(24.02, 31.97]","(18015.91, 22002.56]","(18.092, 24.036]","(31.884, 39.82]","(25946.6, 29905.06]","(4e-05, 6.022]","(23.998, 31.924]","(14004.258, 17974.396]","(17.998, 23.984]",23802.0,5669.0
"(8.12, 16.07]","(14029.26, 18015.91]","(6.204, 12.148]","(23.948, 31.884]","(25946.6, 29905.06]","(6.022, 12.014]","(0.18, 8.146]","(10014.269, 14004.258]","(17.998, 23.984]",15019.0,4743.0
"(24.02, 31.97]","(10022.677, 14029.26]","(24.036, 29.98]","(23.948, 31.884]","(21988.14, 25946.6]","(6.022, 12.014]","(0.18, 8.146]","(10014.269, 14004.258]","(12.012, 17.998]",20450.0,4764.0
"(8.12, 16.07]","(10022.677, 14029.26]","(6.204, 12.148]","(0.1, 8.076]","(14071.22, 18029.68]","(6.022, 12.014]","(23.998, 31.924]","(25914.672, 29884.81]","(23.984, 29.97]",7933.0,1536.0
"(8.12, 16.07]","(18015.91, 22002.56]","(24.036, 29.98]","(8.076, 16.012]","(25946.6, 29905.06]","(23.998, 29.99]","(8.146, 16.072]","(17974.396, 21944.534]","(23.984, 29.97]",0.0,0.0
"(31.97, 39.92]","(14029.26, 18015.91]","(6.204, 12.148]","(31.884, 39.82]","(14071.22, 18029.68]","(23.998, 29.99]","(31.924, 39.85]","(14004.258, 17974.396]","(17.998, 23.984]",15915.0,3079.0
"(0.13, 8.12]","(18015.91, 22002.56]","(6.204, 12.148]","(23.948, 31.884]","(21988.14, 25946.6]","(4e-05, 6.022]","(31.924, 39.85]","(17974.396, 21944.534]","(17.998, 23.984]",21106.0,4064.0
"(0.13, 8.12]","(22002.56, 25989.21]","(6.204, 12.148]","(16.012, 23.948]","(18029.68, 21988.14]","(23.998, 29.99]","(0.18, 8.146]","(10014.269, 14004.258]","(23.984, 29.97]",10366.0,2848.0
"(16.07, 24.02]","(22002.56, 25989.21]","(18.092, 24.036]","(31.884, 39.82]","(25946.6, 29905.06]","(23.998, 29.99]","(16.072, 23.998]","(10014.269, 14004.258]","(17.998, 23.984]",20226.0,5200.0
"(31.97, 39.92]","(25989.21, 29975.86]","(0.23, 6.204]","(0.1, 8.076]","(25946.6, 29905.06]","(18.006, 23.998]","(31.924, 39.85]","(10014.269, 14004.258]","(23.984, 29.97]",259.0,92.0
"(24.02, 31.97]","(18015.91, 22002.56]","(18.092, 24.036]","(8.076, 16.012]","(25946.6, 29905.06]","(23.998, 29.99]","(0.18, 8.146]","(10014.269, 14004.258]","(0.0101, 6.026]",183.0,126.0
"(24.02, 31.97]","(22002.56, 25989.21]","(6.204, 12.148]","(31.884, 39.82]","(21988.14, 25946.6]","(4e-05, 6.022]","(23.998, 31.924]","(10014.269, 14004.258]","(0.0101, 6.026]",19663.0,4907.0
"(31.97, 39.92]","(22002.56, 25989.21]","(24.036, 29.98]","(0.1, 8.076]","(25946.6, 29905.06]","(6.022, 12.014]","(8.146, 16.072]","(25914.672, 29884.81]","(6.026, 12.012]",4870.0,1966.0
"(24.02, 31.97]","(25989.21, 29975.86]","(6.204, 12.148]","(31.884, 39.82]","(14071.22, 18029.68]","(23.998, 29.99]","(31.924, 39.85]","(25914.672, 29884.81]","(6.026, 12.012]",13460.0,2321.0
"(0.13, 8.12]","(22002.56, 25989.21]","(0.23, 6.204]","(31.884, 39.82]","(14071.22, 18029.68]","(4e-05, 6.022]","(31.924, 39.85]","(17974.396, 21944.534]","(17.998, 23.984]",8702.0,1422.0
"(31.97, 39.92]","(10022.677, 14029.26]","(6.204, 12.148]","(8.076, 16.012]","(21988.14, 25946.6]","(4e-05, 6.022]","(8.146, 16.072]","(25914.672, 29884.81]","(23.984, 29.97]",25448.0,5416.0
"(16.07, 24.02]","(10022.677, 14029.26]","(6.204, 12.148]","(23.948, 31.884]","(10092.968, 14071.22]","(18.006, 23.998]","(31.924, 39.85]","(17974.396, 21944.534]","(17.998, 23.984]",4949.0,813.0
"(16.07, 24.02]","(22002.56, 25989.21]","(6.204, 12.148]","(16.012, 23.948]","(25946.6, 29905.06]","(4e-05, 6.022]","(31.924, 39.85]","(21944.534, 25914.672]","(17.998, 23.984]",26591.0,6077.0
"(31.97, 39.92]","(22002.56, 25989.21]","(0.23, 6.204]","(23.948, 31.884]","(21988.14, 25946.6]","(4e-05, 6.022]","(8.146, 16.072]","(14004.258, 17974.396]","(6.026, 12.012]",20490.0,4700.0
"(16.07, 24.02]","(10022.677, 14029.26]","(24.036, 29.98]","(0.1, 8.076]","(10092.968, 14071.22]","(4e-05, 6.022]","(8.146, 16.072]","(17974.396, 21944.534]","(0.0101, 6.026]",8821.0,1497.0
"(8.12, 16.07]","(18015.91, 22002.56]","(6.204, 12.148]","(8.076, 16.012]","(25946.6, 29905.06]","(12.014, 18.006]","(16.072, 23.998]","(10014.269, 14004.258]","(23.984, 29.97]",21492.0,5294.0
"(16.07, 24.02]","(14029.26, 18015.91]","(6.204, 12.148]","(16.012, 23.948]","(25946.6, 29905.06]","(23.998, 29.99]","(0.18, 8.146]","(21944.534, 25914.672]","(17.998, 23.984]",21487.0,5335.0
"(16.07, 24.02]","(14029.26, 18015.91]","(0.23, 6.204]","(8.076, 16.012]","(10092.968, 14071.22]","(18.006, 23.998]","(16.072, 23.998]","(25914.672, 29884.81]","(6.026, 12.012]",1675.0,407.0
"(31.97, 39.92]","(25989.21, 29975.86]","(12.148, 18.092]","(0.1, 8.076]","(14071.22, 18029.68]","(18.006, 23.998]","(0.18, 8.146]","(14004.258, 17974.396]","(0.0101, 6.026]",334.0,147.0
"(8.12, 16.07]","(14029.26, 18015.91]","(12.148, 18.092]","(31.884, 39.82]","(25946.6, 29905.06]","(18.006, 23.998]","(8.146, 16.072]","(14004.258, 17974.396]","(6.026, 12.012]",23052.0,5634.0
"(0.13, 8.12]","(14029.26, 18015.91]","(6.204, 12.148]","(23.948, 31.884]","(25946.6, 29905.06]","(23.998, 29.99]","(8.146, 16.072]","(17974.396, 21944.534]","(6.026, 12.012]",21853.0,4377.0
"(31.97, 39.92]","(14029.26, 18015.91]","(24.036, 29.98]","(31.884, 39.82]","(10092.968, 14071.22]","(12.014, 18.006]","(16.072, 23.998]","(21944.534, 25914.672]","(12.012, 17.998]",5871.0,952.0
"(8.12, 16.07]","(10022.677, 14029.26]","(18.092, 24.036]","(31.884, 39.82]","(14071.22, 18029.68]","(23.998, 29.99]","(0.18, 8.146]","(10014.269, 14004.258]","(17.998, 23.984]",8008.0,2036.0
"(16.07, 24.02]","(10022.677, 14029.26]","(6.204, 12.148]","(8.076, 16.012]","(14071.22, 18029.68]","(6.022, 12.014]","(0.18, 8.146]","(14004.258, 17974.396]","(23.984, 29.97]",7307.0,1704.0
"(31.97, 39.92]","(14029.26, 18015.91]","(24.036, 29.98]","(23.948, 31.884]","(18029.68, 21988.14]","(6.022, 12.014]","(8.146, 16.072]","(14004.258, 17974.396]","(0.0101, 6.026]",20814.0,4422.0
"(0.13, 8.12]","(14029.26, 18015.91]","(0.23, 6.204]","(8.076, 16.012]","(10092.968, 14071.22]","(18.006, 23.998]","(0.18, 8.146]","(21944.534, 25914.672]","(23.984, 29.97]",0.0,2.0
"(16.07, 24.02]","(25989.21, 29975.86]","(18.092, 24.036]","(23.948, 31.884]","(14071.22, 18029.68]","(18.006, 23.998]","(16.072, 23.998]","(14004.258, 17974.396]","(17.998, 23.984]",16782.0,3413.0
"(8.12, 16.07]","(10022.677, 14029.26]","(0.23, 6.204]","(16.012, 23.948]","(18029.68, 21988.14]","(23.998, 29.99]","(31.924, 39.85]","(17974.396, 21944.534]","(23.984, 29.97]",21976.0,4594.0
"(8.12, 16.07]","(18015.91, 22002.56]","(18.092, 24.036]","(0.1, 8.076]","(14071.22, 18029.68]","(18.006, 23.998]","(8.146, 16.072]","(14004.258, 17974.396]","(6.026, 12.012]",824.0,203.0
"(16.07, 24.02]","(18015.91, 22002.56]","(24.036, 29.98]","(23.948, 31.884]","(21988.14, 25946.6]","(12.014, 18.006]","(16.072, 23.998]","(21944.534, 25914.672]","(6.026, 12.012]",25681.0,5633.0
"(16.07, 24.02]","(14029.26, 18015.91]","(6.204, 12.148]","(0.1, 8.076]","(14071.22, 18029.68]","(6.022, 12.014]","(0.18, 8.146]","(25914.672, 29884.81]","(6.026, 12.012]",17535.0,3403.0
"(8.12, 16.07]","(18015.91, 22002.56]","(6.204, 12.148]","(23.948, 31.884]","(10092.968, 14071.22]","(12.014, 18.006]","(31.924, 39.85]","(21944.534, 25914.672]","(0.0101, 6.026]",6119.0,993.0
"(16.07, 24.02]","(18015.91, 22002.56]","(18.092, 24.036]","(0.1, 8.076]","(25946.6, 29905.06]","(4e-05, 6.022]","(16.072, 23.998]","(14004.258, 17974.396]","(0.0101, 6.026]",8601.0,3118.0
"(0.13, 8.12]","(10022.677, 14029.26]","(24.036, 29.98]","(0.1, 8.076]","(21988.14, 25946.6]","(6.022, 12.014]","(31.924, 39.85]","(14004.258, 17974.396]","(12.012, 17.998]",1744.0,280.0
"(24.02, 31.97]","(22002.56, 25989.21]","(18.092, 24.036]","(16.012, 23.948]","(18029.68, 21988.14]","(4e-05, 6.022]","(31.924, 39.85]","(17974.396, 21944.534]","(6.026, 12.012]",19639.0,3913.0
"(0.13, 8.12]","(14029.26, 18015.91]","(18.092, 24.036]","(0.1, 8.076]","(21988.14, 25946.6]","(6.022, 12.014]","(0.18, 8.146]","(10014.269, 14004.258]","(12.012, 17.998]",577.0,140.0
"(31.97, 39.92]","(18015.91, 22002.56]","(12.148, 18.092]","(16.012, 23.948]","(25946.6, 29905.06]","(18.006, 23.998]","(23.998, 31.924]","(21944.534, 25914.672]","(6.026, 12.012]",25690.0,5891.0
"(0.13, 8.12]","(10022.677, 14029.26]","(0.23, 6.204]","(8.076, 16.012]","(14071.22, 18029.68]","(6.022, 12.014]","(31.924, 39.85]","(10014.269, 14004.258]","(6.026, 12.012]",14260.0,3049.0
"(16.07, 24.02]","(18015.91, 22002.56]","(6.204, 12.148]","(16.012, 23.948]","(21988.14, 25946.6]","(18.006, 23.998]","(8.146, 16.072]","(14004.258, 17974.396]","(6.026, 12.012]",21658.0,5224.0
