binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(35.135, 37.391]","(18069.604, 19438.649]","(16.774, 18.838]","(2.189, 5.133]","(15520.049, 17430.663]","(7.706, 10.287]","(11.537, 14.793]","(22767.66, 24799.711]","(6.5, 8.437]",6208.0,1437.0
"(30.034, 32.782]","(10042.609, 11325.855]","(1.945, 4.545]","(22.998, 24.99]","(24050.817, 25157.736]","(0.028999999999999998, 1.076]","(21.551, 24.384]","(19435.745, 20781.743]","(24.282, 26.361]",24006.0,5327.0
"(35.135, 37.391]","(22544.526, 23463.097]","(7.036, 8.392]","(20.666, 22.998]","(19080.122, 20190.939]","(21.817, 23.729]","(24.384, 26.787]","(15465.835, 16727.36]","(0.039, 2.011]",19354.0,4068.0
"(9.756, 12.485]","(15613.892, 16882.707]","(20.903, 23.224]","(22.998, 24.99]","(20190.939, 21463.893]","(13.765, 16.104]","(16.724, 18.976]","(18066.412, 19435.745]","(8.437, 10.393]",16263.0,2978.0
"(9.756, 12.485]","(26307.966, 27819.16]","(28.162, 29.98]","(7.396, 9.55]","(28457.148, 29905.06]","(26.663, 28.507]","(0.219, 2.547]","(26000.772, 26704.823]","(26.361, 28.934]",0.0,0.0
"(35.135, 37.391]","(11325.855, 12669.435]","(26.307, 28.162]","(20.666, 22.998]","(24050.817, 25157.736]","(21.817, 23.729]","(0.219, 2.547]","(12100.293, 13873.478]","(11.832, 14.569]",14593.0,4206.0
"(26.81, 30.034]","(23463.097, 24476.601]","(16.774, 18.838]","(5.133, 7.396]","(26059.108, 27189.542]","(1.076, 3.229]","(31.491, 33.278]","(22767.66, 24799.711]","(28.934, 29.97]",25898.0,5840.0
"(12.485, 14.653]","(16882.707, 18069.604]","(20.903, 23.224]","(7.396, 9.55]","(17430.663, 19080.122]","(13.765, 16.104]","(2.547, 5.299]","(28033.627, 29884.81]","(8.437, 10.393]",11376.0,2760.0
"(37.391, 39.92]","(15613.892, 16882.707]","(16.774, 18.838]","(5.133, 7.396]","(25157.736, 26059.108]","(3.229, 4.822]","(31.491, 33.278]","(28033.627, 29884.81]","(2.011, 4.387]",26297.0,5749.0
"(14.653, 16.26]","(14386.418, 15613.892]","(24.714, 26.307]","(34.445, 37.457]","(12634.186, 14434.652]","(7.706, 10.287]","(18.976, 21.551]","(16727.36, 18066.412]","(20.007, 22.001]",9756.0,1749.0
"(9.756, 12.485]","(11325.855, 12669.435]","(7.036, 8.392]","(20.666, 22.998]","(21463.893, 22466.49]","(7.706, 10.287]","(8.736, 11.537]","(24799.711, 26000.772]","(10.393, 11.832]",23785.0,4914.0
"(9.756, 12.485]","(16882.707, 18069.604]","(16.774, 18.838]","(13.9, 17.672]","(14434.652, 15520.049]","(11.406, 13.765]","(24.384, 26.787]","(16727.36, 18066.412]","(14.569, 16.494]",11529.0,2092.0
"(35.135, 37.391]","(24476.601, 26307.966]","(0.259, 1.945]","(30.233, 32.55]","(12634.186, 14434.652]","(7.706, 10.287]","(16.724, 18.976]","(18066.412, 19435.745]","(6.5, 8.437]",8334.0,1460.0
"(5.921, 9.756]","(10042.609, 11325.855]","(8.392, 10.233]","(13.9, 17.672]","(15520.049, 17430.663]","(28.507, 29.99]","(37.694, 39.85]","(19435.745, 20781.743]","(28.934, 29.97]",14247.0,2600.0
"(2.837, 5.921]","(19438.649, 21089.141]","(8.392, 10.233]","(22.998, 24.99]","(24050.817, 25157.736]","(21.817, 23.729]","(16.724, 18.976]","(22767.66, 24799.711]","(6.5, 8.437]",21334.0,4033.0
"(14.653, 16.26]","(28775.345, 29975.86]","(16.774, 18.838]","(34.445, 37.457]","(28457.148, 29905.06]","(0.028999999999999998, 1.076]","(11.537, 14.793]","(16727.36, 18066.412]","(24.282, 26.361]",24529.0,5847.0
"(0.169, 2.837]","(24476.601, 26307.966]","(26.307, 28.162]","(32.55, 34.445]","(15520.049, 17430.663]","(0.028999999999999998, 1.076]","(18.976, 21.551]","(24799.711, 26000.772]","(28.934, 29.97]",12402.0,2058.0
"(24.014, 26.81]","(11325.855, 12669.435]","(8.392, 10.233]","(27.27, 30.233]","(20190.939, 21463.893]","(16.104, 19.152]","(5.299, 8.736]","(22767.66, 24799.711]","(11.832, 14.569]",18358.0,4143.0
"(12.485, 14.653]","(11325.855, 12669.435]","(18.838, 20.903]","(24.99, 27.27]","(10112.759, 11191.645]","(28.507, 29.99]","(31.491, 33.278]","(10703.651, 12100.293]","(18.14, 20.007]",3172.0,615.0
"(30.034, 32.782]","(21089.141, 22544.526]","(16.774, 18.838]","(17.672, 20.666]","(20190.939, 21463.893]","(16.104, 19.152]","(2.547, 5.299]","(22767.66, 24799.711]","(22.001, 24.282]",13705.0,3606.0
"(30.034, 32.782]","(16882.707, 18069.604]","(14.127, 16.774]","(13.9, 17.672]","(10112.759, 11191.645]","(25.25, 26.663]","(2.547, 5.299]","(21919.814, 22767.66]","(0.039, 2.011]",4698.0,769.0
"(30.034, 32.782]","(27819.16, 28775.345]","(23.224, 24.714]","(2.189, 5.133]","(27189.542, 28457.148]","(1.076, 3.229]","(26.787, 31.491]","(28033.627, 29884.81]","(22.001, 24.282]",14276.0,3949.0
"(9.756, 12.485]","(24476.601, 26307.966]","(26.307, 28.162]","(24.99, 27.27]","(22466.49, 24050.817]","(7.706, 10.287]","(24.384, 26.787]","(12100.293, 13873.478]","(22.001, 24.282]",16023.0,3228.0
"(24.014, 26.81]","(18069.604, 19438.649]","(18.838, 20.903]","(32.55, 34.445]","(27189.542, 28457.148]","(0.028999999999999998, 1.076]","(26.787, 31.491]","(16727.36, 18066.412]","(20.007, 22.001]",23802.0,5669.0
"(9.756, 12.485]","(15613.892, 16882.707]","(8.392, 10.233]","(27.27, 30.233]","(28457.148, 29905.06]","(10.287, 11.406]","(0.219, 2.547]","(10034.119, 10703.651]","(22.001, 24.282]",15019.0,4743.0
"(24.014, 26.81]","(10042.609, 11325.855]","(28.162, 29.98]","(22.998, 24.99]","(22466.49, 24050.817]","(10.287, 11.406]","(5.299, 8.736]","(13873.478, 15465.835]","(14.569, 16.494]",20450.0,4764.0
"(12.485, 14.653]","(11325.855, 12669.435]","(8.392, 10.233]","(0.139, 2.189]","(14434.652, 15520.049]","(4.822, 7.706]","(26.787, 31.491]","(28033.627, 29884.81]","(22.001, 24.282]",7933.0,1536.0
"(12.485, 14.653]","(19438.649, 21089.141]","(26.307, 28.162]","(9.55, 13.9]","(28457.148, 29905.06]","(28.507, 29.99]","(11.537, 14.793]","(18066.412, 19435.745]","(26.361, 28.934]",0.0,0.0
"(37.391, 39.92]","(15613.892, 16882.707]","(7.036, 8.392]","(34.445, 37.457]","(15520.049, 17430.663]","(28.507, 29.99]","(31.491, 33.278]","(16727.36, 18066.412]","(20.007, 22.001]",15915.0,3079.0
"(0.169, 2.837]","(19438.649, 21089.141]","(8.392, 10.233]","(24.99, 27.27]","(24050.817, 25157.736]","(1.076, 3.229]","(33.278, 35.317]","(20781.743, 21919.814]","(22.001, 24.282]",21106.0,4064.0
"(5.921, 9.756]","(22544.526, 23463.097]","(7.036, 8.392]","(17.672, 20.666]","(17430.663, 19080.122]","(25.25, 26.663]","(5.299, 8.736]","(10034.119, 10703.651]","(24.282, 26.361]",10366.0,2848.0
"(21.289, 24.014]","(23463.097, 24476.601]","(20.903, 23.224]","(30.233, 32.55]","(26059.108, 27189.542]","(25.25, 26.663]","(14.793, 16.724]","(10703.651, 12100.293]","(18.14, 20.007]",20226.0,5200.0
"(37.391, 39.92]","(26307.966, 27819.16]","(1.945, 4.545]","(0.139, 2.189]","(27189.542, 28457.148]","(21.817, 23.729]","(33.278, 35.317]","(10703.651, 12100.293]","(24.282, 26.361]",259.0,92.0
"(26.81, 30.034]","(19438.649, 21089.141]","(23.224, 24.714]","(7.396, 9.55]","(26059.108, 27189.542]","(25.25, 26.663]","(2.547, 5.299]","(12100.293, 13873.478]","(2.011, 4.387]",183.0,126.0
"(26.81, 30.034]","(21089.141, 22544.526]","(7.036, 8.392]","(30.233, 32.55]","(24050.817, 25157.736]","(4.822, 7.706]","(26.787, 31.491]","(10703.651, 12100.293]","(2.011, 4.387]",19663.0,4907.0
"(32.782, 35.135]","(22544.526, 23463.097]","(24.714, 26.307]","(2.189, 5.133]","(28457.148, 29905.06]","(4.822, 7.706]","(8.736, 11.537]","(26704.823, 28033.627]","(6.5, 8.437]",4870.0,1966.0
"(26.81, 30.034]","(27819.16, 28775.345]","(7.036, 8.392]","(34.445, 37.457]","(14434.652, 15520.049]","(25.25, 26.663]","(33.278, 35.317]","(26704.823, 28033.627]","(8.437, 10.393]",13460.0,2321.0
"(0.169, 2.837]","(22544.526, 23463.097]","(0.259, 1.945]","(32.55, 34.445]","(14434.652, 15520.049]","(1.076, 3.229]","(37.694, 39.85]","(20781.743, 21919.814]","(20.007, 22.001]",8702.0,1422.0
"(32.782, 35.135]","(12669.435, 14386.418]","(4.545, 7.036]","(7.396, 9.55]","(22466.49, 24050.817]","(3.229, 4.822]","(11.537, 14.793]","(26704.823, 28033.627]","(28.934, 29.97]",25448.0,5416.0
"(16.26, 18.577]","(12669.435, 14386.418]","(8.392, 10.233]","(27.27, 30.233]","(10112.759, 11191.645]","(19.152, 21.817]","(37.694, 39.85]","(20781.743, 21919.814]","(18.14, 20.007]",4949.0,813.0
"(18.577, 21.289]","(22544.526, 23463.097]","(10.233, 12.32]","(17.672, 20.666]","(28457.148, 29905.06]","(4.822, 7.706]","(33.278, 35.317]","(24799.711, 26000.772]","(22.001, 24.282]",26591.0,6077.0
"(32.782, 35.135]","(23463.097, 24476.601]","(4.545, 7.036]","(24.99, 27.27]","(21463.893, 22466.49]","(1.076, 3.229]","(8.736, 11.537]","(13873.478, 15465.835]","(10.393, 11.832]",20490.0,4700.0
"(21.289, 24.014]","(12669.435, 14386.418]","(23.224, 24.714]","(2.189, 5.133]","(12634.186, 14434.652]","(3.229, 4.822]","(14.793, 16.724]","(20781.743, 21919.814]","(4.387, 6.5]",8821.0,1497.0
"(9.756, 12.485]","(19438.649, 21089.141]","(4.545, 7.036]","(13.9, 17.672]","(26059.108, 27189.542]","(13.765, 16.104]","(21.551, 24.384]","(12100.293, 13873.478]","(28.934, 29.97]",21492.0,5294.0
"(14.653, 16.26]","(14386.418, 15613.892]","(10.233, 12.32]","(20.666, 22.998]","(27189.542, 28457.148]","(23.729, 25.25]","(5.299, 8.736]","(21919.814, 22767.66]","(18.14, 20.007]",21487.0,5335.0
"(18.577, 21.289]","(14386.418, 15613.892]","(0.259, 1.945]","(9.55, 13.9]","(12634.186, 14434.652]","(21.817, 23.729]","(16.724, 18.976]","(28033.627, 29884.81]","(4.387, 6.5]",1675.0,407.0
"(30.034, 32.782]","(26307.966, 27819.16]","(14.127, 16.774]","(2.189, 5.133]","(12634.186, 14434.652]","(19.152, 21.817]","(0.219, 2.547]","(16727.36, 18066.412]","(2.011, 4.387]",334.0,147.0
"(14.653, 16.26]","(14386.418, 15613.892]","(14.127, 16.774]","(37.457, 39.82]","(28457.148, 29905.06]","(21.817, 23.729]","(14.793, 16.724]","(13873.478, 15465.835]","(6.5, 8.437]",23052.0,5634.0
"(0.169, 2.837]","(14386.418, 15613.892]","(8.392, 10.233]","(30.233, 32.55]","(27189.542, 28457.148]","(26.663, 28.507]","(11.537, 14.793]","(18066.412, 19435.745]","(6.5, 8.437]",21853.0,4377.0
"(32.782, 35.135]","(15613.892, 16882.707]","(26.307, 28.162]","(32.55, 34.445]","(10112.759, 11191.645]","(16.104, 19.152]","(18.976, 21.551]","(22767.66, 24799.711]","(16.494, 18.14]",5871.0,952.0
"(12.485, 14.653]","(10042.609, 11325.855]","(18.838, 20.903]","(37.457, 39.82]","(15520.049, 17430.663]","(23.729, 25.25]","(2.547, 5.299]","(10034.119, 10703.651]","(22.001, 24.282]",8008.0,2036.0
"(18.577, 21.289]","(12669.435, 14386.418]","(7.036, 8.392]","(9.55, 13.9]","(14434.652, 15520.049]","(11.406, 13.765]","(5.299, 8.736]","(13873.478, 15465.835]","(24.282, 26.361]",7307.0,1704.0
"(37.391, 39.92]","(15613.892, 16882.707]","(28.162, 29.98]","(24.99, 27.27]","(20190.939, 21463.893]","(4.822, 7.706]","(11.537, 14.793]","(16727.36, 18066.412]","(0.039, 2.011]",20814.0,4422.0
"(0.169, 2.837]","(15613.892, 16882.707]","(0.259, 1.945]","(9.55, 13.9]","(12634.186, 14434.652]","(21.817, 23.729]","(5.299, 8.736]","(22767.66, 24799.711]","(28.934, 29.97]",0.0,2.0
"(18.577, 21.289]","(28775.345, 29975.86]","(18.838, 20.903]","(24.99, 27.27]","(17430.663, 19080.122]","(19.152, 21.817]","(14.793, 16.724]","(15465.835, 16727.36]","(22.001, 24.282]",16782.0,3413.0
"(14.653, 16.26]","(10042.609, 11325.855]","(1.945, 4.545]","(17.672, 20.666]","(21463.893, 22466.49]","(23.729, 25.25]","(33.278, 35.317]","(19435.745, 20781.743]","(26.361, 28.934]",21976.0,4594.0
"(12.485, 14.653]","(18069.604, 19438.649]","(20.903, 23.224]","(2.189, 5.133]","(14434.652, 15520.049]","(19.152, 21.817]","(11.537, 14.793]","(16727.36, 18066.412]","(10.393, 11.832]",824.0,203.0
"(16.26, 18.577]","(19438.649, 21089.141]","(28.162, 29.98]","(27.27, 30.233]","(24050.817, 25157.736]","(11.406, 13.765]","(21.551, 24.384]","(24799.711, 26000.772]","(6.5, 8.437]",25681.0,5633.0
"(16.26, 18.577]","(12669.435, 14386.418]","(7.036, 8.392]","(5.133, 7.396]","(17430.663, 19080.122]","(7.706, 10.287]","(5.299, 8.736]","(26000.772, 26704.823]","(6.5, 8.437]",17535.0,3403.0
"(12.485, 14.653]","(18069.604, 19438.649]","(7.036, 8.392]","(27.27, 30.233]","(11191.645, 12634.186]","(13.765, 16.104]","(31.491, 33.278]","(22767.66, 24799.711]","(4.387, 6.5]",6119.0,993.0
"(21.289, 24.014]","(19438.649, 21089.141]","(20.903, 23.224]","(2.189, 5.133]","(28457.148, 29905.06]","(1.076, 3.229]","(21.551, 24.384]","(13873.478, 15465.835]","(0.039, 2.011]",8601.0,3118.0
"(0.169, 2.837]","(12669.435, 14386.418]","(23.224, 24.714]","(0.139, 2.189]","(24050.817, 25157.736]","(7.706, 10.287]","(31.491, 33.278]","(15465.835, 16727.36]","(16.494, 18.14]",1744.0,280.0
"(26.81, 30.034]","(22544.526, 23463.097]","(18.838, 20.903]","(22.998, 24.99]","(17430.663, 19080.122]","(4.822, 7.706]","(37.694, 39.85]","(19435.745, 20781.743]","(8.437, 10.393]",19639.0,3913.0
"(5.921, 9.756]","(16882.707, 18069.604]","(18.838, 20.903]","(5.133, 7.396]","(25157.736, 26059.108]","(10.287, 11.406]","(2.547, 5.299]","(12100.293, 13873.478]","(14.569, 16.494]",577.0,140.0
"(32.782, 35.135]","(18069.604, 19438.649]","(12.32, 14.127]","(22.998, 24.99]","(27189.542, 28457.148]","(19.152, 21.817]","(26.787, 31.491]","(21919.814, 22767.66]","(10.393, 11.832]",25690.0,5891.0
"(2.837, 5.921]","(12669.435, 14386.418]","(1.945, 4.545]","(7.396, 9.55]","(17430.663, 19080.122]","(4.822, 7.706]","(31.491, 33.278]","(12100.293, 13873.478]","(8.437, 10.393]",14260.0,3049.0
"(21.289, 24.014]","(18069.604, 19438.649]","(10.233, 12.32]","(13.9, 17.672]","(25157.736, 26059.108]","(21.817, 23.729]","(14.793, 16.724]","(13873.478, 15465.835]","(6.5, 8.437]",21658.0,5224.0
