binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(24.02, 27.995]","(16022.585, 18015.91]","(18.092, 21.064]","(12.044, 16.012]","(10092.968, 12091.99]","(9.018, 12.014]","(4.183, 8.146]","(21944.534, 23929.603]","(6.026, 9.019]",6209.0,1023.0
"(12.095, 16.07]","(23995.885, 25989.21]","(3.232, 6.204]","(0.1, 4.108]","(10092.968, 12091.99]","(3.026, 6.022]","(16.072, 20.035]","(14004.258, 15989.327]","(6.026, 9.019]",3795.0,679.0
"(24.02, 27.995]","(14029.26, 16022.585]","(21.064, 24.036]","(0.1, 4.108]","(12091.99, 14071.22]","(12.014, 15.01]","(0.18, 4.183]","(23929.603, 25914.672]","(3.033, 6.026]",911.0,314.0
"(12.095, 16.07]","(14029.26, 16022.585]","(3.232, 6.204]","(35.852, 39.82]","(20008.91, 21988.14]","(6.022, 9.018]","(16.072, 20.035]","(10014.269, 12019.189]","(9.019, 12.012]",17005.0,4104.0
"(20.045, 24.02]","(22002.56, 23995.885]","(18.092, 21.064]","(31.884, 35.852]","(16050.45, 18029.68]","(18.006, 21.002]","(31.924, 35.887]","(14004.258, 15989.327]","(15.005, 17.998]",14635.0,2909.0
"(4.145, 8.12]","(22002.56, 23995.885]","(0.23, 3.232]","(35.852, 39.82]","(27925.83, 29905.06]","(9.018, 12.014]","(12.109, 16.072]","(21944.534, 23929.603]","(26.977, 29.97]",25951.0,6054.0
"(35.945, 39.92]","(22002.56, 23995.885]","(18.092, 21.064]","(4.108, 8.076]","(25946.6, 27925.83]","(15.01, 18.006]","(12.109, 16.072]","(12019.189, 14004.258]","(15.005, 17.998]",1554.0,557.0
"(8.12, 12.095]","(23995.885, 25989.21]","(3.232, 6.204]","(27.916, 31.884]","(14071.22, 16050.45]","(21.002, 23.998]","(20.035, 23.998]","(25914.672, 27899.741]","(0.0101, 3.033]",14356.0,2528.0
"(4.145, 8.12]","(14029.26, 16022.585]","(24.036, 27.008]","(27.916, 31.884]","(20008.91, 21988.14]","(18.006, 21.002]","(0.18, 4.183]","(14004.258, 15989.327]","(3.033, 6.026]",13152.0,2776.0
"(16.07, 20.045]","(20009.235, 22002.56]","(18.092, 21.064]","(31.884, 35.852]","(27925.83, 29905.06]","(18.006, 21.002]","(31.924, 35.887]","(14004.258, 15989.327]","(12.012, 15.005]",23250.0,5768.0
"(12.095, 16.07]","(10022.677, 12035.935]","(12.148, 15.12]","(31.884, 35.852]","(12091.99, 14071.22]","(3.026, 6.022]","(12.109, 16.072]","(25914.672, 27899.741]","(12.012, 15.005]",8368.0,1367.0
"(35.945, 39.92]","(27982.535, 29975.86]","(18.092, 21.064]","(8.076, 12.044]","(20008.91, 21988.14]","(26.994, 29.99]","(8.146, 12.109]","(25914.672, 27899.741]","(17.998, 20.991]",94.0,77.0
"(20.045, 24.02]","(16022.585, 18015.91]","(0.23, 3.232]","(23.948, 27.916]","(14071.22, 16050.45]","(4e-05, 3.026]","(20.035, 23.998]","(23929.603, 25914.672]","(26.977, 29.97]",15465.0,2775.0
"(0.13, 4.145]","(22002.56, 23995.885]","(6.204, 9.176]","(35.852, 39.82]","(12091.99, 14071.22]","(9.018, 12.014]","(31.924, 35.887]","(27899.741, 29884.81]","(17.998, 20.991]",5382.0,821.0
"(35.945, 39.92]","(12035.935, 14029.26]","(24.036, 27.008]","(0.1, 4.108]","(20008.91, 21988.14]","(23.998, 26.994]","(35.887, 39.85]","(10014.269, 12019.189]","(17.998, 20.991]",230.0,86.0
"(24.02, 27.995]","(25989.21, 27982.535]","(12.148, 15.12]","(8.076, 12.044]","(16050.45, 18029.68]","(12.014, 15.01]","(8.146, 12.109]","(14004.258, 15989.327]","(17.998, 20.991]",14126.0,2746.0
"(31.97, 35.945]","(18015.91, 20009.235]","(6.204, 9.176]","(12.044, 16.012]","(23967.37, 25946.6]","(18.006, 21.002]","(35.887, 39.85]","(25914.672, 27899.741]","(9.019, 12.012]",25551.0,5520.0
"(0.13, 4.145]","(14029.26, 16022.585]","(3.232, 6.204]","(23.948, 27.916]","(10092.968, 12091.99]","(23.998, 26.994]","(23.998, 27.961]","(10014.269, 12019.189]","(0.0101, 3.033]",1904.0,373.0
"(24.02, 27.995]","(20009.235, 22002.56]","(12.148, 15.12]","(23.948, 27.916]","(27925.83, 29905.06]","(21.002, 23.998]","(31.924, 35.887]","(17974.396, 19959.465]","(15.005, 17.998]",25155.0,5949.0
"(16.07, 20.045]","(27982.535, 29975.86]","(9.176, 12.148]","(16.012, 19.98]","(25946.6, 27925.83]","(23.998, 26.994]","(4.183, 8.146]","(17974.396, 19959.465]","(12.012, 15.005]",24961.0,5833.0
"(0.13, 4.145]","(20009.235, 22002.56]","(3.232, 6.204]","(8.076, 12.044]","(25946.6, 27925.83]","(6.022, 9.018]","(8.146, 12.109]","(19959.465, 21944.534]","(15.005, 17.998]",20010.0,3753.0
"(20.045, 24.02]","(16022.585, 18015.91]","(0.23, 3.232]","(27.916, 31.884]","(12091.99, 14071.22]","(9.018, 12.014]","(16.072, 20.035]","(21944.534, 23929.603]","(9.019, 12.012]",9031.0,1527.0
"(24.02, 27.995]","(18015.91, 20009.235]","(27.008, 29.98]","(4.108, 8.076]","(18029.68, 20008.91]","(4e-05, 3.026]","(4.183, 8.146]","(12019.189, 14004.258]","(0.0101, 3.033]",15581.0,3451.0
"(20.045, 24.02]","(25989.21, 27982.535]","(12.148, 15.12]","(19.98, 23.948]","(20008.91, 21988.14]","(21.002, 23.998]","(16.072, 20.035]","(21944.534, 23929.603]","(17.998, 20.991]",22666.0,4739.0
"(16.07, 20.045]","(22002.56, 23995.885]","(27.008, 29.98]","(31.884, 35.852]","(27925.83, 29905.06]","(12.014, 15.01]","(23.998, 27.961]","(23929.603, 25914.672]","(17.998, 20.991]",26355.0,6021.0
"(4.145, 8.12]","(10022.677, 12035.935]","(24.036, 27.008]","(27.916, 31.884]","(21988.14, 23967.37]","(9.018, 12.014]","(4.183, 8.146]","(27899.741, 29884.81]","(20.991, 23.984]",13453.0,3044.0
"(27.995, 31.97]","(16022.585, 18015.91]","(0.23, 3.232]","(8.076, 12.044]","(23967.37, 25946.6]","(23.998, 26.994]","(16.072, 20.035]","(25914.672, 27899.741]","(3.033, 6.026]",1180.0,283.0
"(24.02, 27.995]","(23995.885, 25989.21]","(18.092, 21.064]","(12.044, 16.012]","(23967.37, 25946.6]","(12.014, 15.01]","(31.924, 35.887]","(19959.465, 21944.534]","(23.984, 26.977]",24874.0,5581.0
"(12.095, 16.07]","(10022.677, 12035.935]","(6.204, 9.176]","(19.98, 23.948]","(27925.83, 29905.06]","(18.006, 21.002]","(16.072, 20.035]","(27899.741, 29884.81]","(9.019, 12.012]",26644.0,5896.0
"(16.07, 20.045]","(10022.677, 12035.935]","(6.204, 9.176]","(31.884, 35.852]","(20008.91, 21988.14]","(6.022, 9.018]","(0.18, 4.183]","(23929.603, 25914.672]","(26.977, 29.97]",13481.0,3505.0
"(20.045, 24.02]","(22002.56, 23995.885]","(0.23, 3.232]","(35.852, 39.82]","(27925.83, 29905.06]","(23.998, 26.994]","(31.924, 35.887]","(19959.465, 21944.534]","(0.0101, 3.033]",25354.0,5965.0
"(20.045, 24.02]","(12035.935, 14029.26]","(12.148, 15.12]","(12.044, 16.012]","(27925.83, 29905.06]","(21.002, 23.998]","(31.924, 35.887]","(10014.269, 12019.189]","(9.019, 12.012]",17132.0,4024.0
"(35.945, 39.92]","(27982.535, 29975.86]","(9.176, 12.148]","(23.948, 27.916]","(16050.45, 18029.68]","(6.022, 9.018]","(8.146, 12.109]","(27899.741, 29884.81]","(20.991, 23.984]",13288.0,2885.0
"(0.13, 4.145]","(18015.91, 20009.235]","(0.23, 3.232]","(8.076, 12.044]","(10092.968, 12091.99]","(23.998, 26.994]","(12.109, 16.072]","(25914.672, 27899.741]","(26.977, 29.97]",0.0,14.0
"(12.095, 16.07]","(16022.585, 18015.91]","(21.064, 24.036]","(27.916, 31.884]","(14071.22, 16050.45]","(26.994, 29.99]","(8.146, 12.109]","(27899.741, 29884.81]","(3.033, 6.026]",12920.0,2207.0
"(35.945, 39.92]","(14029.26, 16022.585]","(15.12, 18.092]","(31.884, 35.852]","(14071.22, 16050.45]","(9.018, 12.014]","(0.18, 4.183]","(10014.269, 12019.189]","(23.984, 26.977]",6956.0,1770.0
"(0.13, 4.145]","(25989.21, 27982.535]","(18.092, 21.064]","(16.012, 19.98]","(23967.37, 25946.6]","(4e-05, 3.026]","(23.998, 27.961]","(25914.672, 27899.741]","(12.012, 15.005]",21616.0,4027.0
"(4.145, 8.12]","(25989.21, 27982.535]","(12.148, 15.12]","(0.1, 4.108]","(12091.99, 14071.22]","(12.014, 15.01]","(8.146, 12.109]","(12019.189, 14004.258]","(12.012, 15.005]",84.0,20.0
"(16.07, 20.045]","(12035.935, 14029.26]","(21.064, 24.036]","(0.1, 4.108]","(10092.968, 12091.99]","(26.994, 29.99]","(20.035, 23.998]","(14004.258, 15989.327]","(9.019, 12.012]",34.0,15.0
"(12.095, 16.07]","(18015.91, 20009.235]","(21.064, 24.036]","(23.948, 27.916]","(18029.68, 20008.91]","(26.994, 29.99]","(31.924, 35.887]","(19959.465, 21944.534]","(6.026, 9.019]",20764.0,4201.0
"(20.045, 24.02]","(22002.56, 23995.885]","(21.064, 24.036]","(31.884, 35.852]","(14071.22, 16050.45]","(4e-05, 3.026]","(31.924, 35.887]","(14004.258, 15989.327]","(15.005, 17.998]",13403.0,2599.0
"(35.945, 39.92]","(18015.91, 20009.235]","(15.12, 18.092]","(0.1, 4.108]","(16050.45, 18029.68]","(9.018, 12.014]","(12.109, 16.072]","(21944.534, 23929.603]","(6.026, 9.019]",6208.0,1437.0
"(27.995, 31.97]","(10022.677, 12035.935]","(3.232, 6.204]","(19.98, 23.948]","(23967.37, 25946.6]","(4e-05, 3.026]","(20.035, 23.998]","(17974.396, 19959.465]","(23.984, 26.977]",24006.0,5327.0
"(31.97, 35.945]","(22002.56, 23995.885]","(6.204, 9.176]","(19.98, 23.948]","(18029.68, 20008.91]","(21.002, 23.998]","(23.998, 27.961]","(15989.327, 17974.396]","(0.0101, 3.033]",19354.0,4068.0
"(8.12, 12.095]","(14029.26, 16022.585]","(21.064, 24.036]","(23.948, 27.916]","(20008.91, 21988.14]","(12.014, 15.01]","(16.072, 20.035]","(17974.396, 19959.465]","(9.019, 12.012]",16263.0,2978.0
"(12.095, 16.07]","(25989.21, 27982.535]","(27.008, 29.98]","(8.076, 12.044]","(27925.83, 29905.06]","(26.994, 29.99]","(0.18, 4.183]","(25914.672, 27899.741]","(26.977, 29.97]",0.0,0.0
"(31.97, 35.945]","(12035.935, 14029.26]","(27.008, 29.98]","(19.98, 23.948]","(23967.37, 25946.6]","(21.002, 23.998]","(0.18, 4.183]","(12019.189, 14004.258]","(12.012, 15.005]",14593.0,4206.0
"(27.995, 31.97]","(23995.885, 25989.21]","(18.092, 21.064]","(4.108, 8.076]","(25946.6, 27925.83]","(4e-05, 3.026]","(31.924, 35.887]","(23929.603, 25914.672]","(26.977, 29.97]",25898.0,5840.0
"(12.095, 16.07]","(16022.585, 18015.91]","(21.064, 24.036]","(8.076, 12.044]","(16050.45, 18029.68]","(15.01, 18.006]","(4.183, 8.146]","(27899.741, 29884.81]","(9.019, 12.012]",11376.0,2760.0
"(35.945, 39.92]","(16022.585, 18015.91]","(15.12, 18.092]","(4.108, 8.076]","(23967.37, 25946.6]","(3.026, 6.022]","(31.924, 35.887]","(27899.741, 29884.81]","(0.0101, 3.033]",26297.0,5749.0
"(12.095, 16.07]","(14029.26, 16022.585]","(24.036, 27.008]","(35.852, 39.82]","(12091.99, 14071.22]","(9.018, 12.014]","(16.072, 20.035]","(15989.327, 17974.396]","(20.991, 23.984]",9756.0,1749.0
"(8.12, 12.095]","(12035.935, 14029.26]","(6.204, 9.176]","(19.98, 23.948]","(20008.91, 21988.14]","(9.018, 12.014]","(8.146, 12.109]","(23929.603, 25914.672]","(9.019, 12.012]",23785.0,4914.0
"(8.12, 12.095]","(16022.585, 18015.91]","(15.12, 18.092]","(16.012, 19.98]","(14071.22, 16050.45]","(12.014, 15.01]","(23.998, 27.961]","(15989.327, 17974.396]","(15.005, 17.998]",11529.0,2092.0
"(35.945, 39.92]","(23995.885, 25989.21]","(0.23, 3.232]","(27.916, 31.884]","(12091.99, 14071.22]","(9.018, 12.014]","(16.072, 20.035]","(17974.396, 19959.465]","(6.026, 9.019]",8334.0,1460.0
"(8.12, 12.095]","(10022.677, 12035.935]","(9.176, 12.148]","(12.044, 16.012]","(14071.22, 16050.45]","(26.994, 29.99]","(35.887, 39.85]","(17974.396, 19959.465]","(26.977, 29.97]",14247.0,2600.0
"(0.13, 4.145]","(20009.235, 22002.56]","(9.176, 12.148]","(19.98, 23.948]","(23967.37, 25946.6]","(21.002, 23.998]","(16.072, 20.035]","(21944.534, 23929.603]","(6.026, 9.019]",21334.0,4033.0
"(12.095, 16.07]","(27982.535, 29975.86]","(18.092, 21.064]","(35.852, 39.82]","(27925.83, 29905.06]","(4e-05, 3.026]","(12.109, 16.072]","(15989.327, 17974.396]","(23.984, 26.977]",24529.0,5847.0
"(0.13, 4.145]","(23995.885, 25989.21]","(24.036, 27.008]","(31.884, 35.852]","(16050.45, 18029.68]","(4e-05, 3.026]","(16.072, 20.035]","(23929.603, 25914.672]","(26.977, 29.97]",12402.0,2058.0
"(24.02, 27.995]","(12035.935, 14029.26]","(9.176, 12.148]","(27.916, 31.884]","(20008.91, 21988.14]","(15.01, 18.006]","(4.183, 8.146]","(21944.534, 23929.603]","(12.012, 15.005]",18358.0,4143.0
"(12.095, 16.07]","(10022.677, 12035.935]","(18.092, 21.064]","(23.948, 27.916]","(10092.968, 12091.99]","(26.994, 29.99]","(31.924, 35.887]","(10014.269, 12019.189]","(17.998, 20.991]",3172.0,615.0
"(31.97, 35.945]","(20009.235, 22002.56]","(15.12, 18.092]","(19.98, 23.948]","(20008.91, 21988.14]","(15.01, 18.006]","(4.183, 8.146]","(21944.534, 23929.603]","(20.991, 23.984]",13705.0,3606.0
"(27.995, 31.97]","(16022.585, 18015.91]","(12.148, 15.12]","(12.044, 16.012]","(10092.968, 12091.99]","(23.998, 26.994]","(4.183, 8.146]","(19959.465, 21944.534]","(0.0101, 3.033]",4698.0,769.0
"(27.995, 31.97]","(27982.535, 29975.86]","(21.064, 24.036]","(0.1, 4.108]","(27925.83, 29905.06]","(4e-05, 3.026]","(23.998, 27.961]","(27899.741, 29884.81]","(20.991, 23.984]",14276.0,3949.0
"(8.12, 12.095]","(25989.21, 27982.535]","(27.008, 29.98]","(23.948, 27.916]","(21988.14, 23967.37]","(6.022, 9.018]","(23.998, 27.961]","(12019.189, 14004.258]","(20.991, 23.984]",16023.0,3228.0
"(24.02, 27.995]","(18015.91, 20009.235]","(18.092, 21.064]","(31.884, 35.852]","(25946.6, 27925.83]","(4e-05, 3.026]","(27.961, 31.924]","(15989.327, 17974.396]","(20.991, 23.984]",23802.0,5669.0
"(8.12, 12.095]","(14029.26, 16022.585]","(9.176, 12.148]","(27.916, 31.884]","(27925.83, 29905.06]","(9.018, 12.014]","(0.18, 4.183]","(10014.269, 12019.189]","(20.991, 23.984]",15019.0,4743.0
"(24.02, 27.995]","(10022.677, 12035.935]","(27.008, 29.98]","(23.948, 27.916]","(21988.14, 23967.37]","(9.018, 12.014]","(4.183, 8.146]","(12019.189, 14004.258]","(15.005, 17.998]",20450.0,4764.0
"(12.095, 16.07]","(10022.677, 12035.935]","(9.176, 12.148]","(0.1, 4.108]","(14071.22, 16050.45]","(6.022, 9.018]","(23.998, 27.961]","(27899.741, 29884.81]","(23.984, 26.977]",7933.0,1536.0
"(12.095, 16.07]","(20009.235, 22002.56]","(24.036, 27.008]","(8.076, 12.044]","(27925.83, 29905.06]","(26.994, 29.99]","(8.146, 12.109]","(17974.396, 19959.465]","(23.984, 26.977]",0.0,0.0
"(35.945, 39.92]","(14029.26, 16022.585]","(6.204, 9.176]","(31.884, 35.852]","(16050.45, 18029.68]","(26.994, 29.99]","(31.924, 35.887]","(15989.327, 17974.396]","(17.998, 20.991]",15915.0,3079.0
"(0.13, 4.145]","(20009.235, 22002.56]","(6.204, 9.176]","(23.948, 27.916]","(23967.37, 25946.6]","(4e-05, 3.026]","(31.924, 35.887]","(19959.465, 21944.534]","(20.991, 23.984]",21106.0,4064.0
"(4.145, 8.12]","(22002.56, 23995.885]","(6.204, 9.176]","(16.012, 19.98]","(18029.68, 20008.91]","(23.998, 26.994]","(4.183, 8.146]","(10014.269, 12019.189]","(23.984, 26.977]",10366.0,2848.0
"(20.045, 24.02]","(22002.56, 23995.885]","(21.064, 24.036]","(31.884, 35.852]","(25946.6, 27925.83]","(23.998, 26.994]","(16.072, 20.035]","(10014.269, 12019.189]","(17.998, 20.991]",20226.0,5200.0
"(35.945, 39.92]","(25989.21, 27982.535]","(3.232, 6.204]","(0.1, 4.108]","(25946.6, 27925.83]","(21.002, 23.998]","(31.924, 35.887]","(10014.269, 12019.189]","(23.984, 26.977]",259.0,92.0
"(27.995, 31.97]","(20009.235, 22002.56]","(21.064, 24.036]","(8.076, 12.044]","(25946.6, 27925.83]","(23.998, 26.994]","(4.183, 8.146]","(12019.189, 14004.258]","(3.033, 6.026]",183.0,126.0
"(24.02, 27.995]","(22002.56, 23995.885]","(6.204, 9.176]","(31.884, 35.852]","(23967.37, 25946.6]","(3.026, 6.022]","(27.961, 31.924]","(10014.269, 12019.189]","(3.033, 6.026]",19663.0,4907.0
"(31.97, 35.945]","(22002.56, 23995.885]","(24.036, 27.008]","(0.1, 4.108]","(27925.83, 29905.06]","(6.022, 9.018]","(8.146, 12.109]","(25914.672, 27899.741]","(6.026, 9.019]",4870.0,1966.0
"(27.995, 31.97]","(27982.535, 29975.86]","(6.204, 9.176]","(31.884, 35.852]","(14071.22, 16050.45]","(23.998, 26.994]","(31.924, 35.887]","(27899.741, 29884.81]","(9.019, 12.012]",13460.0,2321.0
"(0.13, 4.145]","(22002.56, 23995.885]","(0.23, 3.232]","(31.884, 35.852]","(14071.22, 16050.45]","(4e-05, 3.026]","(35.887, 39.85]","(19959.465, 21944.534]","(20.991, 23.984]",8702.0,1422.0
"(31.97, 35.945]","(12035.935, 14029.26]","(6.204, 9.176]","(8.076, 12.044]","(23967.37, 25946.6]","(3.026, 6.022]","(12.109, 16.072]","(25914.672, 27899.741]","(26.977, 29.97]",25448.0,5416.0
"(16.07, 20.045]","(12035.935, 14029.26]","(6.204, 9.176]","(27.916, 31.884]","(10092.968, 12091.99]","(21.002, 23.998]","(35.887, 39.85]","(19959.465, 21944.534]","(17.998, 20.991]",4949.0,813.0
"(20.045, 24.02]","(22002.56, 23995.885]","(9.176, 12.148]","(16.012, 19.98]","(27925.83, 29905.06]","(3.026, 6.022]","(31.924, 35.887]","(23929.603, 25914.672]","(20.991, 23.984]",26591.0,6077.0
"(31.97, 35.945]","(22002.56, 23995.885]","(3.232, 6.204]","(23.948, 27.916]","(21988.14, 23967.37]","(4e-05, 3.026]","(8.146, 12.109]","(14004.258, 15989.327]","(9.019, 12.012]",20490.0,4700.0
"(20.045, 24.02]","(12035.935, 14029.26]","(24.036, 27.008]","(0.1, 4.108]","(12091.99, 14071.22]","(3.026, 6.022]","(12.109, 16.072]","(19959.465, 21944.534]","(3.033, 6.026]",8821.0,1497.0
"(8.12, 12.095]","(18015.91, 20009.235]","(6.204, 9.176]","(12.044, 16.012]","(25946.6, 27925.83]","(12.014, 15.01]","(20.035, 23.998]","(12019.189, 14004.258]","(26.977, 29.97]",21492.0,5294.0
"(16.07, 20.045]","(14029.26, 16022.585]","(9.176, 12.148]","(19.98, 23.948]","(25946.6, 27925.83]","(23.998, 26.994]","(4.183, 8.146]","(21944.534, 23929.603]","(17.998, 20.991]",21487.0,5335.0
"(16.07, 20.045]","(14029.26, 16022.585]","(0.23, 3.232]","(8.076, 12.044]","(12091.99, 14071.22]","(21.002, 23.998]","(16.072, 20.035]","(27899.741, 29884.81]","(6.026, 9.019]",1675.0,407.0
"(31.97, 35.945]","(25989.21, 27982.535]","(12.148, 15.12]","(0.1, 4.108]","(14071.22, 16050.45]","(18.006, 21.002]","(0.18, 4.183]","(15989.327, 17974.396]","(3.033, 6.026]",334.0,147.0
"(12.095, 16.07]","(14029.26, 16022.585]","(15.12, 18.092]","(35.852, 39.82]","(27925.83, 29905.06]","(21.002, 23.998]","(12.109, 16.072]","(14004.258, 15989.327]","(6.026, 9.019]",23052.0,5634.0
"(0.13, 4.145]","(14029.26, 16022.585]","(6.204, 9.176]","(27.916, 31.884]","(25946.6, 27925.83]","(26.994, 29.99]","(12.109, 16.072]","(17974.396, 19959.465]","(6.026, 9.019]",21853.0,4377.0
"(31.97, 35.945]","(14029.26, 16022.585]","(27.008, 29.98]","(31.884, 35.852]","(10092.968, 12091.99]","(15.01, 18.006]","(16.072, 20.035]","(23929.603, 25914.672]","(15.005, 17.998]",5871.0,952.0
"(12.095, 16.07]","(10022.677, 12035.935]","(18.092, 21.064]","(35.852, 39.82]","(16050.45, 18029.68]","(23.998, 26.994]","(4.183, 8.146]","(10014.269, 12019.189]","(20.991, 23.984]",8008.0,2036.0
"(20.045, 24.02]","(12035.935, 14029.26]","(6.204, 9.176]","(8.076, 12.044]","(14071.22, 16050.45]","(9.018, 12.014]","(4.183, 8.146]","(14004.258, 15989.327]","(23.984, 26.977]",7307.0,1704.0
"(35.945, 39.92]","(16022.585, 18015.91]","(27.008, 29.98]","(23.948, 27.916]","(20008.91, 21988.14]","(6.022, 9.018]","(12.109, 16.072]","(15989.327, 17974.396]","(0.0101, 3.033]",20814.0,4422.0
"(0.13, 4.145]","(16022.585, 18015.91]","(0.23, 3.232]","(8.076, 12.044]","(12091.99, 14071.22]","(21.002, 23.998]","(4.183, 8.146]","(21944.534, 23929.603]","(26.977, 29.97]",0.0,2.0
"(20.045, 24.02]","(27982.535, 29975.86]","(18.092, 21.064]","(23.948, 27.916]","(16050.45, 18029.68]","(18.006, 21.002]","(16.072, 20.035]","(14004.258, 15989.327]","(20.991, 23.984]",16782.0,3413.0
"(12.095, 16.07]","(10022.677, 12035.935]","(0.23, 3.232]","(16.012, 19.98]","(20008.91, 21988.14]","(23.998, 26.994]","(31.924, 35.887]","(17974.396, 19959.465]","(26.977, 29.97]",21976.0,4594.0
"(12.095, 16.07]","(18015.91, 20009.235]","(21.064, 24.036]","(4.108, 8.076]","(14071.22, 16050.45]","(18.006, 21.002]","(12.109, 16.072]","(15989.327, 17974.396]","(9.019, 12.012]",824.0,203.0
"(16.07, 20.045]","(20009.235, 22002.56]","(27.008, 29.98]","(27.916, 31.884]","(23967.37, 25946.6]","(12.014, 15.01]","(20.035, 23.998]","(23929.603, 25914.672]","(6.026, 9.019]",25681.0,5633.0
"(16.07, 20.045]","(14029.26, 16022.585]","(6.204, 9.176]","(4.108, 8.076]","(16050.45, 18029.68]","(9.018, 12.014]","(4.183, 8.146]","(25914.672, 27899.741]","(6.026, 9.019]",17535.0,3403.0
"(12.095, 16.07]","(18015.91, 20009.235]","(6.204, 9.176]","(27.916, 31.884]","(10092.968, 12091.99]","(12.014, 15.01]","(31.924, 35.887]","(23929.603, 25914.672]","(3.033, 6.026]",6119.0,993.0
"(20.045, 24.02]","(20009.235, 22002.56]","(21.064, 24.036]","(0.1, 4.108]","(27925.83, 29905.06]","(3.026, 6.022]","(20.035, 23.998]","(14004.258, 15989.327]","(0.0101, 3.033]",8601.0,3118.0
"(0.13, 4.145]","(12035.935, 14029.26]","(24.036, 27.008]","(0.1, 4.108]","(23967.37, 25946.6]","(6.022, 9.018]","(31.924, 35.887]","(15989.327, 17974.396]","(15.005, 17.998]",1744.0,280.0
"(27.995, 31.97]","(22002.56, 23995.885]","(18.092, 21.064]","(19.98, 23.948]","(18029.68, 20008.91]","(3.026, 6.022]","(35.887, 39.85]","(19959.465, 21944.534]","(9.019, 12.012]",19639.0,3913.0
"(4.145, 8.12]","(16022.585, 18015.91]","(18.092, 21.064]","(4.108, 8.076]","(23967.37, 25946.6]","(9.018, 12.014]","(4.183, 8.146]","(12019.189, 14004.258]","(15.005, 17.998]",577.0,140.0
"(31.97, 35.945]","(18015.91, 20009.235]","(12.148, 15.12]","(19.98, 23.948]","(25946.6, 27925.83]","(18.006, 21.002]","(27.961, 31.924]","(21944.534, 23929.603]","(9.019, 12.012]",25690.0,5891.0
"(4.145, 8.12]","(12035.935, 14029.26]","(0.23, 3.232]","(8.076, 12.044]","(16050.45, 18029.68]","(6.022, 9.018]","(31.924, 35.887]","(12019.189, 14004.258]","(6.026, 9.019]",14260.0,3049.0
"(20.045, 24.02]","(18015.91, 20009.235]","(9.176, 12.148]","(16.012, 19.98]","(23967.37, 25946.6]","(21.002, 23.998]","(12.109, 16.072]","(14004.258, 15989.327]","(6.026, 9.019]",21658.0,5224.0
