binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(14.653, 26.81]","(16882.707, 23463.097]","(10.233, 20.903]","(0.139, 13.9]","(24050.817, 29905.06]","(21.817, 29.99]","(14.793, 26.787]","(10034.119, 16727.36]","(10.393, 20.007]",70.0,33.0
"(14.653, 26.81]","(10042.609, 16882.707]","(20.903, 29.98]","(13.9, 27.27]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(16727.36, 22767.66]","(0.039, 10.393]",6209.0,1023.0
"(0.169, 14.653]","(23463.097, 29975.86]","(0.259, 10.233]","(0.139, 13.9]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(10034.119, 16727.36]","(0.039, 10.393]",3795.0,679.0
"(14.653, 26.81]","(10042.609, 16882.707]","(20.903, 29.98]","(0.139, 13.9]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(22767.66, 29884.81]","(0.039, 10.393]",911.0,314.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(10034.119, 16727.36]","(10.393, 20.007]",17005.0,4104.0
"(14.653, 26.81]","(16882.707, 23463.097]","(10.233, 20.903]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",14635.0,2909.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(27.27, 39.82]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(16727.36, 22767.66]","(20.007, 29.97]",25951.0,6054.0
"(26.81, 39.92]","(16882.707, 23463.097]","(10.233, 20.903]","(0.139, 13.9]","(24050.817, 29905.06]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",1554.0,557.0
"(0.169, 14.653]","(23463.097, 29975.86]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(21.817, 29.99]","(14.793, 26.787]","(22767.66, 29884.81]","(0.039, 10.393]",14356.0,2528.0
"(0.169, 14.653]","(10042.609, 16882.707]","(20.903, 29.98]","(27.27, 39.82]","(17430.663, 24050.817]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(0.039, 10.393]",13152.0,2776.0
"(14.653, 26.81]","(16882.707, 23463.097]","(10.233, 20.903]","(27.27, 39.82]","(24050.817, 29905.06]","(10.287, 21.817]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",23250.0,5768.0
"(14.653, 26.81]","(10042.609, 16882.707]","(10.233, 20.903]","(27.27, 39.82]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(10.393, 20.007]",8368.0,1367.0
"(26.81, 39.92]","(23463.097, 29975.86]","(10.233, 20.903]","(0.139, 13.9]","(17430.663, 24050.817]","(21.817, 29.99]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",94.0,77.0
"(14.653, 26.81]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(22767.66, 29884.81]","(20.007, 29.97]",15465.0,2775.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(26.787, 39.85]","(22767.66, 29884.81]","(10.393, 20.007]",5382.0,821.0
"(26.81, 39.92]","(10042.609, 16882.707]","(20.903, 29.98]","(0.139, 13.9]","(17430.663, 24050.817]","(21.817, 29.99]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",230.0,86.0
"(14.653, 26.81]","(23463.097, 29975.86]","(10.233, 20.903]","(0.139, 13.9]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",14126.0,2746.0
"(26.81, 39.92]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(17430.663, 24050.817]","(10.287, 21.817]","(26.787, 39.85]","(22767.66, 29884.81]","(0.039, 10.393]",25551.0,5520.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(13.9, 27.27]","(10112.759, 17430.663]","(21.817, 29.99]","(14.793, 26.787]","(10034.119, 16727.36]","(0.039, 10.393]",1904.0,373.0
"(14.653, 26.81]","(16882.707, 23463.097]","(10.233, 20.903]","(27.27, 39.82]","(24050.817, 29905.06]","(10.287, 21.817]","(26.787, 39.85]","(16727.36, 22767.66]","(10.393, 20.007]",25155.0,5949.0
"(14.653, 26.81]","(23463.097, 29975.86]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(16727.36, 22767.66]","(10.393, 20.007]",24961.0,5833.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(16727.36, 22767.66]","(10.393, 20.007]",20010.0,3753.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(14.793, 26.787]","(16727.36, 22767.66]","(10.393, 20.007]",9031.0,1527.0
"(14.653, 26.81]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(10034.119, 16727.36]","(0.039, 10.393]",15581.0,3451.0
"(14.653, 26.81]","(23463.097, 29975.86]","(10.233, 20.903]","(13.9, 27.27]","(17430.663, 24050.817]","(21.817, 29.99]","(14.793, 26.787]","(16727.36, 22767.66]","(10.393, 20.007]",22666.0,4739.0
"(14.653, 26.81]","(23463.097, 29975.86]","(20.903, 29.98]","(27.27, 39.82]","(24050.817, 29905.06]","(10.287, 21.817]","(14.793, 26.787]","(22767.66, 29884.81]","(10.393, 20.007]",26355.0,6021.0
"(0.169, 14.653]","(10042.609, 16882.707]","(20.903, 29.98]","(27.27, 39.82]","(17430.663, 24050.817]","(10.287, 21.817]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",13453.0,3044.0
"(26.81, 39.92]","(16882.707, 23463.097]","(0.259, 10.233]","(0.139, 13.9]","(24050.817, 29905.06]","(21.817, 29.99]","(14.793, 26.787]","(22767.66, 29884.81]","(0.039, 10.393]",1180.0,283.0
"(14.653, 26.81]","(23463.097, 29975.86]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(10.287, 21.817]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",24874.0,5581.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(13.9, 27.27]","(24050.817, 29905.06]","(10.287, 21.817]","(14.793, 26.787]","(22767.66, 29884.81]","(10.393, 20.007]",26644.0,5896.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",13481.0,3505.0
"(14.653, 26.81]","(16882.707, 23463.097]","(0.259, 10.233]","(27.27, 39.82]","(24050.817, 29905.06]","(21.817, 29.99]","(26.787, 39.85]","(16727.36, 22767.66]","(0.039, 10.393]",25354.0,5965.0
"(14.653, 26.81]","(10042.609, 16882.707]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(21.817, 29.99]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",17132.0,4024.0
"(26.81, 39.92]","(23463.097, 29975.86]","(0.259, 10.233]","(13.9, 27.27]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",13288.0,2885.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(0.139, 13.9]","(10112.759, 17430.663]","(21.817, 29.99]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",0.0,14.0
"(0.169, 14.653]","(16882.707, 23463.097]","(20.903, 29.98]","(27.27, 39.82]","(10112.759, 17430.663]","(21.817, 29.99]","(0.219, 14.793]","(22767.66, 29884.81]","(0.039, 10.393]",12920.0,2207.0
"(26.81, 39.92]","(10042.609, 16882.707]","(10.233, 20.903]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(20.007, 29.97]",6956.0,1770.0
"(0.169, 14.653]","(23463.097, 29975.86]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(22767.66, 29884.81]","(10.393, 20.007]",21616.0,4027.0
"(0.169, 14.653]","(23463.097, 29975.86]","(10.233, 20.903]","(0.139, 13.9]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",84.0,20.0
"(14.653, 26.81]","(10042.609, 16882.707]","(20.903, 29.98]","(0.139, 13.9]","(10112.759, 17430.663]","(21.817, 29.99]","(14.793, 26.787]","(10034.119, 16727.36]","(10.393, 20.007]",34.0,15.0
"(0.169, 14.653]","(16882.707, 23463.097]","(20.903, 29.98]","(13.9, 27.27]","(17430.663, 24050.817]","(21.817, 29.99]","(26.787, 39.85]","(16727.36, 22767.66]","(0.039, 10.393]",20764.0,4201.0
"(14.653, 26.81]","(16882.707, 23463.097]","(20.903, 29.98]","(27.27, 39.82]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",13403.0,2599.0
"(26.81, 39.92]","(16882.707, 23463.097]","(10.233, 20.903]","(0.139, 13.9]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(0.039, 10.393]",6208.0,1437.0
"(26.81, 39.92]","(10042.609, 16882.707]","(0.259, 10.233]","(13.9, 27.27]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(16727.36, 22767.66]","(20.007, 29.97]",24006.0,5327.0
"(26.81, 39.92]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(17430.663, 24050.817]","(21.817, 29.99]","(14.793, 26.787]","(10034.119, 16727.36]","(0.039, 10.393]",19354.0,4068.0
"(0.169, 14.653]","(10042.609, 16882.707]","(20.903, 29.98]","(13.9, 27.27]","(17430.663, 24050.817]","(10.287, 21.817]","(14.793, 26.787]","(16727.36, 22767.66]","(0.039, 10.393]",16263.0,2978.0
"(0.169, 14.653]","(23463.097, 29975.86]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",0.0,0.0
"(26.81, 39.92]","(10042.609, 16882.707]","(20.903, 29.98]","(13.9, 27.27]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",14593.0,4206.0
"(26.81, 39.92]","(23463.097, 29975.86]","(10.233, 20.903]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(22767.66, 29884.81]","(20.007, 29.97]",25898.0,5840.0
"(0.169, 14.653]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(17430.663, 24050.817]","(10.287, 21.817]","(0.219, 14.793]","(22767.66, 29884.81]","(0.039, 10.393]",11376.0,2760.0
"(26.81, 39.92]","(10042.609, 16882.707]","(10.233, 20.903]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(22767.66, 29884.81]","(0.039, 10.393]",26297.0,5749.0
"(14.653, 26.81]","(10042.609, 16882.707]","(20.903, 29.98]","(27.27, 39.82]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(16727.36, 22767.66]","(20.007, 29.97]",9756.0,1749.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(13.9, 27.27]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(10.393, 20.007]",23785.0,4914.0
"(0.169, 14.653]","(16882.707, 23463.097]","(10.233, 20.903]","(13.9, 27.27]","(10112.759, 17430.663]","(10.287, 21.817]","(14.793, 26.787]","(16727.36, 22767.66]","(10.393, 20.007]",11529.0,2092.0
"(26.81, 39.92]","(23463.097, 29975.86]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(16727.36, 22767.66]","(0.039, 10.393]",8334.0,1460.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(13.9, 27.27]","(10112.759, 17430.663]","(21.817, 29.99]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",14247.0,2600.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(24050.817, 29905.06]","(21.817, 29.99]","(14.793, 26.787]","(22767.66, 29884.81]","(0.039, 10.393]",21334.0,4033.0
"(14.653, 26.81]","(23463.097, 29975.86]","(10.233, 20.903]","(27.27, 39.82]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(16727.36, 22767.66]","(20.007, 29.97]",24529.0,5847.0
"(0.169, 14.653]","(23463.097, 29975.86]","(20.903, 29.98]","(27.27, 39.82]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(22767.66, 29884.81]","(20.007, 29.97]",12402.0,2058.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(17430.663, 24050.817]","(10.287, 21.817]","(0.219, 14.793]","(22767.66, 29884.81]","(10.393, 20.007]",18358.0,4143.0
"(0.169, 14.653]","(10042.609, 16882.707]","(10.233, 20.903]","(13.9, 27.27]","(10112.759, 17430.663]","(21.817, 29.99]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",3172.0,615.0
"(26.81, 39.92]","(16882.707, 23463.097]","(10.233, 20.903]","(13.9, 27.27]","(17430.663, 24050.817]","(10.287, 21.817]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",13705.0,3606.0
"(26.81, 39.92]","(16882.707, 23463.097]","(10.233, 20.903]","(13.9, 27.27]","(10112.759, 17430.663]","(21.817, 29.99]","(0.219, 14.793]","(16727.36, 22767.66]","(0.039, 10.393]",4698.0,769.0
"(26.81, 39.92]","(23463.097, 29975.86]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(22767.66, 29884.81]","(20.007, 29.97]",14276.0,3949.0
"(0.169, 14.653]","(23463.097, 29975.86]","(20.903, 29.98]","(13.9, 27.27]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(10034.119, 16727.36]","(20.007, 29.97]",16023.0,3228.0
"(14.653, 26.81]","(16882.707, 23463.097]","(10.233, 20.903]","(27.27, 39.82]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",23802.0,5669.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(24050.817, 29905.06]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(20.007, 29.97]",15019.0,4743.0
"(14.653, 26.81]","(10042.609, 16882.707]","(20.903, 29.98]","(13.9, 27.27]","(17430.663, 24050.817]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",20450.0,4764.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(22767.66, 29884.81]","(20.007, 29.97]",7933.0,1536.0
"(0.169, 14.653]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(16727.36, 22767.66]","(20.007, 29.97]",0.0,0.0
"(26.81, 39.92]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(21.817, 29.99]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",15915.0,3079.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",21106.0,4064.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(17430.663, 24050.817]","(21.817, 29.99]","(0.219, 14.793]","(10034.119, 16727.36]","(20.007, 29.97]",10366.0,2848.0
"(14.653, 26.81]","(23463.097, 29975.86]","(20.903, 29.98]","(27.27, 39.82]","(24050.817, 29905.06]","(21.817, 29.99]","(14.793, 26.787]","(10034.119, 16727.36]","(10.393, 20.007]",20226.0,5200.0
"(26.81, 39.92]","(23463.097, 29975.86]","(0.259, 10.233]","(0.139, 13.9]","(24050.817, 29905.06]","(21.817, 29.99]","(26.787, 39.85]","(10034.119, 16727.36]","(20.007, 29.97]",259.0,92.0
"(26.81, 39.92]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(10034.119, 16727.36]","(0.039, 10.393]",183.0,126.0
"(26.81, 39.92]","(16882.707, 23463.097]","(0.259, 10.233]","(27.27, 39.82]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(10034.119, 16727.36]","(0.039, 10.393]",19663.0,4907.0
"(26.81, 39.92]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(0.039, 10.393]",4870.0,1966.0
"(26.81, 39.92]","(23463.097, 29975.86]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(21.817, 29.99]","(26.787, 39.85]","(22767.66, 29884.81]","(0.039, 10.393]",13460.0,2321.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",8702.0,1422.0
"(26.81, 39.92]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",25448.0,5416.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(26.787, 39.85]","(16727.36, 22767.66]","(10.393, 20.007]",4949.0,813.0
"(14.653, 26.81]","(16882.707, 23463.097]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(22767.66, 29884.81]","(20.007, 29.97]",26591.0,6077.0
"(26.81, 39.92]","(23463.097, 29975.86]","(0.259, 10.233]","(13.9, 27.27]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",20490.0,4700.0
"(14.653, 26.81]","(10042.609, 16882.707]","(20.903, 29.98]","(0.139, 13.9]","(10112.759, 17430.663]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(16727.36, 22767.66]","(0.039, 10.393]",8821.0,1497.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(13.9, 27.27]","(24050.817, 29905.06]","(10.287, 21.817]","(14.793, 26.787]","(10034.119, 16727.36]","(20.007, 29.97]",21492.0,5294.0
"(14.653, 26.81]","(10042.609, 16882.707]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(16727.36, 22767.66]","(10.393, 20.007]",21487.0,5335.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(10112.759, 17430.663]","(21.817, 29.99]","(14.793, 26.787]","(22767.66, 29884.81]","(0.039, 10.393]",1675.0,407.0
"(26.81, 39.92]","(23463.097, 29975.86]","(10.233, 20.903]","(0.139, 13.9]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(16727.36, 22767.66]","(0.039, 10.393]",334.0,147.0
"(14.653, 26.81]","(10042.609, 16882.707]","(10.233, 20.903]","(27.27, 39.82]","(24050.817, 29905.06]","(21.817, 29.99]","(14.793, 26.787]","(10034.119, 16727.36]","(0.039, 10.393]",23052.0,5634.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(27.27, 39.82]","(24050.817, 29905.06]","(21.817, 29.99]","(0.219, 14.793]","(16727.36, 22767.66]","(0.039, 10.393]",21853.0,4377.0
"(26.81, 39.92]","(10042.609, 16882.707]","(20.903, 29.98]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(14.793, 26.787]","(22767.66, 29884.81]","(10.393, 20.007]",5871.0,952.0
"(0.169, 14.653]","(10042.609, 16882.707]","(10.233, 20.903]","(27.27, 39.82]","(10112.759, 17430.663]","(21.817, 29.99]","(0.219, 14.793]","(10034.119, 16727.36]","(20.007, 29.97]",8008.0,2036.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(20.007, 29.97]",7307.0,1704.0
"(26.81, 39.92]","(10042.609, 16882.707]","(20.903, 29.98]","(13.9, 27.27]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(16727.36, 22767.66]","(0.039, 10.393]",20814.0,4422.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(10112.759, 17430.663]","(21.817, 29.99]","(0.219, 14.793]","(22767.66, 29884.81]","(20.007, 29.97]",0.0,2.0
"(14.653, 26.81]","(23463.097, 29975.86]","(10.233, 20.903]","(13.9, 27.27]","(17430.663, 24050.817]","(10.287, 21.817]","(14.793, 26.787]","(10034.119, 16727.36]","(20.007, 29.97]",16782.0,3413.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(13.9, 27.27]","(17430.663, 24050.817]","(21.817, 29.99]","(26.787, 39.85]","(16727.36, 22767.66]","(20.007, 29.97]",21976.0,4594.0
"(0.169, 14.653]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(10112.759, 17430.663]","(10.287, 21.817]","(0.219, 14.793]","(16727.36, 22767.66]","(10.393, 20.007]",824.0,203.0
"(14.653, 26.81]","(16882.707, 23463.097]","(20.903, 29.98]","(27.27, 39.82]","(24050.817, 29905.06]","(10.287, 21.817]","(14.793, 26.787]","(22767.66, 29884.81]","(0.039, 10.393]",25681.0,5633.0
"(14.653, 26.81]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(0.219, 14.793]","(22767.66, 29884.81]","(0.039, 10.393]",17535.0,3403.0
"(0.169, 14.653]","(16882.707, 23463.097]","(0.259, 10.233]","(27.27, 39.82]","(10112.759, 17430.663]","(10.287, 21.817]","(26.787, 39.85]","(22767.66, 29884.81]","(0.039, 10.393]",6119.0,993.0
"(14.653, 26.81]","(16882.707, 23463.097]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(14.793, 26.787]","(10034.119, 16727.36]","(0.039, 10.393]",8601.0,3118.0
"(0.169, 14.653]","(10042.609, 16882.707]","(20.903, 29.98]","(0.139, 13.9]","(24050.817, 29905.06]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(10034.119, 16727.36]","(10.393, 20.007]",1744.0,280.0
"(26.81, 39.92]","(16882.707, 23463.097]","(10.233, 20.903]","(13.9, 27.27]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(16727.36, 22767.66]","(0.039, 10.393]",19639.0,3913.0
"(0.169, 14.653]","(16882.707, 23463.097]","(10.233, 20.903]","(0.139, 13.9]","(24050.817, 29905.06]","(10.287, 21.817]","(0.219, 14.793]","(10034.119, 16727.36]","(10.393, 20.007]",577.0,140.0
"(26.81, 39.92]","(16882.707, 23463.097]","(10.233, 20.903]","(13.9, 27.27]","(24050.817, 29905.06]","(10.287, 21.817]","(26.787, 39.85]","(16727.36, 22767.66]","(10.393, 20.007]",25690.0,5891.0
"(0.169, 14.653]","(10042.609, 16882.707]","(0.259, 10.233]","(0.139, 13.9]","(17430.663, 24050.817]","(0.028999999999999998, 10.287]","(26.787, 39.85]","(10034.119, 16727.36]","(0.039, 10.393]",14260.0,3049.0
