binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(11.512, 13.292]","(18069.604, 19205.184]","(7.036, 8.168]","(29.325, 30.945]","(11038.402, 11772.474]","(12.588, 15.135]","(32.323, 33.278]","(23524.053, 25022.682]","(4.921, 6.5]",6119.0,993.0
"(20.44, 22.66]","(20333.54, 21495.298]","(20.4, 22.113]","(1.728, 3.724]","(28027.804, 28704.074]","(2.081, 3.568]","(21.996, 24.384]","(13873.478, 15159.435]","(1.68, 2.898]",8601.0,3118.0
"(0.169, 2.327]","(13119.594, 14386.418]","(23.54, 24.714]","(0.139, 1.728]","(23691.488, 24705.013]","(7.035, 9.34]","(29.128, 32.323]","(15851.919, 16991.383]","(16.83, 18.14]",1744.0,280.0
"(28.596, 30.487]","(22544.526, 23183.966]","(20.4, 22.113]","(23.494, 24.99]","(17749.48, 19080.122]","(4.822, 7.035]","(38.258, 39.85]","(19989.86, 21047.544]","(8.05, 9.597]",19639.0,3913.0
"(4.058, 6.876]","(17198.684, 18069.604]","(18.838, 20.4]","(6.211, 7.396]","(25267.247, 26059.108]","(10.72, 11.406]","(4.359, 6.303]","(11185.643, 12651.296]","(15.67, 16.83]",577.0,140.0
"(32.782, 34.389]","(18069.604, 19205.184]","(12.32, 13.619]","(21.69, 23.494]","(26872.869, 28027.804]","(19.152, 21.309]","(29.128, 32.323]","(21919.814, 22499.006]","(10.77, 11.832]",25690.0,5891.0
"(4.058, 6.876]","(13119.594, 14386.418]","(2.819, 5.068]","(9.37, 11.317]","(17749.48, 19080.122]","(7.035, 9.34]","(32.323, 33.278]","(11185.643, 12651.296]","(8.05, 9.597]",14260.0,3049.0
"(22.66, 24.014]","(18069.604, 19205.184]","(10.922, 12.32]","(14.842, 17.672]","(25267.247, 26059.108]","(22.843, 24.328]","(15.385, 16.724]","(13873.478, 15159.435]","(6.5, 8.05]",21658.0,5224.0
"(16.26, 18.142]","(23183.966, 23975.204]","(22.113, 23.54]","(30.945, 32.55]","(16253.196, 17749.48]","(19.152, 21.309]","(38.258, 39.85]","(25022.682, 26000.772]","(20.842, 22.373]",18425.0,3456.0
"(13.292, 15.263]","(21495.298, 22544.526]","(9.531, 10.922]","(7.396, 9.37]","(14434.652, 15210.697]","(12.588, 15.135]","(29.128, 32.323]","(19186.778, 19989.86]","(9.597, 10.77]",12061.0,2158.0
"(22.66, 24.014]","(14386.418, 15386.752]","(2.819, 5.068]","(7.396, 9.37]","(14434.652, 15210.697]","(0.847, 2.081]","(18.602, 19.94]","(26517.227, 27436.739]","(2.898, 4.921]",13516.0,2340.0
"(16.26, 18.142]","(14386.418, 15386.752]","(18.838, 20.4]","(6.211, 7.396]","(20981.91, 21509.223]","(10.72, 11.406]","(33.278, 34.864]","(21047.544, 21919.814]","(8.05, 9.597]",21195.0,4492.0
"(9.756, 11.512]","(18069.604, 19205.184]","(15.535, 17.426]","(7.396, 9.37]","(25267.247, 26059.108]","(9.34, 10.72]","(24.384, 26.258]","(15159.435, 15851.919]","(0.039, 1.68]",22760.0,5392.0
"(28.596, 30.487]","(18069.604, 19205.184]","(23.54, 24.714]","(9.37, 11.317]","(25267.247, 26059.108]","(27.817, 28.873]","(32.323, 33.278]","(18066.412, 19186.778]","(25.735, 27.209]",0.0,2.0
"(6.876, 9.756]","(25308.238, 26307.966]","(0.259, 1.64]","(26.706, 29.325]","(26059.108, 26872.869]","(16.921, 19.152]","(8.736, 10.853]","(25022.682, 26000.772]","(24.282, 25.735]",23297.0,5528.0
"(36.458, 38.353]","(25308.238, 26307.966]","(12.32, 13.619]","(14.842, 17.672]","(25267.247, 26059.108]","(0.028999999999999998, 0.847]","(16.724, 18.602]","(26000.772, 26517.227]","(19.794, 20.842]",26266.0,5859.0
"(0.169, 2.327]","(10042.609, 11034.201]","(13.619, 15.535]","(23.494, 24.99]","(15210.697, 16253.196]","(27.817, 28.873]","(12.936, 15.385]","(19989.86, 21047.544]","(6.5, 8.05]",8459.0,1395.0
"(22.66, 24.014]","(10042.609, 11034.201]","(1.64, 2.819]","(19.56, 21.69]","(23691.488, 24705.013]","(16.921, 19.152]","(1.898, 4.359]","(15851.919, 16991.383]","(24.282, 25.735]",14639.0,4205.0
"(15.263, 16.26]","(25308.238, 26307.966]","(17.426, 18.838]","(9.37, 11.317]","(11038.402, 11772.474]","(21.309, 22.843]","(29.128, 32.323]","(13873.478, 15159.435]","(15.67, 16.83]",861.0,205.0
"(2.327, 4.058]","(10042.609, 11034.201]","(10.922, 12.32]","(3.724, 6.211]","(26059.108, 26872.869]","(10.72, 11.406]","(18.602, 19.94]","(25022.682, 26000.772]","(19.794, 20.842]",2123.0,321.0
"(22.66, 24.014]","(11034.201, 11974.945]","(2.819, 5.068]","(14.842, 17.672]","(20981.91, 21509.223]","(22.843, 24.328]","(10.853, 12.936]","(26517.227, 27436.739]","(10.77, 11.832]",23500.0,4790.0
"(2.327, 4.058]","(11974.945, 13119.594]","(18.838, 20.4]","(30.945, 32.55]","(26059.108, 26872.869]","(27.817, 28.873]","(26.258, 29.128]","(12651.296, 13873.478]","(0.039, 1.68]",18359.0,3893.0
"(0.169, 2.327]","(25308.238, 26307.966]","(25.448, 27.351]","(1.728, 3.724]","(21509.223, 22466.49]","(9.34, 10.72]","(24.384, 26.258]","(27436.739, 28475.28]","(9.597, 10.77]",2176.0,322.0
"(2.327, 4.058]","(28943.995, 29975.86]","(23.54, 24.714]","(26.706, 29.325]","(19080.122, 19972.327]","(0.028999999999999998, 0.847]","(32.323, 33.278]","(22499.006, 23524.053]","(20.842, 22.373]",16356.0,2878.0
"(18.142, 20.44]","(13119.594, 14386.418]","(1.64, 2.819]","(6.211, 7.396]","(19972.327, 20981.91]","(25.931, 27.817]","(19.94, 21.996]","(15851.919, 16991.383]","(15.67, 16.83]",338.0,107.0
"(22.66, 24.014]","(22544.526, 23183.966]","(9.531, 10.922]","(36.393, 38.038]","(11038.402, 11772.474]","(4.822, 7.035]","(19.94, 21.996]","(21047.544, 21919.814]","(29.083, 29.97]",5631.0,934.0
"(30.487, 32.782]","(27498.474, 28245.716]","(10.922, 12.32]","(38.038, 39.82]","(19080.122, 19972.327]","(0.847, 2.081]","(0.219, 1.898]","(15159.435, 15851.919]","(13.806, 15.67]",13216.0,3451.0
"(32.782, 34.389]","(25308.238, 26307.966]","(0.259, 1.64]","(3.724, 6.211]","(28027.804, 28704.074]","(3.568, 4.822]","(38.258, 39.85]","(13873.478, 15159.435]","(4.921, 6.5]",17301.0,4583.0
"(2.327, 4.058]","(19205.184, 20333.54]","(9.531, 10.922]","(6.211, 7.396]","(19972.327, 20981.91]","(12.588, 15.135]","(16.724, 18.602]","(21047.544, 21919.814]","(2.898, 4.921]",2050.0,323.0
"(6.876, 9.756]","(13119.594, 14386.418]","(8.168, 9.531]","(9.37, 11.317]","(20981.91, 21509.223]","(25.25, 25.931]","(12.936, 15.385]","(15851.919, 16991.383]","(15.67, 16.83]",9456.0,2562.0
"(32.782, 34.389]","(22544.526, 23183.966]","(22.113, 23.54]","(23.494, 24.99]","(26059.108, 26872.869]","(22.843, 24.328]","(6.303, 8.736]","(26000.772, 26517.227]","(25.735, 27.209]",18251.0,4964.0
"(34.389, 36.458]","(20333.54, 21495.298]","(28.794, 29.98]","(19.56, 21.69]","(19080.122, 19972.327]","(16.921, 19.152]","(15.385, 16.724]","(27436.739, 28475.28]","(25.735, 27.209]",22451.0,4470.0
"(0.169, 2.327]","(28245.716, 28943.995]","(23.54, 24.714]","(17.672, 19.56]","(11772.474, 13002.937]","(25.25, 25.931]","(8.736, 10.853]","(27436.739, 28475.28]","(13.806, 15.67]",2919.0,481.0
"(6.876, 9.756]","(28245.716, 28943.995]","(0.259, 1.64]","(14.842, 17.672]","(15210.697, 16253.196]","(16.921, 19.152]","(18.602, 19.94]","(21047.544, 21919.814]","(25.735, 27.209]",14470.0,2626.0
"(0.169, 2.327]","(11974.945, 13119.594]","(5.068, 7.036]","(33.545, 36.393]","(22466.49, 23691.488]","(19.152, 21.309]","(21.996, 24.384]","(22499.006, 23524.053]","(2.898, 4.921]",20242.0,3784.0
"(30.487, 32.782]","(28943.995, 29975.86]","(25.448, 27.351]","(26.706, 29.325]","(25267.247, 26059.108]","(3.568, 4.822]","(24.384, 26.258]","(18066.412, 19186.778]","(29.083, 29.97]",24084.0,5555.0
"(18.142, 20.44]","(19205.184, 20333.54]","(22.113, 23.54]","(1.728, 3.724]","(26059.108, 26872.869]","(2.081, 3.568]","(21.996, 24.384]","(15159.435, 15851.919]","(16.83, 18.14]",12481.0,3733.0
"(34.389, 36.458]","(21495.298, 22544.526]","(28.794, 29.98]","(11.317, 14.842]","(21509.223, 22466.49]","(9.34, 10.72]","(36.24, 38.258]","(19989.86, 21047.544]","(8.05, 9.597]",23271.0,5009.0
"(13.292, 15.263]","(14386.418, 15386.752]","(1.64, 2.819]","(26.706, 29.325]","(24705.013, 25267.247]","(16.921, 19.152]","(6.303, 8.736]","(26000.772, 26517.227]","(27.209, 29.083]",19806.0,4966.0
"(36.458, 38.353]","(18069.604, 19205.184]","(5.068, 7.036]","(36.393, 38.038]","(24705.013, 25267.247]","(19.152, 21.309]","(21.996, 24.384]","(11185.643, 12651.296]","(9.597, 10.77]",19308.0,4938.0
"(18.142, 20.44]","(28943.995, 29975.86]","(25.448, 27.351]","(14.842, 17.672]","(22466.49, 23691.488]","(27.817, 28.873]","(16.724, 18.602]","(15851.919, 16991.383]","(19.794, 20.842]",22275.0,5001.0
"(38.353, 39.92]","(25308.238, 26307.966]","(28.794, 29.98]","(33.545, 36.393]","(26059.108, 26872.869]","(25.931, 27.817]","(21.996, 24.384]","(21919.814, 22499.006]","(2.898, 4.921]",25588.0,5831.0
"(32.782, 34.389]","(14386.418, 15386.752]","(23.54, 24.714]","(9.37, 11.317]","(28027.804, 28704.074]","(28.873, 29.99]","(34.864, 36.24]","(13873.478, 15159.435]","(18.14, 19.794]",56.0,28.0
"(32.782, 34.389]","(19205.184, 20333.54]","(23.54, 24.714]","(19.56, 21.69]","(11038.402, 11772.474]","(4.822, 7.035]","(4.359, 6.303]","(27436.739, 28475.28]","(19.794, 20.842]",3302.0,669.0
"(2.327, 4.058]","(16071.688, 17198.684]","(24.714, 25.448]","(7.396, 9.37]","(20981.91, 21509.223]","(24.328, 25.25]","(38.258, 39.85]","(10495.754, 11185.643]","(27.209, 29.083]",292.0,63.0
"(0.169, 2.327]","(23975.204, 25308.238]","(10.922, 12.32]","(7.396, 9.37]","(20981.91, 21509.223]","(3.568, 4.822]","(16.724, 18.602]","(10495.754, 11185.643]","(24.282, 25.735]",11615.0,2329.0
"(28.596, 30.487]","(11034.201, 11974.945]","(28.794, 29.98]","(11.317, 14.842]","(28027.804, 28704.074]","(22.843, 24.328]","(32.323, 33.278]","(11185.643, 12651.296]","(16.83, 18.14]",20345.0,5200.0
"(24.014, 25.674]","(20333.54, 21495.298]","(2.819, 5.068]","(11.317, 14.842]","(24705.013, 25267.247]","(22.843, 24.328]","(1.898, 4.359]","(12651.296, 13873.478]","(22.373, 24.282]",14583.0,4404.0
"(20.44, 22.66]","(19205.184, 20333.54]","(24.714, 25.448]","(11.317, 14.842]","(15210.697, 16253.196]","(27.817, 28.873]","(19.94, 21.996]","(21047.544, 21919.814]","(0.039, 1.68]",857.0,291.0
"(32.782, 34.389]","(11974.945, 13119.594]","(15.535, 17.426]","(38.038, 39.82]","(22466.49, 23691.488]","(2.081, 3.568]","(34.864, 36.24]","(11185.643, 12651.296]","(20.842, 22.373]",18076.0,4412.0
"(22.66, 24.014]","(23975.204, 25308.238]","(12.32, 13.619]","(38.038, 39.82]","(26059.108, 26872.869]","(19.152, 21.309]","(32.323, 33.278]","(21919.814, 22499.006]","(9.597, 10.77]",25557.0,5789.0
"(30.487, 32.782]","(10042.609, 11034.201]","(10.922, 12.32]","(26.706, 29.325]","(17749.48, 19080.122]","(3.568, 4.822]","(10.853, 12.936]","(19989.86, 21047.544]","(13.806, 15.67]",17902.0,3425.0
"(28.596, 30.487]","(23975.204, 25308.238]","(13.619, 15.535]","(17.672, 19.56]","(22466.49, 23691.488]","(25.931, 27.817]","(26.258, 29.128]","(28475.28, 29884.81]","(0.039, 1.68]",25934.0,5541.0
"(13.292, 15.263]","(11974.945, 13119.594]","(27.351, 28.794]","(33.545, 36.393]","(11038.402, 11772.474]","(16.921, 19.152]","(19.94, 21.996]","(16991.383, 18066.412]","(25.735, 27.209]",4907.0,848.0
"(15.263, 16.26]","(23975.204, 25308.238]","(22.113, 23.54]","(24.99, 26.706]","(11772.474, 13002.937]","(12.588, 15.135]","(19.94, 21.996]","(26000.772, 26517.227]","(20.842, 22.373]",8548.0,1405.0
"(22.66, 24.014]","(23975.204, 25308.238]","(25.448, 27.351]","(7.396, 9.37]","(11038.402, 11772.474]","(10.72, 11.406]","(8.736, 10.853]","(26000.772, 26517.227]","(11.832, 13.806]",6848.0,1107.0
"(36.458, 38.353]","(23975.204, 25308.238]","(20.4, 22.113]","(24.99, 26.706]","(24705.013, 25267.247]","(11.406, 12.588]","(24.384, 26.258]","(27436.739, 28475.28]","(2.898, 4.921]",26263.0,5769.0
"(16.26, 18.142]","(14386.418, 15386.752]","(12.32, 13.619]","(11.317, 14.842]","(11772.474, 13002.937]","(16.921, 19.152]","(12.936, 15.385]","(23524.053, 25022.682]","(27.209, 29.083]",8602.0,1425.0
"(18.142, 20.44]","(25308.238, 26307.966]","(12.32, 13.619]","(29.325, 30.945]","(14434.652, 15210.697]","(0.028999999999999998, 0.847]","(10.853, 12.936]","(13873.478, 15159.435]","(11.832, 13.806]",11657.0,2231.0
"(13.292, 15.263]","(17198.684, 18069.604]","(8.168, 9.531]","(17.672, 19.56]","(25267.247, 26059.108]","(0.028999999999999998, 0.847]","(18.602, 19.94]","(22499.006, 23524.053]","(20.842, 22.373]",25443.0,5710.0
"(15.263, 16.26]","(28943.995, 29975.86]","(0.259, 1.64]","(32.55, 33.545]","(15210.697, 16253.196]","(21.309, 22.843]","(21.996, 24.384]","(22499.006, 23524.053]","(16.83, 18.14]",14728.0,2661.0
"(6.876, 9.756]","(11974.945, 13119.594]","(2.819, 5.068]","(21.69, 23.494]","(28704.074, 29905.06]","(24.328, 25.25]","(21.996, 24.384]","(10034.119, 10495.754]","(4.921, 6.5]",18814.0,5122.0
"(25.674, 28.596]","(26307.966, 27498.474]","(23.54, 24.714]","(32.55, 33.545]","(24705.013, 25267.247]","(11.406, 12.588]","(12.936, 15.385]","(10034.119, 10495.754]","(8.05, 9.597]",18088.0,4805.0
"(24.014, 25.674]","(20333.54, 21495.298]","(28.794, 29.98]","(17.672, 19.56]","(19080.122, 19972.327]","(28.873, 29.99]","(6.303, 8.736]","(28475.28, 29884.81]","(1.68, 2.898]",22624.0,4454.0
"(16.26, 18.142]","(15386.752, 16071.688]","(8.168, 9.531]","(3.724, 6.211]","(19080.122, 19972.327]","(0.028999999999999998, 0.847]","(16.724, 18.602]","(18066.412, 19186.778]","(24.282, 25.735]",20136.0,4155.0
"(34.389, 36.458]","(28245.716, 28943.995]","(7.036, 8.168]","(32.55, 33.545]","(24705.013, 25267.247]","(24.328, 25.25]","(8.736, 10.853]","(27436.739, 28475.28]","(0.039, 1.68]",26254.0,5777.0
"(34.389, 36.458]","(17198.684, 18069.604]","(13.619, 15.535]","(36.393, 38.038]","(14434.652, 15210.697]","(28.873, 29.99]","(16.724, 18.602]","(19989.86, 21047.544]","(29.083, 29.97]",12608.0,2242.0
"(34.389, 36.458]","(26307.966, 27498.474]","(13.619, 15.535]","(36.393, 38.038]","(21509.223, 22466.49]","(28.873, 29.99]","(38.258, 39.85]","(15159.435, 15851.919]","(18.14, 19.794]",21310.0,4848.0
"(36.458, 38.353]","(17198.684, 18069.604]","(7.036, 8.168]","(7.396, 9.37]","(28027.804, 28704.074]","(11.406, 12.588]","(38.258, 39.85]","(19186.778, 19989.86]","(2.898, 4.921]",20362.0,4348.0
"(15.263, 16.26]","(26307.966, 27498.474]","(23.54, 24.714]","(32.55, 33.545]","(26872.869, 28027.804]","(25.931, 27.817]","(38.258, 39.85]","(10034.119, 10495.754]","(10.77, 11.832]",18824.0,5144.0
"(9.756, 11.512]","(22544.526, 23183.966]","(23.54, 24.714]","(38.038, 39.82]","(25267.247, 26059.108]","(24.328, 25.25]","(12.936, 15.385]","(10034.119, 10495.754]","(9.597, 10.77]",15013.0,3350.0
"(34.389, 36.458]","(21495.298, 22544.526]","(27.351, 28.794]","(33.545, 36.393]","(26059.108, 26872.869]","(0.028999999999999998, 0.847]","(8.736, 10.853]","(19989.86, 21047.544]","(22.373, 24.282]",25137.0,5778.0
"(15.263, 16.26]","(23975.204, 25308.238]","(2.819, 5.068]","(30.945, 32.55]","(15210.697, 16253.196]","(12.588, 15.135]","(19.94, 21.996]","(16991.383, 18066.412]","(18.14, 19.794]",13517.0,2528.0
"(18.142, 20.44]","(21495.298, 22544.526]","(17.426, 18.838]","(36.393, 38.038]","(26059.108, 26872.869]","(15.135, 16.921]","(36.24, 38.258]","(10495.754, 11185.643]","(4.921, 6.5]",18945.0,5045.0
"(16.26, 18.142]","(21495.298, 22544.526]","(5.068, 7.036]","(36.393, 38.038]","(14434.652, 15210.697]","(3.568, 4.822]","(29.128, 32.323]","(21919.814, 22499.006]","(25.735, 27.209]",12658.0,2230.0
"(6.876, 9.756]","(14386.418, 15386.752]","(22.113, 23.54]","(23.494, 24.99]","(11038.402, 11772.474]","(4.822, 7.035]","(8.736, 10.853]","(26517.227, 27436.739]","(13.806, 15.67]",2727.0,437.0
"(20.44, 22.66]","(28943.995, 29975.86]","(27.351, 28.794]","(3.724, 6.211]","(16253.196, 17749.48]","(11.406, 12.588]","(1.898, 4.359]","(10034.119, 10495.754]","(27.209, 29.083]",1443.0,722.0
"(25.674, 28.596]","(28245.716, 28943.995]","(20.4, 22.113]","(24.99, 26.706]","(28027.804, 28704.074]","(22.843, 24.328]","(32.323, 33.278]","(26000.772, 26517.227]","(19.794, 20.842]",26699.0,6090.0
"(2.327, 4.058]","(27498.474, 28245.716]","(15.535, 17.426]","(21.69, 23.494]","(17749.48, 19080.122]","(11.406, 12.588]","(15.385, 16.724]","(26517.227, 27436.739]","(15.67, 16.83]",14556.0,2449.0
"(6.876, 9.756]","(21495.298, 22544.526]","(10.922, 12.32]","(23.494, 24.99]","(20981.91, 21509.223]","(16.921, 19.152]","(8.736, 10.853]","(19989.86, 21047.544]","(25.735, 27.209]",15911.0,3027.0
"(15.263, 16.26]","(22544.526, 23183.966]","(27.351, 28.794]","(17.672, 19.56]","(19972.327, 20981.91]","(27.817, 28.873]","(6.303, 8.736]","(12651.296, 13873.478]","(22.373, 24.282]",14522.0,3366.0
"(2.327, 4.058]","(27498.474, 28245.716]","(27.351, 28.794]","(19.56, 21.69]","(19972.327, 20981.91]","(3.568, 4.822]","(34.864, 36.24]","(22499.006, 23524.053]","(1.68, 2.898]",17696.0,3159.0
"(24.014, 25.674]","(19205.184, 20333.54]","(7.036, 8.168]","(24.99, 26.706]","(11772.474, 13002.937]","(0.028999999999999998, 0.847]","(24.384, 26.258]","(10034.119, 10495.754]","(8.05, 9.597]",4347.0,886.0
"(30.487, 32.782]","(27498.474, 28245.716]","(12.32, 13.619]","(6.211, 7.396]","(22466.49, 23691.488]","(4.822, 7.035]","(24.384, 26.258]","(21919.814, 22499.006]","(25.735, 27.209]",24183.0,5252.0
"(13.292, 15.263]","(20333.54, 21495.298]","(9.531, 10.922]","(11.317, 14.842]","(26872.869, 28027.804]","(15.135, 16.921]","(21.996, 24.384]","(28475.28, 29884.81]","(4.921, 6.5]",27015.0,6069.0
"(13.292, 15.263]","(18069.604, 19205.184]","(5.068, 7.036]","(17.672, 19.56]","(10112.759, 11038.402]","(21.309, 22.843]","(26.258, 29.128]","(10495.754, 11185.643]","(20.842, 22.373]",3021.0,611.0
"(28.596, 30.487]","(10042.609, 11034.201]","(23.54, 24.714]","(6.211, 7.396]","(28027.804, 28704.074]","(24.328, 25.25]","(24.384, 26.258]","(19186.778, 19989.86]","(24.282, 25.735]",482.0,130.0
"(13.292, 15.263]","(13119.594, 14386.418]","(10.922, 12.32]","(24.99, 26.706]","(17749.48, 19080.122]","(16.921, 19.152]","(19.94, 21.996]","(15851.919, 16991.383]","(19.794, 20.842]",18654.0,3839.0
"(9.756, 11.512]","(28245.716, 28943.995]","(28.794, 29.98]","(38.038, 39.82]","(24705.013, 25267.247]","(27.817, 28.873]","(38.258, 39.85]","(13873.478, 15159.435]","(24.282, 25.735]",17968.0,3632.0
"(28.596, 30.487]","(10042.609, 11034.201]","(17.426, 18.838]","(17.672, 19.56]","(10112.759, 11038.402]","(4.822, 7.035]","(4.359, 6.303]","(23524.053, 25022.682]","(16.83, 18.14]",2781.0,538.0
"(25.674, 28.596]","(10042.609, 11034.201]","(0.259, 1.64]","(36.393, 38.038]","(19080.122, 19972.327]","(22.843, 24.328]","(1.898, 4.359]","(25022.682, 26000.772]","(25.735, 27.209]",12834.0,3235.0
"(22.66, 24.014]","(23183.966, 23975.204]","(25.448, 27.351]","(38.038, 39.82]","(21509.223, 22466.49]","(2.081, 3.568]","(36.24, 38.258]","(13873.478, 15159.435]","(19.794, 20.842]",19936.0,4567.0
"(36.458, 38.353]","(23183.966, 23975.204]","(2.819, 5.068]","(24.99, 26.706]","(28704.074, 29905.06]","(28.873, 29.99]","(15.385, 16.724]","(11185.643, 12651.296]","(6.5, 8.05]",20350.0,5402.0
"(20.44, 22.66]","(11974.945, 13119.594]","(12.32, 13.619]","(21.69, 23.494]","(23691.488, 24705.013]","(2.081, 3.568]","(8.736, 10.853]","(21919.814, 22499.006]","(25.735, 27.209]",20881.0,4997.0
"(36.458, 38.353]","(15386.752, 16071.688]","(18.838, 20.4]","(6.211, 7.396]","(17749.48, 19080.122]","(25.25, 25.931]","(1.898, 4.359]","(19186.778, 19989.86]","(11.832, 13.806]",121.0,84.0
"(16.26, 18.142]","(19205.184, 20333.54]","(9.531, 10.922]","(36.393, 38.038]","(28027.804, 28704.074]","(0.847, 2.081]","(0.219, 1.898]","(22499.006, 23524.053]","(13.806, 15.67]",17485.0,5029.0
"(38.353, 39.92]","(20333.54, 21495.298]","(27.351, 28.794]","(21.69, 23.494]","(10112.759, 11038.402]","(0.847, 2.081]","(4.359, 6.303]","(23524.053, 25022.682]","(9.597, 10.77]",3591.0,631.0
"(24.014, 25.674]","(16071.688, 17198.684]","(15.535, 17.426]","(0.139, 1.728]","(22466.49, 23691.488]","(25.25, 25.931]","(18.602, 19.94]","(15159.435, 15851.919]","(11.832, 13.806]",240.0,76.0
"(6.876, 9.756]","(23975.204, 25308.238]","(27.351, 28.794]","(26.706, 29.325]","(23691.488, 24705.013]","(24.328, 25.25]","(4.359, 6.303]","(12651.296, 13873.478]","(1.68, 2.898]",16857.0,3469.0
"(36.458, 38.353]","(28943.995, 29975.86]","(8.168, 9.531]","(19.56, 21.69]","(11038.402, 11772.474]","(7.035, 9.34]","(21.996, 24.384]","(18066.412, 19186.778]","(4.921, 6.5]",5516.0,938.0
"(9.756, 11.512]","(27498.474, 28245.716]","(10.922, 12.32]","(26.706, 29.325]","(13002.937, 14434.652]","(15.135, 16.921]","(26.258, 29.128]","(19989.86, 21047.544]","(13.806, 15.67]",10164.0,1760.0
"(30.487, 32.782]","(27498.474, 28245.716]","(24.714, 25.448]","(23.494, 24.99]","(16253.196, 17749.48]","(9.34, 10.72]","(18.602, 19.94]","(26517.227, 27436.739]","(20.842, 22.373]",19672.0,3733.0
"(34.389, 36.458]","(13119.594, 14386.418]","(1.64, 2.819]","(9.37, 11.317]","(11772.474, 13002.937]","(0.847, 2.081]","(15.385, 16.724]","(26517.227, 27436.739]","(1.68, 2.898]",8086.0,1314.0
"(28.596, 30.487]","(15386.752, 16071.688]","(7.036, 8.168]","(21.69, 23.494]","(13002.937, 14434.652]","(3.568, 4.822]","(0.219, 1.898]","(18066.412, 19186.778]","(9.597, 10.77]",7183.0,1484.0
"(34.389, 36.458]","(17198.684, 18069.604]","(17.426, 18.838]","(1.728, 3.724]","(11038.402, 11772.474]","(19.152, 21.309]","(34.864, 36.24]","(23524.053, 25022.682]","(20.842, 22.373]",467.0,93.0
"(38.353, 39.92]","(16071.688, 17198.684]","(24.714, 25.448]","(0.139, 1.728]","(26872.869, 28027.804]","(28.873, 29.99]","(16.724, 18.602]","(18066.412, 19186.778]","(6.5, 8.05]",15.0,9.0
"(11.512, 13.292]","(11034.201, 11974.945]","(28.794, 29.98]","(6.211, 7.396]","(20981.91, 21509.223]","(27.817, 28.873]","(26.258, 29.128]","(22499.006, 23524.053]","(1.68, 2.898]",0.0,0.0
"(6.876, 9.756]","(17198.684, 18069.604]","(15.535, 17.426]","(11.317, 14.842]","(23691.488, 24705.013]","(25.25, 25.931]","(34.864, 36.24]","(10495.754, 11185.643]","(15.67, 16.83]",0.0,0.0
"(32.782, 34.389]","(11034.201, 11974.945]","(20.4, 22.113]","(23.494, 24.99]","(26059.108, 26872.869]","(24.328, 25.25]","(24.384, 26.258]","(15159.435, 15851.919]","(4.921, 6.5]",22382.0,5260.0
"(18.142, 20.44]","(11034.201, 11974.945]","(24.714, 25.448]","(38.038, 39.82]","(14434.652, 15210.697]","(24.328, 25.25]","(0.219, 1.898]","(28475.28, 29884.81]","(22.373, 24.282]",7277.0,1610.0
"(24.014, 25.674]","(22544.526, 23183.966]","(0.259, 1.64]","(32.55, 33.545]","(28704.074, 29905.06]","(0.847, 2.081]","(15.385, 16.724]","(21919.814, 22499.006]","(1.68, 2.898]",25877.0,6050.0
"(11.512, 13.292]","(28943.995, 29975.86]","(25.448, 27.351]","(36.393, 38.038]","(22466.49, 23691.488]","(16.921, 19.152]","(29.128, 32.323]","(26517.227, 27436.739]","(8.05, 9.597]",20210.0,3659.0
"(25.674, 28.596]","(16071.688, 17198.684]","(27.351, 28.794]","(29.325, 30.945]","(23691.488, 24705.013]","(3.568, 4.822]","(21.996, 24.384]","(10495.754, 11185.643]","(6.5, 8.05]",18059.0,4608.0
"(32.782, 34.389]","(10042.609, 11034.201]","(15.535, 17.426]","(21.69, 23.494]","(28704.074, 29905.06]","(25.931, 27.817]","(15.385, 16.724]","(23524.053, 25022.682]","(16.83, 18.14]",26072.0,5863.0
"(0.169, 2.327]","(22544.526, 23183.966]","(0.259, 1.64]","(17.672, 19.56]","(19080.122, 19972.327]","(24.328, 25.25]","(29.128, 32.323]","(26000.772, 26517.227]","(0.039, 1.68]",15624.0,2668.0
"(25.674, 28.596]","(26307.966, 27498.474]","(18.838, 20.4]","(23.494, 24.99]","(11772.474, 13002.937]","(10.72, 11.406]","(26.258, 29.128]","(28475.28, 29884.81]","(20.842, 22.373]",8850.0,1440.0
"(13.292, 15.263]","(22544.526, 23183.966]","(10.922, 12.32]","(29.325, 30.945]","(14434.652, 15210.697]","(24.328, 25.25]","(21.996, 24.384]","(15851.919, 16991.383]","(29.083, 29.97]",11644.0,2178.0
"(15.263, 16.26]","(25308.238, 26307.966]","(13.619, 15.535]","(3.724, 6.211]","(25267.247, 26059.108]","(12.588, 15.135]","(29.128, 32.323]","(21047.544, 21919.814]","(24.282, 25.735]",5149.0,1252.0
"(32.782, 34.389]","(22544.526, 23183.966]","(9.531, 10.922]","(0.139, 1.728]","(21509.223, 22466.49]","(12.588, 15.135]","(36.24, 38.258]","(22499.006, 23524.053]","(15.67, 16.83]",4875.0,1072.0
"(4.058, 6.876]","(22544.526, 23183.966]","(2.819, 5.068]","(21.69, 23.494]","(25267.247, 26059.108]","(19.152, 21.309]","(1.898, 4.359]","(15851.919, 16991.383]","(16.83, 18.14]",12649.0,3138.0
