binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(2.82, 5.47]","(23331.443, 24660.327]","(8.185, 10.167]","(31.884, 34.529]","(16710.193, 18029.68]","(14.011, 16.009]","(16.072, 18.714]","(25914.672, 27238.051]","(16.003, 17.998]",13647.0,2276.0
"(24.02, 26.67]","(27318.093, 28646.977]","(24.036, 26.017]","(8.076, 10.721]","(10092.968, 11432.247]","(27.993, 29.99]","(34.566, 37.208]","(23267.913, 24591.293]","(8.021, 10.017]",159.0,40.0
"(8.12, 10.77]","(27318.093, 28646.977]","(26.017, 27.999]","(0.1, 2.785]","(10092.968, 11432.247]","(10.017, 12.014]","(37.208, 39.85]","(19297.775, 20621.155]","(17.998, 19.993]",119.0,20.0
"(21.37, 24.02]","(20673.677, 22002.56]","(12.148, 14.129]","(31.884, 34.529]","(19349.167, 20668.653]","(2.027, 4.025]","(31.924, 34.566]","(11357.499, 12680.879]","(27.975, 29.97]",17148.0,3944.0
"(26.67, 29.32]","(16687.027, 18015.91]","(24.036, 26.017]","(5.431, 8.076]","(18029.68, 19349.167]","(16.009, 18.006]","(37.208, 39.85]","(28561.431, 29884.81]","(27.975, 29.97]",4420.0,906.0
"(37.27, 39.92]","(27318.093, 28646.977]","(24.036, 26.017]","(18.657, 21.303]","(25946.6, 27266.087]","(4e-05, 2.027]","(37.208, 39.85]","(25914.672, 27238.051]","(6.026, 8.021]",26240.0,5855.0
"(10.77, 13.42]","(14029.26, 15358.143]","(2.241, 4.223]","(31.884, 34.529]","(16710.193, 18029.68]","(2.027, 4.025]","(31.924, 34.566]","(17974.396, 19297.775]","(10.017, 12.012]",17013.0,3322.0
"(18.72, 21.37]","(10022.677, 11371.493]","(27.999, 29.98]","(2.785, 5.431]","(10092.968, 11432.247]","(20.003, 22.001]","(8.146, 10.788]","(24591.293, 25914.672]","(0.0101, 2.035]",328.0,68.0
"(37.27, 39.92]","(28646.977, 29975.86]","(4.223, 6.204]","(34.529, 37.175]","(20668.653, 21988.14]","(4e-05, 2.027]","(23.998, 26.64]","(24591.293, 25914.672]","(17.998, 19.993]",23892.0,5008.0
"(5.47, 8.12]","(12700.377, 14029.26]","(26.017, 27.999]","(0.1, 2.785]","(12751.733, 14071.22]","(23.998, 25.995]","(23.998, 26.64]","(20621.155, 21944.534]","(6.026, 8.021]",48.0,9.0
"(37.27, 39.92]","(15358.143, 16687.027]","(16.111, 18.092]","(2.785, 5.431]","(21988.14, 23307.627]","(10.017, 12.014]","(31.924, 34.566]","(21944.534, 23267.913]","(0.0101, 2.035]",7182.0,1888.0
"(16.07, 18.72]","(23331.443, 24660.327]","(16.111, 18.092]","(31.884, 34.529]","(19349.167, 20668.653]","(12.014, 14.011]","(37.208, 39.85]","(17974.396, 19297.775]","(27.975, 29.97]",20879.0,4395.0
"(29.32, 31.97]","(28646.977, 29975.86]","(12.148, 14.129]","(31.884, 34.529]","(21988.14, 23307.627]","(8.019, 10.017]","(8.146, 10.788]","(10014.269, 11357.499]","(0.0101, 2.035]",17838.0,4427.0
"(13.42, 16.07]","(15358.143, 16687.027]","(10.167, 12.148]","(18.657, 21.303]","(18029.68, 19349.167]","(18.006, 20.003]","(29.282, 31.924]","(25914.672, 27238.051]","(4.031, 6.026]",21256.0,4168.0
"(16.07, 18.72]","(23331.443, 24660.327]","(16.111, 18.092]","(0.1, 2.785]","(19349.167, 20668.653]","(20.003, 22.001]","(0.18, 2.862]","(10014.269, 11357.499]","(17.998, 19.993]",220.0,127.0
"(2.82, 5.47]","(16687.027, 18015.91]","(24.036, 26.017]","(0.1, 2.785]","(21988.14, 23307.627]","(14.011, 16.009]","(0.18, 2.862]","(28561.431, 29884.81]","(0.0101, 2.035]",274.0,48.0
"(18.72, 21.37]","(22002.56, 23331.443]","(14.129, 16.111]","(31.884, 34.529]","(10092.968, 11432.247]","(4e-05, 2.027]","(34.566, 37.208]","(10014.269, 11357.499]","(16.003, 17.998]",3188.0,644.0
"(21.37, 24.02]","(14029.26, 15358.143]","(8.185, 10.167]","(8.076, 10.721]","(19349.167, 20668.653]","(4e-05, 2.027]","(13.43, 16.072]","(10014.269, 11357.499]","(2.035, 4.031]",15842.0,3739.0
"(26.67, 29.32]","(16687.027, 18015.91]","(12.148, 14.129]","(0.1, 2.785]","(16710.193, 18029.68]","(8.019, 10.017]","(37.208, 39.85]","(12680.879, 14004.258]","(19.993, 21.989]",5127.0,1354.0
"(24.02, 26.67]","(27318.093, 28646.977]","(20.073, 22.055]","(0.1, 2.785]","(19349.167, 20668.653]","(23.998, 25.995]","(13.43, 16.072]","(12680.879, 14004.258]","(14.007, 16.003]",163.0,66.0
"(29.32, 31.97]","(14029.26, 15358.143]","(12.148, 14.129]","(0.1, 2.785]","(20668.653, 21988.14]","(10.017, 12.014]","(31.924, 34.566]","(17974.396, 19297.775]","(10.017, 12.012]",5915.0,1472.0
"(37.27, 39.92]","(11371.493, 12700.377]","(26.017, 27.999]","(21.303, 23.948]","(11432.247, 12751.733]","(4.025, 6.022]","(0.18, 2.862]","(24591.293, 25914.672]","(8.021, 10.017]",5527.0,1032.0
