binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(16.26, 24.014]","(26307.966, 29975.86]","(7.036, 12.32]","(17.672, 24.99]","(26059.108, 29905.06]","(19.152, 25.25]","(0.219, 8.736]","(18066.412, 21919.814]","(11.832, 18.14]",24961.0,5833.0
"(0.169, 9.756]","(18069.604, 22544.526]","(0.259, 7.036]","(7.396, 17.672]","(26059.108, 29905.06]","(4.822, 11.406]","(8.736, 16.724]","(18066.412, 21919.814]","(11.832, 18.14]",20010.0,3753.0
"(16.26, 24.014]","(14386.418, 18069.604]","(0.259, 7.036]","(24.99, 32.55]","(10112.759, 14434.652]","(4.822, 11.406]","(16.724, 24.384]","(21919.814, 26000.772]","(6.5, 11.832]",9031.0,1527.0
"(24.014, 32.782]","(18069.604, 22544.526]","(24.714, 29.98]","(0.139, 7.396]","(14434.652, 19080.122]","(0.028999999999999998, 4.822]","(0.219, 8.736]","(10034.119, 13873.478]","(0.039, 6.5]",15581.0,3451.0
"(16.26, 24.014]","(26307.966, 29975.86]","(12.32, 18.838]","(17.672, 24.99]","(19080.122, 22466.49]","(19.152, 25.25]","(16.724, 24.384]","(21919.814, 26000.772]","(18.14, 24.282]",22666.0,4739.0
"(16.26, 24.014]","(22544.526, 26307.966]","(24.714, 29.98]","(24.99, 32.55]","(26059.108, 29905.06]","(11.406, 19.152]","(24.384, 33.278]","(21919.814, 26000.772]","(18.14, 24.282]",26355.0,6021.0
"(0.169, 9.756]","(10042.609, 14386.418]","(24.714, 29.98]","(24.99, 32.55]","(22466.49, 26059.108]","(4.822, 11.406]","(0.219, 8.736]","(26000.772, 29884.81]","(18.14, 24.282]",13453.0,3044.0
"(24.014, 32.782]","(14386.418, 18069.604]","(0.259, 7.036]","(7.396, 17.672]","(22466.49, 26059.108]","(19.152, 25.25]","(8.736, 16.724]","(26000.772, 29884.81]","(0.039, 6.5]",1180.0,283.0
"(24.014, 32.782]","(22544.526, 26307.966]","(18.838, 24.714]","(7.396, 17.672]","(22466.49, 26059.108]","(11.406, 19.152]","(33.278, 39.85]","(18066.412, 21919.814]","(24.282, 29.97]",24874.0,5581.0
"(9.756, 16.26]","(10042.609, 14386.418]","(7.036, 12.32]","(17.672, 24.99]","(26059.108, 29905.06]","(19.152, 25.25]","(16.724, 24.384]","(26000.772, 29884.81]","(6.5, 11.832]",26644.0,5896.0
"(16.26, 24.014]","(10042.609, 14386.418]","(7.036, 12.32]","(32.55, 39.82]","(19080.122, 22466.49]","(4.822, 11.406]","(0.219, 8.736]","(21919.814, 26000.772]","(24.282, 29.97]",13481.0,3505.0
"(16.26, 24.014]","(18069.604, 22544.526]","(0.259, 7.036]","(32.55, 39.82]","(26059.108, 29905.06]","(25.25, 29.99]","(33.278, 39.85]","(18066.412, 21919.814]","(0.039, 6.5]",25354.0,5965.0
"(16.26, 24.014]","(10042.609, 14386.418]","(12.32, 18.838]","(7.396, 17.672]","(26059.108, 29905.06]","(19.152, 25.25]","(33.278, 39.85]","(10034.119, 13873.478]","(6.5, 11.832]",17132.0,4024.0
"(32.782, 39.92]","(26307.966, 29975.86]","(7.036, 12.32]","(24.99, 32.55]","(14434.652, 19080.122]","(4.822, 11.406]","(8.736, 16.724]","(26000.772, 29884.81]","(18.14, 24.282]",13288.0,2885.0
"(0.169, 9.756]","(18069.604, 22544.526]","(0.259, 7.036]","(7.396, 17.672]","(10112.759, 14434.652]","(25.25, 29.99]","(8.736, 16.724]","(26000.772, 29884.81]","(24.282, 29.97]",0.0,14.0
"(9.756, 16.26]","(14386.418, 18069.604]","(18.838, 24.714]","(24.99, 32.55]","(10112.759, 14434.652]","(25.25, 29.99]","(8.736, 16.724]","(26000.772, 29884.81]","(0.039, 6.5]",12920.0,2207.0
"(32.782, 39.92]","(14386.418, 18069.604]","(12.32, 18.838]","(32.55, 39.82]","(14434.652, 19080.122]","(4.822, 11.406]","(0.219, 8.736]","(10034.119, 13873.478]","(24.282, 29.97]",6956.0,1770.0
"(0.169, 9.756]","(26307.966, 29975.86]","(18.838, 24.714]","(7.396, 17.672]","(22466.49, 26059.108]","(0.028999999999999998, 4.822]","(24.384, 33.278]","(26000.772, 29884.81]","(11.832, 18.14]",21616.0,4027.0
"(0.169, 9.756]","(26307.966, 29975.86]","(12.32, 18.838]","(0.139, 7.396]","(10112.759, 14434.652]","(11.406, 19.152]","(8.736, 16.724]","(10034.119, 13873.478]","(11.832, 18.14]",84.0,20.0
"(9.756, 16.26]","(10042.609, 14386.418]","(18.838, 24.714]","(0.139, 7.396]","(10112.759, 14434.652]","(25.25, 29.99]","(16.724, 24.384]","(13873.478, 18066.412]","(6.5, 11.832]",34.0,15.0
"(9.756, 16.26]","(18069.604, 22544.526]","(18.838, 24.714]","(24.99, 32.55]","(19080.122, 22466.49]","(25.25, 29.99]","(33.278, 39.85]","(18066.412, 21919.814]","(6.5, 11.832]",20764.0,4201.0
"(16.26, 24.014]","(22544.526, 26307.966]","(18.838, 24.714]","(24.99, 32.55]","(14434.652, 19080.122]","(0.028999999999999998, 4.822]","(24.384, 33.278]","(13873.478, 18066.412]","(11.832, 18.14]",13403.0,2599.0
"(32.782, 39.92]","(18069.604, 22544.526]","(12.32, 18.838]","(0.139, 7.396]","(14434.652, 19080.122]","(4.822, 11.406]","(8.736, 16.724]","(21919.814, 26000.772]","(6.5, 11.832]",6208.0,1437.0
"(24.014, 32.782]","(10042.609, 14386.418]","(0.259, 7.036]","(17.672, 24.99]","(22466.49, 26059.108]","(0.028999999999999998, 4.822]","(16.724, 24.384]","(18066.412, 21919.814]","(24.282, 29.97]",24006.0,5327.0
"(32.782, 39.92]","(22544.526, 26307.966]","(7.036, 12.32]","(17.672, 24.99]","(19080.122, 22466.49]","(19.152, 25.25]","(24.384, 33.278]","(13873.478, 18066.412]","(0.039, 6.5]",19354.0,4068.0
"(9.756, 16.26]","(14386.418, 18069.604]","(18.838, 24.714]","(17.672, 24.99]","(19080.122, 22466.49]","(11.406, 19.152]","(16.724, 24.384]","(18066.412, 21919.814]","(6.5, 11.832]",16263.0,2978.0
"(9.756, 16.26]","(26307.966, 29975.86]","(24.714, 29.98]","(7.396, 17.672]","(26059.108, 29905.06]","(25.25, 29.99]","(0.219, 8.736]","(26000.772, 29884.81]","(24.282, 29.97]",0.0,0.0
"(32.782, 39.92]","(10042.609, 14386.418]","(24.714, 29.98]","(17.672, 24.99]","(22466.49, 26059.108]","(19.152, 25.25]","(0.219, 8.736]","(10034.119, 13873.478]","(11.832, 18.14]",14593.0,4206.0
"(24.014, 32.782]","(22544.526, 26307.966]","(12.32, 18.838]","(0.139, 7.396]","(26059.108, 29905.06]","(0.028999999999999998, 4.822]","(24.384, 33.278]","(21919.814, 26000.772]","(24.282, 29.97]",25898.0,5840.0
"(9.756, 16.26]","(14386.418, 18069.604]","(18.838, 24.714]","(7.396, 17.672]","(14434.652, 19080.122]","(11.406, 19.152]","(0.219, 8.736]","(26000.772, 29884.81]","(6.5, 11.832]",11376.0,2760.0
"(32.782, 39.92]","(14386.418, 18069.604]","(12.32, 18.838]","(0.139, 7.396]","(22466.49, 26059.108]","(0.028999999999999998, 4.822]","(24.384, 33.278]","(26000.772, 29884.81]","(0.039, 6.5]",26297.0,5749.0
"(9.756, 16.26]","(14386.418, 18069.604]","(24.714, 29.98]","(32.55, 39.82]","(10112.759, 14434.652]","(4.822, 11.406]","(16.724, 24.384]","(13873.478, 18066.412]","(18.14, 24.282]",9756.0,1749.0
"(9.756, 16.26]","(10042.609, 14386.418]","(7.036, 12.32]","(17.672, 24.99]","(19080.122, 22466.49]","(4.822, 11.406]","(8.736, 16.724]","(21919.814, 26000.772]","(6.5, 11.832]",23785.0,4914.0
"(9.756, 16.26]","(14386.418, 18069.604]","(12.32, 18.838]","(7.396, 17.672]","(14434.652, 19080.122]","(11.406, 19.152]","(24.384, 33.278]","(13873.478, 18066.412]","(11.832, 18.14]",11529.0,2092.0
"(32.782, 39.92]","(22544.526, 26307.966]","(0.259, 7.036]","(24.99, 32.55]","(10112.759, 14434.652]","(4.822, 11.406]","(16.724, 24.384]","(18066.412, 21919.814]","(6.5, 11.832]",8334.0,1460.0
"(0.169, 9.756]","(10042.609, 14386.418]","(7.036, 12.32]","(7.396, 17.672]","(14434.652, 19080.122]","(25.25, 29.99]","(33.278, 39.85]","(18066.412, 21919.814]","(24.282, 29.97]",14247.0,2600.0
"(0.169, 9.756]","(18069.604, 22544.526]","(7.036, 12.32]","(17.672, 24.99]","(22466.49, 26059.108]","(19.152, 25.25]","(16.724, 24.384]","(21919.814, 26000.772]","(6.5, 11.832]",21334.0,4033.0
"(9.756, 16.26]","(26307.966, 29975.86]","(12.32, 18.838]","(32.55, 39.82]","(26059.108, 29905.06]","(0.028999999999999998, 4.822]","(8.736, 16.724]","(13873.478, 18066.412]","(24.282, 29.97]",24529.0,5847.0
"(0.169, 9.756]","(22544.526, 26307.966]","(24.714, 29.98]","(32.55, 39.82]","(14434.652, 19080.122]","(0.028999999999999998, 4.822]","(16.724, 24.384]","(21919.814, 26000.772]","(24.282, 29.97]",12402.0,2058.0
"(24.014, 32.782]","(10042.609, 14386.418]","(7.036, 12.32]","(24.99, 32.55]","(19080.122, 22466.49]","(11.406, 19.152]","(0.219, 8.736]","(21919.814, 26000.772]","(11.832, 18.14]",18358.0,4143.0
"(9.756, 16.26]","(10042.609, 14386.418]","(18.838, 24.714]","(24.99, 32.55]","(10112.759, 14434.652]","(25.25, 29.99]","(24.384, 33.278]","(10034.119, 13873.478]","(18.14, 24.282]",3172.0,615.0
"(24.014, 32.782]","(18069.604, 22544.526]","(12.32, 18.838]","(17.672, 24.99]","(19080.122, 22466.49]","(11.406, 19.152]","(0.219, 8.736]","(21919.814, 26000.772]","(18.14, 24.282]",13705.0,3606.0
"(24.014, 32.782]","(14386.418, 18069.604]","(12.32, 18.838]","(7.396, 17.672]","(10112.759, 14434.652]","(25.25, 29.99]","(0.219, 8.736]","(21919.814, 26000.772]","(0.039, 6.5]",4698.0,769.0
"(24.014, 32.782]","(26307.966, 29975.86]","(18.838, 24.714]","(0.139, 7.396]","(26059.108, 29905.06]","(0.028999999999999998, 4.822]","(24.384, 33.278]","(26000.772, 29884.81]","(18.14, 24.282]",14276.0,3949.0
"(9.756, 16.26]","(22544.526, 26307.966]","(24.714, 29.98]","(24.99, 32.55]","(22466.49, 26059.108]","(4.822, 11.406]","(24.384, 33.278]","(10034.119, 13873.478]","(18.14, 24.282]",16023.0,3228.0
"(24.014, 32.782]","(18069.604, 22544.526]","(18.838, 24.714]","(32.55, 39.82]","(26059.108, 29905.06]","(0.028999999999999998, 4.822]","(24.384, 33.278]","(13873.478, 18066.412]","(18.14, 24.282]",23802.0,5669.0
"(9.756, 16.26]","(14386.418, 18069.604]","(7.036, 12.32]","(24.99, 32.55]","(26059.108, 29905.06]","(4.822, 11.406]","(0.219, 8.736]","(10034.119, 13873.478]","(18.14, 24.282]",15019.0,4743.0
"(24.014, 32.782]","(10042.609, 14386.418]","(24.714, 29.98]","(17.672, 24.99]","(22466.49, 26059.108]","(4.822, 11.406]","(0.219, 8.736]","(13873.478, 18066.412]","(11.832, 18.14]",20450.0,4764.0
"(9.756, 16.26]","(10042.609, 14386.418]","(7.036, 12.32]","(0.139, 7.396]","(14434.652, 19080.122]","(4.822, 11.406]","(24.384, 33.278]","(26000.772, 29884.81]","(18.14, 24.282]",7933.0,1536.0
"(9.756, 16.26]","(18069.604, 22544.526]","(24.714, 29.98]","(7.396, 17.672]","(26059.108, 29905.06]","(25.25, 29.99]","(8.736, 16.724]","(18066.412, 21919.814]","(24.282, 29.97]",0.0,0.0
"(32.782, 39.92]","(14386.418, 18069.604]","(7.036, 12.32]","(32.55, 39.82]","(14434.652, 19080.122]","(25.25, 29.99]","(24.384, 33.278]","(13873.478, 18066.412]","(18.14, 24.282]",15915.0,3079.0
"(0.169, 9.756]","(18069.604, 22544.526]","(7.036, 12.32]","(24.99, 32.55]","(22466.49, 26059.108]","(0.028999999999999998, 4.822]","(33.278, 39.85]","(18066.412, 21919.814]","(18.14, 24.282]",21106.0,4064.0
"(0.169, 9.756]","(22544.526, 26307.966]","(7.036, 12.32]","(17.672, 24.99]","(14434.652, 19080.122]","(25.25, 29.99]","(0.219, 8.736]","(10034.119, 13873.478]","(24.282, 29.97]",10366.0,2848.0
"(16.26, 24.014]","(22544.526, 26307.966]","(18.838, 24.714]","(24.99, 32.55]","(26059.108, 29905.06]","(25.25, 29.99]","(8.736, 16.724]","(10034.119, 13873.478]","(18.14, 24.282]",20226.0,5200.0
"(32.782, 39.92]","(26307.966, 29975.86]","(0.259, 7.036]","(0.139, 7.396]","(26059.108, 29905.06]","(19.152, 25.25]","(33.278, 39.85]","(10034.119, 13873.478]","(24.282, 29.97]",259.0,92.0
"(24.014, 32.782]","(18069.604, 22544.526]","(18.838, 24.714]","(7.396, 17.672]","(26059.108, 29905.06]","(25.25, 29.99]","(0.219, 8.736]","(10034.119, 13873.478]","(0.039, 6.5]",183.0,126.0
"(24.014, 32.782]","(18069.604, 22544.526]","(7.036, 12.32]","(24.99, 32.55]","(22466.49, 26059.108]","(4.822, 11.406]","(24.384, 33.278]","(10034.119, 13873.478]","(0.039, 6.5]",19663.0,4907.0
"(32.782, 39.92]","(22544.526, 26307.966]","(24.714, 29.98]","(0.139, 7.396]","(26059.108, 29905.06]","(4.822, 11.406]","(8.736, 16.724]","(26000.772, 29884.81]","(6.5, 11.832]",4870.0,1966.0
"(24.014, 32.782]","(26307.966, 29975.86]","(7.036, 12.32]","(32.55, 39.82]","(14434.652, 19080.122]","(25.25, 29.99]","(33.278, 39.85]","(26000.772, 29884.81]","(6.5, 11.832]",13460.0,2321.0
"(0.169, 9.756]","(22544.526, 26307.966]","(0.259, 7.036]","(32.55, 39.82]","(14434.652, 19080.122]","(0.028999999999999998, 4.822]","(33.278, 39.85]","(18066.412, 21919.814]","(18.14, 24.282]",8702.0,1422.0
"(32.782, 39.92]","(10042.609, 14386.418]","(0.259, 7.036]","(7.396, 17.672]","(22466.49, 26059.108]","(0.028999999999999998, 4.822]","(8.736, 16.724]","(26000.772, 29884.81]","(24.282, 29.97]",25448.0,5416.0
"(16.26, 24.014]","(10042.609, 14386.418]","(7.036, 12.32]","(24.99, 32.55]","(10112.759, 14434.652]","(19.152, 25.25]","(33.278, 39.85]","(18066.412, 21919.814]","(18.14, 24.282]",4949.0,813.0
"(16.26, 24.014]","(22544.526, 26307.966]","(7.036, 12.32]","(17.672, 24.99]","(26059.108, 29905.06]","(4.822, 11.406]","(33.278, 39.85]","(21919.814, 26000.772]","(18.14, 24.282]",26591.0,6077.0
"(32.782, 39.92]","(22544.526, 26307.966]","(0.259, 7.036]","(24.99, 32.55]","(19080.122, 22466.49]","(0.028999999999999998, 4.822]","(8.736, 16.724]","(13873.478, 18066.412]","(6.5, 11.832]",20490.0,4700.0
"(16.26, 24.014]","(10042.609, 14386.418]","(18.838, 24.714]","(0.139, 7.396]","(10112.759, 14434.652]","(0.028999999999999998, 4.822]","(8.736, 16.724]","(18066.412, 21919.814]","(0.039, 6.5]",8821.0,1497.0
"(9.756, 16.26]","(18069.604, 22544.526]","(0.259, 7.036]","(7.396, 17.672]","(26059.108, 29905.06]","(11.406, 19.152]","(16.724, 24.384]","(10034.119, 13873.478]","(24.282, 29.97]",21492.0,5294.0
"(9.756, 16.26]","(14386.418, 18069.604]","(7.036, 12.32]","(17.672, 24.99]","(26059.108, 29905.06]","(19.152, 25.25]","(0.219, 8.736]","(21919.814, 26000.772]","(18.14, 24.282]",21487.0,5335.0
"(16.26, 24.014]","(14386.418, 18069.604]","(0.259, 7.036]","(7.396, 17.672]","(10112.759, 14434.652]","(19.152, 25.25]","(16.724, 24.384]","(26000.772, 29884.81]","(0.039, 6.5]",1675.0,407.0
"(24.014, 32.782]","(26307.966, 29975.86]","(12.32, 18.838]","(0.139, 7.396]","(10112.759, 14434.652]","(19.152, 25.25]","(0.219, 8.736]","(13873.478, 18066.412]","(0.039, 6.5]",334.0,147.0
"(9.756, 16.26]","(14386.418, 18069.604]","(12.32, 18.838]","(32.55, 39.82]","(26059.108, 29905.06]","(19.152, 25.25]","(8.736, 16.724]","(13873.478, 18066.412]","(6.5, 11.832]",23052.0,5634.0
"(0.169, 9.756]","(14386.418, 18069.604]","(7.036, 12.32]","(24.99, 32.55]","(26059.108, 29905.06]","(25.25, 29.99]","(8.736, 16.724]","(18066.412, 21919.814]","(6.5, 11.832]",21853.0,4377.0
"(32.782, 39.92]","(14386.418, 18069.604]","(24.714, 29.98]","(32.55, 39.82]","(10112.759, 14434.652]","(11.406, 19.152]","(16.724, 24.384]","(21919.814, 26000.772]","(11.832, 18.14]",5871.0,952.0
"(9.756, 16.26]","(10042.609, 14386.418]","(18.838, 24.714]","(32.55, 39.82]","(14434.652, 19080.122]","(19.152, 25.25]","(0.219, 8.736]","(10034.119, 13873.478]","(18.14, 24.282]",8008.0,2036.0
"(16.26, 24.014]","(10042.609, 14386.418]","(7.036, 12.32]","(7.396, 17.672]","(14434.652, 19080.122]","(11.406, 19.152]","(0.219, 8.736]","(13873.478, 18066.412]","(24.282, 29.97]",7307.0,1704.0
"(32.782, 39.92]","(14386.418, 18069.604]","(24.714, 29.98]","(24.99, 32.55]","(19080.122, 22466.49]","(4.822, 11.406]","(8.736, 16.724]","(13873.478, 18066.412]","(0.039, 6.5]",20814.0,4422.0
"(0.169, 9.756]","(14386.418, 18069.604]","(0.259, 7.036]","(7.396, 17.672]","(10112.759, 14434.652]","(19.152, 25.25]","(0.219, 8.736]","(21919.814, 26000.772]","(24.282, 29.97]",0.0,2.0
"(16.26, 24.014]","(26307.966, 29975.86]","(18.838, 24.714]","(24.99, 32.55]","(14434.652, 19080.122]","(19.152, 25.25]","(8.736, 16.724]","(13873.478, 18066.412]","(18.14, 24.282]",16782.0,3413.0
"(9.756, 16.26]","(10042.609, 14386.418]","(0.259, 7.036]","(17.672, 24.99]","(19080.122, 22466.49]","(19.152, 25.25]","(33.278, 39.85]","(18066.412, 21919.814]","(24.282, 29.97]",21976.0,4594.0
"(9.756, 16.26]","(18069.604, 22544.526]","(18.838, 24.714]","(0.139, 7.396]","(14434.652, 19080.122]","(19.152, 25.25]","(8.736, 16.724]","(13873.478, 18066.412]","(6.5, 11.832]",824.0,203.0
"(16.26, 24.014]","(18069.604, 22544.526]","(24.714, 29.98]","(24.99, 32.55]","(22466.49, 26059.108]","(11.406, 19.152]","(16.724, 24.384]","(21919.814, 26000.772]","(6.5, 11.832]",25681.0,5633.0
"(16.26, 24.014]","(10042.609, 14386.418]","(7.036, 12.32]","(0.139, 7.396]","(14434.652, 19080.122]","(4.822, 11.406]","(0.219, 8.736]","(26000.772, 29884.81]","(6.5, 11.832]",17535.0,3403.0
"(9.756, 16.26]","(18069.604, 22544.526]","(7.036, 12.32]","(24.99, 32.55]","(10112.759, 14434.652]","(11.406, 19.152]","(24.384, 33.278]","(21919.814, 26000.772]","(0.039, 6.5]",6119.0,993.0
"(16.26, 24.014]","(18069.604, 22544.526]","(18.838, 24.714]","(0.139, 7.396]","(26059.108, 29905.06]","(0.028999999999999998, 4.822]","(16.724, 24.384]","(13873.478, 18066.412]","(0.039, 6.5]",8601.0,3118.0
"(0.169, 9.756]","(10042.609, 14386.418]","(18.838, 24.714]","(0.139, 7.396]","(22466.49, 26059.108]","(4.822, 11.406]","(24.384, 33.278]","(13873.478, 18066.412]","(11.832, 18.14]",1744.0,280.0
"(24.014, 32.782]","(22544.526, 26307.966]","(18.838, 24.714]","(17.672, 24.99]","(14434.652, 19080.122]","(4.822, 11.406]","(33.278, 39.85]","(18066.412, 21919.814]","(6.5, 11.832]",19639.0,3913.0
"(0.169, 9.756]","(14386.418, 18069.604]","(18.838, 24.714]","(0.139, 7.396]","(22466.49, 26059.108]","(4.822, 11.406]","(0.219, 8.736]","(10034.119, 13873.478]","(11.832, 18.14]",577.0,140.0
"(32.782, 39.92]","(18069.604, 22544.526]","(12.32, 18.838]","(17.672, 24.99]","(26059.108, 29905.06]","(19.152, 25.25]","(24.384, 33.278]","(21919.814, 26000.772]","(6.5, 11.832]",25690.0,5891.0
"(0.169, 9.756]","(10042.609, 14386.418]","(0.259, 7.036]","(7.396, 17.672]","(14434.652, 19080.122]","(4.822, 11.406]","(24.384, 33.278]","(10034.119, 13873.478]","(6.5, 11.832]",14260.0,3049.0
