binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(16.26, 20.44]","(22544.526, 23975.204]","(22.113, 24.714]","(29.325, 32.55]","(16253.196, 19080.122]","(19.152, 22.843]","(36.24, 39.85]","(23524.053, 26000.772]","(20.842, 24.282]",18425.0,3456.0
"(13.292, 16.26]","(20333.54, 22544.526]","(9.531, 12.32]","(7.396, 11.317]","(14434.652, 16253.196]","(11.406, 15.135]","(29.128, 33.278]","(18066.412, 19989.86]","(9.597, 11.832]",12061.0,2158.0
"(20.44, 24.014]","(14386.418, 16071.688]","(2.819, 7.036]","(7.396, 11.317]","(14434.652, 16253.196]","(0.028999999999999998, 2.081]","(16.724, 19.94]","(26000.772, 27436.739]","(2.898, 6.5]",13516.0,2340.0
"(16.26, 20.44]","(14386.418, 16071.688]","(18.838, 22.113]","(3.724, 7.396]","(20981.91, 22466.49]","(9.34, 11.406]","(33.278, 36.24]","(19989.86, 21919.814]","(6.5, 9.597]",21195.0,4492.0
"(9.756, 13.292]","(18069.604, 20333.54]","(15.535, 18.838]","(7.396, 11.317]","(24705.013, 26059.108]","(9.34, 11.406]","(24.384, 29.128]","(13873.478, 15851.919]","(0.039, 2.898]",22760.0,5392.0
"(28.596, 32.782]","(18069.604, 20333.54]","(22.113, 24.714]","(7.396, 11.317]","(24705.013, 26059.108]","(27.817, 29.99]","(29.128, 33.278]","(18066.412, 19989.86]","(24.282, 27.209]",0.0,2.0
"(4.058, 9.756]","(23975.204, 26307.966]","(0.259, 2.819]","(24.99, 29.325]","(26059.108, 28027.804]","(15.135, 19.152]","(8.736, 12.936]","(23524.053, 26000.772]","(24.282, 27.209]",23297.0,5528.0
"(36.458, 39.92]","(23975.204, 26307.966]","(12.32, 15.535]","(11.317, 17.672]","(24705.013, 26059.108]","(0.028999999999999998, 2.081]","(16.724, 19.94]","(26000.772, 27436.739]","(18.14, 20.842]",26266.0,5859.0
"(0.169, 4.058]","(10042.609, 11974.945]","(12.32, 15.535]","(21.69, 24.99]","(14434.652, 16253.196]","(27.817, 29.99]","(12.936, 16.724]","(19989.86, 21919.814]","(6.5, 9.597]",8459.0,1395.0
"(20.44, 24.014]","(10042.609, 11974.945]","(0.259, 2.819]","(17.672, 21.69]","(22466.49, 24705.013]","(15.135, 19.152]","(0.219, 4.359]","(15851.919, 18066.412]","(24.282, 27.209]",14639.0,4205.0
"(13.292, 16.26]","(23975.204, 26307.966]","(15.535, 18.838]","(7.396, 11.317]","(10112.759, 11772.474]","(19.152, 22.843]","(29.128, 33.278]","(13873.478, 15851.919]","(15.67, 18.14]",861.0,205.0
"(0.169, 4.058]","(10042.609, 11974.945]","(9.531, 12.32]","(3.724, 7.396]","(26059.108, 28027.804]","(9.34, 11.406]","(16.724, 19.94]","(23524.053, 26000.772]","(18.14, 20.842]",2123.0,321.0
"(20.44, 24.014]","(10042.609, 11974.945]","(2.819, 7.036]","(11.317, 17.672]","(20981.91, 22466.49]","(22.843, 25.25]","(8.736, 12.936]","(26000.772, 27436.739]","(9.597, 11.832]",23500.0,4790.0
"(0.169, 4.058]","(11974.945, 14386.418]","(18.838, 22.113]","(29.325, 32.55]","(26059.108, 28027.804]","(27.817, 29.99]","(24.384, 29.128]","(11185.643, 13873.478]","(0.039, 2.898]",18359.0,3893.0
"(0.169, 4.058]","(23975.204, 26307.966]","(24.714, 27.351]","(0.139, 3.724]","(20981.91, 22466.49]","(9.34, 11.406]","(24.384, 29.128]","(27436.739, 29884.81]","(9.597, 11.832]",2176.0,322.0
"(0.169, 4.058]","(28245.716, 29975.86]","(22.113, 24.714]","(24.99, 29.325]","(19080.122, 20981.91]","(0.028999999999999998, 2.081]","(29.128, 33.278]","(21919.814, 23524.053]","(20.842, 24.282]",16356.0,2878.0
"(16.26, 20.44]","(11974.945, 14386.418]","(0.259, 2.819]","(3.724, 7.396]","(19080.122, 20981.91]","(25.25, 27.817]","(19.94, 24.384]","(15851.919, 18066.412]","(15.67, 18.14]",338.0,107.0
"(20.44, 24.014]","(22544.526, 23975.204]","(9.531, 12.32]","(36.393, 39.82]","(10112.759, 11772.474]","(4.822, 9.34]","(19.94, 24.384]","(19989.86, 21919.814]","(27.209, 29.97]",5631.0,934.0
"(28.596, 32.782]","(26307.966, 28245.716]","(9.531, 12.32]","(36.393, 39.82]","(19080.122, 20981.91]","(0.028999999999999998, 2.081]","(0.219, 4.359]","(13873.478, 15851.919]","(11.832, 15.67]",13216.0,3451.0
"(32.782, 36.458]","(23975.204, 26307.966]","(0.259, 2.819]","(3.724, 7.396]","(28027.804, 29905.06]","(2.081, 4.822]","(36.24, 39.85]","(13873.478, 15851.919]","(2.898, 6.5]",17301.0,4583.0
"(0.169, 4.058]","(18069.604, 20333.54]","(9.531, 12.32]","(3.724, 7.396]","(19080.122, 20981.91]","(11.406, 15.135]","(16.724, 19.94]","(19989.86, 21919.814]","(2.898, 6.5]",2050.0,323.0
"(4.058, 9.756]","(11974.945, 14386.418]","(7.036, 9.531]","(7.396, 11.317]","(20981.91, 22466.49]","(25.25, 27.817]","(12.936, 16.724]","(15851.919, 18066.412]","(15.67, 18.14]",9456.0,2562.0
"(32.782, 36.458]","(22544.526, 23975.204]","(22.113, 24.714]","(21.69, 24.99]","(26059.108, 28027.804]","(22.843, 25.25]","(4.359, 8.736]","(26000.772, 27436.739]","(24.282, 27.209]",18251.0,4964.0
"(32.782, 36.458]","(20333.54, 22544.526]","(27.351, 29.98]","(17.672, 21.69]","(19080.122, 20981.91]","(15.135, 19.152]","(12.936, 16.724]","(27436.739, 29884.81]","(24.282, 27.209]",22451.0,4470.0
"(0.169, 4.058]","(28245.716, 29975.86]","(22.113, 24.714]","(17.672, 21.69]","(11772.474, 14434.652]","(25.25, 27.817]","(8.736, 12.936]","(27436.739, 29884.81]","(11.832, 15.67]",2919.0,481.0
"(4.058, 9.756]","(28245.716, 29975.86]","(0.259, 2.819]","(11.317, 17.672]","(14434.652, 16253.196]","(15.135, 19.152]","(16.724, 19.94]","(19989.86, 21919.814]","(24.282, 27.209]",14470.0,2626.0
"(0.169, 4.058]","(11974.945, 14386.418]","(2.819, 7.036]","(32.55, 36.393]","(22466.49, 24705.013]","(19.152, 22.843]","(19.94, 24.384]","(21919.814, 23524.053]","(2.898, 6.5]",20242.0,3784.0
"(28.596, 32.782]","(28245.716, 29975.86]","(24.714, 27.351]","(24.99, 29.325]","(24705.013, 26059.108]","(2.081, 4.822]","(24.384, 29.128]","(18066.412, 19989.86]","(27.209, 29.97]",24084.0,5555.0
"(16.26, 20.44]","(18069.604, 20333.54]","(22.113, 24.714]","(0.139, 3.724]","(26059.108, 28027.804]","(2.081, 4.822]","(19.94, 24.384]","(13873.478, 15851.919]","(15.67, 18.14]",12481.0,3733.0
"(32.782, 36.458]","(20333.54, 22544.526]","(27.351, 29.98]","(11.317, 17.672]","(20981.91, 22466.49]","(9.34, 11.406]","(36.24, 39.85]","(19989.86, 21919.814]","(6.5, 9.597]",23271.0,5009.0
"(13.292, 16.26]","(14386.418, 16071.688]","(0.259, 2.819]","(24.99, 29.325]","(24705.013, 26059.108]","(15.135, 19.152]","(4.359, 8.736]","(26000.772, 27436.739]","(27.209, 29.97]",19806.0,4966.0
"(36.458, 39.92]","(18069.604, 20333.54]","(2.819, 7.036]","(36.393, 39.82]","(24705.013, 26059.108]","(19.152, 22.843]","(19.94, 24.384]","(11185.643, 13873.478]","(9.597, 11.832]",19308.0,4938.0
"(16.26, 20.44]","(28245.716, 29975.86]","(24.714, 27.351]","(11.317, 17.672]","(22466.49, 24705.013]","(27.817, 29.99]","(16.724, 19.94]","(15851.919, 18066.412]","(18.14, 20.842]",22275.0,5001.0
"(36.458, 39.92]","(23975.204, 26307.966]","(27.351, 29.98]","(32.55, 36.393]","(26059.108, 28027.804]","(25.25, 27.817]","(19.94, 24.384]","(21919.814, 23524.053]","(2.898, 6.5]",25588.0,5831.0
"(32.782, 36.458]","(14386.418, 16071.688]","(22.113, 24.714]","(7.396, 11.317]","(28027.804, 29905.06]","(27.817, 29.99]","(33.278, 36.24]","(13873.478, 15851.919]","(18.14, 20.842]",56.0,28.0
"(32.782, 36.458]","(18069.604, 20333.54]","(22.113, 24.714]","(17.672, 21.69]","(10112.759, 11772.474]","(4.822, 9.34]","(4.359, 8.736]","(27436.739, 29884.81]","(18.14, 20.842]",3302.0,669.0
"(0.169, 4.058]","(16071.688, 18069.604]","(24.714, 27.351]","(7.396, 11.317]","(20981.91, 22466.49]","(22.843, 25.25]","(36.24, 39.85]","(10034.119, 11185.643]","(27.209, 29.97]",292.0,63.0
"(0.169, 4.058]","(23975.204, 26307.966]","(9.531, 12.32]","(7.396, 11.317]","(20981.91, 22466.49]","(2.081, 4.822]","(16.724, 19.94]","(10034.119, 11185.643]","(24.282, 27.209]",11615.0,2329.0
"(28.596, 32.782]","(10042.609, 11974.945]","(27.351, 29.98]","(11.317, 17.672]","(28027.804, 29905.06]","(22.843, 25.25]","(29.128, 33.278]","(11185.643, 13873.478]","(15.67, 18.14]",20345.0,5200.0
"(24.014, 28.596]","(20333.54, 22544.526]","(2.819, 7.036]","(11.317, 17.672]","(24705.013, 26059.108]","(22.843, 25.25]","(0.219, 4.359]","(11185.643, 13873.478]","(20.842, 24.282]",14583.0,4404.0
"(20.44, 24.014]","(18069.604, 20333.54]","(24.714, 27.351]","(11.317, 17.672]","(14434.652, 16253.196]","(27.817, 29.99]","(19.94, 24.384]","(19989.86, 21919.814]","(0.039, 2.898]",857.0,291.0
"(32.782, 36.458]","(11974.945, 14386.418]","(15.535, 18.838]","(36.393, 39.82]","(22466.49, 24705.013]","(2.081, 4.822]","(33.278, 36.24]","(11185.643, 13873.478]","(20.842, 24.282]",18076.0,4412.0
"(20.44, 24.014]","(23975.204, 26307.966]","(12.32, 15.535]","(36.393, 39.82]","(26059.108, 28027.804]","(19.152, 22.843]","(29.128, 33.278]","(21919.814, 23524.053]","(9.597, 11.832]",25557.0,5789.0
"(28.596, 32.782]","(10042.609, 11974.945]","(9.531, 12.32]","(24.99, 29.325]","(16253.196, 19080.122]","(2.081, 4.822]","(8.736, 12.936]","(19989.86, 21919.814]","(11.832, 15.67]",17902.0,3425.0
"(28.596, 32.782]","(23975.204, 26307.966]","(12.32, 15.535]","(17.672, 21.69]","(22466.49, 24705.013]","(25.25, 27.817]","(24.384, 29.128]","(27436.739, 29884.81]","(0.039, 2.898]",25934.0,5541.0
"(13.292, 16.26]","(11974.945, 14386.418]","(27.351, 29.98]","(32.55, 36.393]","(10112.759, 11772.474]","(15.135, 19.152]","(19.94, 24.384]","(15851.919, 18066.412]","(24.282, 27.209]",4907.0,848.0
"(13.292, 16.26]","(23975.204, 26307.966]","(22.113, 24.714]","(24.99, 29.325]","(11772.474, 14434.652]","(11.406, 15.135]","(19.94, 24.384]","(26000.772, 27436.739]","(20.842, 24.282]",8548.0,1405.0
"(20.44, 24.014]","(23975.204, 26307.966]","(24.714, 27.351]","(7.396, 11.317]","(10112.759, 11772.474]","(9.34, 11.406]","(8.736, 12.936]","(26000.772, 27436.739]","(11.832, 15.67]",6848.0,1107.0
"(36.458, 39.92]","(23975.204, 26307.966]","(18.838, 22.113]","(24.99, 29.325]","(24705.013, 26059.108]","(11.406, 15.135]","(24.384, 29.128]","(27436.739, 29884.81]","(2.898, 6.5]",26263.0,5769.0
"(16.26, 20.44]","(14386.418, 16071.688]","(12.32, 15.535]","(11.317, 17.672]","(11772.474, 14434.652]","(15.135, 19.152]","(12.936, 16.724]","(23524.053, 26000.772]","(27.209, 29.97]",8602.0,1425.0
"(16.26, 20.44]","(23975.204, 26307.966]","(12.32, 15.535]","(29.325, 32.55]","(14434.652, 16253.196]","(0.028999999999999998, 2.081]","(8.736, 12.936]","(13873.478, 15851.919]","(11.832, 15.67]",11657.0,2231.0
"(13.292, 16.26]","(16071.688, 18069.604]","(7.036, 9.531]","(17.672, 21.69]","(24705.013, 26059.108]","(0.028999999999999998, 2.081]","(16.724, 19.94]","(21919.814, 23524.053]","(20.842, 24.282]",25443.0,5710.0
"(13.292, 16.26]","(28245.716, 29975.86]","(0.259, 2.819]","(32.55, 36.393]","(14434.652, 16253.196]","(19.152, 22.843]","(19.94, 24.384]","(21919.814, 23524.053]","(15.67, 18.14]",14728.0,2661.0
"(4.058, 9.756]","(11974.945, 14386.418]","(2.819, 7.036]","(21.69, 24.99]","(28027.804, 29905.06]","(22.843, 25.25]","(19.94, 24.384]","(10034.119, 11185.643]","(2.898, 6.5]",18814.0,5122.0
"(24.014, 28.596]","(26307.966, 28245.716]","(22.113, 24.714]","(32.55, 36.393]","(24705.013, 26059.108]","(11.406, 15.135]","(12.936, 16.724]","(10034.119, 11185.643]","(6.5, 9.597]",18088.0,4805.0
"(24.014, 28.596]","(20333.54, 22544.526]","(27.351, 29.98]","(17.672, 21.69]","(19080.122, 20981.91]","(27.817, 29.99]","(4.359, 8.736]","(27436.739, 29884.81]","(0.039, 2.898]",22624.0,4454.0
"(16.26, 20.44]","(14386.418, 16071.688]","(7.036, 9.531]","(3.724, 7.396]","(19080.122, 20981.91]","(0.028999999999999998, 2.081]","(16.724, 19.94]","(18066.412, 19989.86]","(24.282, 27.209]",20136.0,4155.0
"(32.782, 36.458]","(28245.716, 29975.86]","(7.036, 9.531]","(32.55, 36.393]","(24705.013, 26059.108]","(22.843, 25.25]","(8.736, 12.936]","(27436.739, 29884.81]","(0.039, 2.898]",26254.0,5777.0
"(32.782, 36.458]","(16071.688, 18069.604]","(12.32, 15.535]","(36.393, 39.82]","(14434.652, 16253.196]","(27.817, 29.99]","(16.724, 19.94]","(19989.86, 21919.814]","(27.209, 29.97]",12608.0,2242.0
"(32.782, 36.458]","(26307.966, 28245.716]","(12.32, 15.535]","(36.393, 39.82]","(20981.91, 22466.49]","(27.817, 29.99]","(36.24, 39.85]","(13873.478, 15851.919]","(18.14, 20.842]",21310.0,4848.0
"(36.458, 39.92]","(16071.688, 18069.604]","(7.036, 9.531]","(7.396, 11.317]","(28027.804, 29905.06]","(11.406, 15.135]","(36.24, 39.85]","(18066.412, 19989.86]","(2.898, 6.5]",20362.0,4348.0
"(13.292, 16.26]","(26307.966, 28245.716]","(22.113, 24.714]","(32.55, 36.393]","(26059.108, 28027.804]","(25.25, 27.817]","(36.24, 39.85]","(10034.119, 11185.643]","(9.597, 11.832]",18824.0,5144.0
"(9.756, 13.292]","(22544.526, 23975.204]","(22.113, 24.714]","(36.393, 39.82]","(24705.013, 26059.108]","(22.843, 25.25]","(12.936, 16.724]","(10034.119, 11185.643]","(9.597, 11.832]",15013.0,3350.0
"(32.782, 36.458]","(20333.54, 22544.526]","(27.351, 29.98]","(32.55, 36.393]","(26059.108, 28027.804]","(0.028999999999999998, 2.081]","(8.736, 12.936]","(19989.86, 21919.814]","(20.842, 24.282]",25137.0,5778.0
"(13.292, 16.26]","(23975.204, 26307.966]","(2.819, 7.036]","(29.325, 32.55]","(14434.652, 16253.196]","(11.406, 15.135]","(19.94, 24.384]","(15851.919, 18066.412]","(18.14, 20.842]",13517.0,2528.0
"(16.26, 20.44]","(20333.54, 22544.526]","(15.535, 18.838]","(36.393, 39.82]","(26059.108, 28027.804]","(15.135, 19.152]","(36.24, 39.85]","(10034.119, 11185.643]","(2.898, 6.5]",18945.0,5045.0
"(16.26, 20.44]","(20333.54, 22544.526]","(2.819, 7.036]","(36.393, 39.82]","(14434.652, 16253.196]","(2.081, 4.822]","(29.128, 33.278]","(21919.814, 23524.053]","(24.282, 27.209]",12658.0,2230.0
"(4.058, 9.756]","(14386.418, 16071.688]","(22.113, 24.714]","(21.69, 24.99]","(10112.759, 11772.474]","(4.822, 9.34]","(8.736, 12.936]","(26000.772, 27436.739]","(11.832, 15.67]",2727.0,437.0
"(20.44, 24.014]","(28245.716, 29975.86]","(27.351, 29.98]","(3.724, 7.396]","(16253.196, 19080.122]","(11.406, 15.135]","(0.219, 4.359]","(10034.119, 11185.643]","(27.209, 29.97]",1443.0,722.0
"(24.014, 28.596]","(28245.716, 29975.86]","(18.838, 22.113]","(24.99, 29.325]","(28027.804, 29905.06]","(22.843, 25.25]","(29.128, 33.278]","(26000.772, 27436.739]","(18.14, 20.842]",26699.0,6090.0
"(0.169, 4.058]","(26307.966, 28245.716]","(15.535, 18.838]","(21.69, 24.99]","(16253.196, 19080.122]","(11.406, 15.135]","(12.936, 16.724]","(26000.772, 27436.739]","(15.67, 18.14]",14556.0,2449.0
"(4.058, 9.756]","(20333.54, 22544.526]","(9.531, 12.32]","(21.69, 24.99]","(20981.91, 22466.49]","(15.135, 19.152]","(8.736, 12.936]","(19989.86, 21919.814]","(24.282, 27.209]",15911.0,3027.0
"(13.292, 16.26]","(22544.526, 23975.204]","(27.351, 29.98]","(17.672, 21.69]","(19080.122, 20981.91]","(27.817, 29.99]","(4.359, 8.736]","(11185.643, 13873.478]","(20.842, 24.282]",14522.0,3366.0
"(0.169, 4.058]","(26307.966, 28245.716]","(27.351, 29.98]","(17.672, 21.69]","(19080.122, 20981.91]","(2.081, 4.822]","(33.278, 36.24]","(21919.814, 23524.053]","(0.039, 2.898]",17696.0,3159.0
"(24.014, 28.596]","(18069.604, 20333.54]","(7.036, 9.531]","(24.99, 29.325]","(11772.474, 14434.652]","(0.028999999999999998, 2.081]","(24.384, 29.128]","(10034.119, 11185.643]","(6.5, 9.597]",4347.0,886.0
"(28.596, 32.782]","(26307.966, 28245.716]","(12.32, 15.535]","(3.724, 7.396]","(22466.49, 24705.013]","(4.822, 9.34]","(24.384, 29.128]","(21919.814, 23524.053]","(24.282, 27.209]",24183.0,5252.0
"(13.292, 16.26]","(20333.54, 22544.526]","(9.531, 12.32]","(11.317, 17.672]","(26059.108, 28027.804]","(15.135, 19.152]","(19.94, 24.384]","(27436.739, 29884.81]","(2.898, 6.5]",27015.0,6069.0
"(13.292, 16.26]","(18069.604, 20333.54]","(2.819, 7.036]","(17.672, 21.69]","(10112.759, 11772.474]","(19.152, 22.843]","(24.384, 29.128]","(10034.119, 11185.643]","(20.842, 24.282]",3021.0,611.0
"(28.596, 32.782]","(10042.609, 11974.945]","(22.113, 24.714]","(3.724, 7.396]","(28027.804, 29905.06]","(22.843, 25.25]","(24.384, 29.128]","(18066.412, 19989.86]","(24.282, 27.209]",482.0,130.0
"(13.292, 16.26]","(11974.945, 14386.418]","(9.531, 12.32]","(24.99, 29.325]","(16253.196, 19080.122]","(15.135, 19.152]","(19.94, 24.384]","(15851.919, 18066.412]","(18.14, 20.842]",18654.0,3839.0
"(9.756, 13.292]","(28245.716, 29975.86]","(27.351, 29.98]","(36.393, 39.82]","(24705.013, 26059.108]","(27.817, 29.99]","(36.24, 39.85]","(13873.478, 15851.919]","(24.282, 27.209]",17968.0,3632.0
"(28.596, 32.782]","(10042.609, 11974.945]","(15.535, 18.838]","(17.672, 21.69]","(10112.759, 11772.474]","(4.822, 9.34]","(4.359, 8.736]","(23524.053, 26000.772]","(15.67, 18.14]",2781.0,538.0
"(24.014, 28.596]","(10042.609, 11974.945]","(0.259, 2.819]","(36.393, 39.82]","(19080.122, 20981.91]","(22.843, 25.25]","(0.219, 4.359]","(23524.053, 26000.772]","(24.282, 27.209]",12834.0,3235.0
"(20.44, 24.014]","(22544.526, 23975.204]","(24.714, 27.351]","(36.393, 39.82]","(20981.91, 22466.49]","(2.081, 4.822]","(36.24, 39.85]","(13873.478, 15851.919]","(18.14, 20.842]",19936.0,4567.0
"(36.458, 39.92]","(22544.526, 23975.204]","(2.819, 7.036]","(24.99, 29.325]","(28027.804, 29905.06]","(27.817, 29.99]","(12.936, 16.724]","(11185.643, 13873.478]","(6.5, 9.597]",20350.0,5402.0
"(20.44, 24.014]","(11974.945, 14386.418]","(12.32, 15.535]","(21.69, 24.99]","(22466.49, 24705.013]","(2.081, 4.822]","(8.736, 12.936]","(21919.814, 23524.053]","(24.282, 27.209]",20881.0,4997.0
"(36.458, 39.92]","(14386.418, 16071.688]","(18.838, 22.113]","(3.724, 7.396]","(16253.196, 19080.122]","(25.25, 27.817]","(0.219, 4.359]","(18066.412, 19989.86]","(11.832, 15.67]",121.0,84.0
"(16.26, 20.44]","(18069.604, 20333.54]","(9.531, 12.32]","(36.393, 39.82]","(28027.804, 29905.06]","(0.028999999999999998, 2.081]","(0.219, 4.359]","(21919.814, 23524.053]","(11.832, 15.67]",17485.0,5029.0
"(36.458, 39.92]","(20333.54, 22544.526]","(27.351, 29.98]","(21.69, 24.99]","(10112.759, 11772.474]","(0.028999999999999998, 2.081]","(4.359, 8.736]","(23524.053, 26000.772]","(9.597, 11.832]",3591.0,631.0
"(24.014, 28.596]","(16071.688, 18069.604]","(15.535, 18.838]","(0.139, 3.724]","(22466.49, 24705.013]","(25.25, 27.817]","(16.724, 19.94]","(13873.478, 15851.919]","(11.832, 15.67]",240.0,76.0
"(4.058, 9.756]","(23975.204, 26307.966]","(27.351, 29.98]","(24.99, 29.325]","(22466.49, 24705.013]","(22.843, 25.25]","(4.359, 8.736]","(11185.643, 13873.478]","(0.039, 2.898]",16857.0,3469.0
"(36.458, 39.92]","(28245.716, 29975.86]","(7.036, 9.531]","(17.672, 21.69]","(10112.759, 11772.474]","(4.822, 9.34]","(19.94, 24.384]","(18066.412, 19989.86]","(2.898, 6.5]",5516.0,938.0
"(9.756, 13.292]","(26307.966, 28245.716]","(9.531, 12.32]","(24.99, 29.325]","(11772.474, 14434.652]","(15.135, 19.152]","(24.384, 29.128]","(19989.86, 21919.814]","(11.832, 15.67]",10164.0,1760.0
"(28.596, 32.782]","(26307.966, 28245.716]","(24.714, 27.351]","(21.69, 24.99]","(16253.196, 19080.122]","(9.34, 11.406]","(16.724, 19.94]","(26000.772, 27436.739]","(20.842, 24.282]",19672.0,3733.0
"(32.782, 36.458]","(11974.945, 14386.418]","(0.259, 2.819]","(7.396, 11.317]","(11772.474, 14434.652]","(0.028999999999999998, 2.081]","(12.936, 16.724]","(26000.772, 27436.739]","(0.039, 2.898]",8086.0,1314.0
"(28.596, 32.782]","(14386.418, 16071.688]","(7.036, 9.531]","(21.69, 24.99]","(11772.474, 14434.652]","(2.081, 4.822]","(0.219, 4.359]","(18066.412, 19989.86]","(9.597, 11.832]",7183.0,1484.0
"(32.782, 36.458]","(16071.688, 18069.604]","(15.535, 18.838]","(0.139, 3.724]","(10112.759, 11772.474]","(19.152, 22.843]","(33.278, 36.24]","(23524.053, 26000.772]","(20.842, 24.282]",467.0,93.0
"(36.458, 39.92]","(16071.688, 18069.604]","(24.714, 27.351]","(0.139, 3.724]","(26059.108, 28027.804]","(27.817, 29.99]","(16.724, 19.94]","(18066.412, 19989.86]","(6.5, 9.597]",15.0,9.0
"(9.756, 13.292]","(10042.609, 11974.945]","(27.351, 29.98]","(3.724, 7.396]","(20981.91, 22466.49]","(27.817, 29.99]","(24.384, 29.128]","(21919.814, 23524.053]","(0.039, 2.898]",0.0,0.0
"(4.058, 9.756]","(16071.688, 18069.604]","(15.535, 18.838]","(11.317, 17.672]","(22466.49, 24705.013]","(25.25, 27.817]","(33.278, 36.24]","(10034.119, 11185.643]","(15.67, 18.14]",0.0,0.0
"(32.782, 36.458]","(10042.609, 11974.945]","(18.838, 22.113]","(21.69, 24.99]","(26059.108, 28027.804]","(22.843, 25.25]","(24.384, 29.128]","(13873.478, 15851.919]","(2.898, 6.5]",22382.0,5260.0
"(16.26, 20.44]","(10042.609, 11974.945]","(24.714, 27.351]","(36.393, 39.82]","(14434.652, 16253.196]","(22.843, 25.25]","(0.219, 4.359]","(27436.739, 29884.81]","(20.842, 24.282]",7277.0,1610.0
"(24.014, 28.596]","(22544.526, 23975.204]","(0.259, 2.819]","(32.55, 36.393]","(28027.804, 29905.06]","(0.028999999999999998, 2.081]","(12.936, 16.724]","(21919.814, 23524.053]","(0.039, 2.898]",25877.0,6050.0
"(9.756, 13.292]","(28245.716, 29975.86]","(24.714, 27.351]","(36.393, 39.82]","(22466.49, 24705.013]","(15.135, 19.152]","(29.128, 33.278]","(26000.772, 27436.739]","(6.5, 9.597]",20210.0,3659.0
"(24.014, 28.596]","(16071.688, 18069.604]","(27.351, 29.98]","(29.325, 32.55]","(22466.49, 24705.013]","(2.081, 4.822]","(19.94, 24.384]","(10034.119, 11185.643]","(6.5, 9.597]",18059.0,4608.0
"(32.782, 36.458]","(10042.609, 11974.945]","(15.535, 18.838]","(21.69, 24.99]","(28027.804, 29905.06]","(25.25, 27.817]","(12.936, 16.724]","(23524.053, 26000.772]","(15.67, 18.14]",26072.0,5863.0
"(0.169, 4.058]","(22544.526, 23975.204]","(0.259, 2.819]","(17.672, 21.69]","(19080.122, 20981.91]","(22.843, 25.25]","(29.128, 33.278]","(26000.772, 27436.739]","(0.039, 2.898]",15624.0,2668.0
"(24.014, 28.596]","(26307.966, 28245.716]","(18.838, 22.113]","(21.69, 24.99]","(11772.474, 14434.652]","(9.34, 11.406]","(24.384, 29.128]","(27436.739, 29884.81]","(20.842, 24.282]",8850.0,1440.0
"(13.292, 16.26]","(22544.526, 23975.204]","(9.531, 12.32]","(29.325, 32.55]","(14434.652, 16253.196]","(22.843, 25.25]","(19.94, 24.384]","(15851.919, 18066.412]","(27.209, 29.97]",11644.0,2178.0
"(13.292, 16.26]","(23975.204, 26307.966]","(12.32, 15.535]","(3.724, 7.396]","(24705.013, 26059.108]","(11.406, 15.135]","(29.128, 33.278]","(19989.86, 21919.814]","(24.282, 27.209]",5149.0,1252.0
"(32.782, 36.458]","(22544.526, 23975.204]","(9.531, 12.32]","(0.139, 3.724]","(20981.91, 22466.49]","(11.406, 15.135]","(36.24, 39.85]","(21919.814, 23524.053]","(15.67, 18.14]",4875.0,1072.0
"(4.058, 9.756]","(22544.526, 23975.204]","(2.819, 7.036]","(21.69, 24.99]","(24705.013, 26059.108]","(19.152, 22.843]","(0.219, 4.359]","(15851.919, 18066.412]","(15.67, 18.14]",12649.0,3138.0
"(20.44, 24.014]","(10042.609, 11974.945]","(22.113, 24.714]","(7.396, 11.317]","(19080.122, 20981.91]","(25.25, 27.817]","(8.736, 12.936]","(27436.739, 29884.81]","(0.039, 2.898]",711.0,163.0
"(32.782, 36.458]","(22544.526, 23975.204]","(18.838, 22.113]","(7.396, 11.317]","(11772.474, 14434.652]","(9.34, 11.406]","(29.128, 33.278]","(15851.919, 18066.412]","(2.898, 6.5]",6023.0,1051.0
"(28.596, 32.782]","(28245.716, 29975.86]","(27.351, 29.98]","(36.393, 39.82]","(16253.196, 19080.122]","(15.135, 19.152]","(36.24, 39.85]","(10034.119, 11185.643]","(11.832, 15.67]",13449.0,3052.0
"(28.596, 32.782]","(20333.54, 22544.526]","(24.714, 27.351]","(24.99, 29.325]","(11772.474, 14434.652]","(2.081, 4.822]","(16.724, 19.94]","(26000.772, 27436.739]","(2.898, 6.5]",11729.0,1995.0
"(4.058, 9.756]","(28245.716, 29975.86]","(15.535, 18.838]","(11.317, 17.672]","(11772.474, 14434.652]","(25.25, 27.817]","(0.219, 4.359]","(10034.119, 11185.643]","(27.209, 29.97]",183.0,58.0
"(24.014, 28.596]","(11974.945, 14386.418]","(18.838, 22.113]","(0.139, 3.724]","(22466.49, 24705.013]","(9.34, 11.406]","(29.128, 33.278]","(10034.119, 11185.643]","(11.832, 15.67]",3588.0,1177.0
"(36.458, 39.92]","(18069.604, 20333.54]","(18.838, 22.113]","(24.99, 29.325]","(11772.474, 14434.652]","(4.822, 9.34]","(33.278, 36.24]","(18066.412, 19989.86]","(9.597, 11.832]",7934.0,1367.0
