binned_RP1,binned_IP1,binned_WP1,binned_RP2,binned_IP2,binned_WP2,binned_RP3,binned_IP3,binned_WP3,Yield_max,TWoP
"(16.26, 20.44]","(16071.688, 18069.604]","(18.838, 22.113]","(0.139, 3.724]","(28027.804, 29905.06]","(25.25, 27.817]","(12.936, 16.724]","(13873.478, 15851.919]","(15.67, 18.14]",70.0,33.0
"(24.014, 28.596]","(16071.688, 18069.604]","(18.838, 22.113]","(11.317, 17.672]","(10112.759, 11772.474]","(9.34, 11.406]","(4.359, 8.736]","(21919.814, 23524.053]","(6.5, 9.597]",6209.0,1023.0
"(9.756, 13.292]","(23975.204, 26307.966]","(2.819, 7.036]","(0.139, 3.724]","(10112.759, 11772.474]","(4.822, 9.34]","(16.724, 19.94]","(13873.478, 15851.919]","(6.5, 9.597]",3795.0,679.0
"(24.014, 28.596]","(14386.418, 16071.688]","(18.838, 22.113]","(0.139, 3.724]","(11772.474, 14434.652]","(11.406, 15.135]","(0.219, 4.359]","(23524.053, 26000.772]","(2.898, 6.5]",911.0,314.0
"(9.756, 13.292]","(14386.418, 16071.688]","(2.819, 7.036]","(36.393, 39.82]","(20981.91, 22466.49]","(4.822, 9.34]","(16.724, 19.94]","(10034.119, 11185.643]","(9.597, 11.832]",17005.0,4104.0
"(20.44, 24.014]","(22544.526, 23975.204]","(15.535, 18.838]","(32.55, 36.393]","(16253.196, 19080.122]","(15.135, 19.152]","(33.278, 36.24]","(13873.478, 15851.919]","(11.832, 15.67]",14635.0,2909.0
"(4.058, 9.756]","(22544.526, 23975.204]","(0.259, 2.819]","(36.393, 39.82]","(28027.804, 29905.06]","(4.822, 9.34]","(12.936, 16.724]","(21919.814, 23524.053]","(27.209, 29.97]",25951.0,6054.0
"(36.458, 39.92]","(20333.54, 22544.526]","(15.535, 18.838]","(3.724, 7.396]","(26059.108, 28027.804]","(15.135, 19.152]","(8.736, 12.936]","(11185.643, 13873.478]","(15.67, 18.14]",1554.0,557.0
"(9.756, 13.292]","(23975.204, 26307.966]","(2.819, 7.036]","(29.325, 32.55]","(14434.652, 16253.196]","(19.152, 22.843]","(19.94, 24.384]","(23524.053, 26000.772]","(0.039, 2.898]",14356.0,2528.0
"(4.058, 9.756]","(14386.418, 16071.688]","(22.113, 24.714]","(24.99, 29.325]","(20981.91, 22466.49]","(15.135, 19.152]","(0.219, 4.359]","(13873.478, 15851.919]","(2.898, 6.5]",13152.0,2776.0
"(16.26, 20.44]","(20333.54, 22544.526]","(15.535, 18.838]","(32.55, 36.393]","(28027.804, 29905.06]","(19.152, 22.843]","(33.278, 36.24]","(13873.478, 15851.919]","(11.832, 15.67]",23250.0,5768.0
"(13.292, 16.26]","(10042.609, 11974.945]","(12.32, 15.535]","(32.55, 36.393]","(11772.474, 14434.652]","(2.081, 4.822]","(12.936, 16.724]","(26000.772, 27436.739]","(11.832, 15.67]",8368.0,1367.0
"(36.458, 39.92]","(28245.716, 29975.86]","(18.838, 22.113]","(7.396, 11.317]","(20981.91, 22466.49]","(27.817, 29.99]","(8.736, 12.936]","(26000.772, 27436.739]","(18.14, 20.842]",94.0,77.0
"(24.014, 28.596]","(16071.688, 18069.604]","(0.259, 2.819]","(21.69, 24.99]","(14434.652, 16253.196]","(0.028999999999999998, 2.081]","(19.94, 24.384]","(23524.053, 26000.772]","(27.209, 29.97]",15465.0,2775.0
"(0.169, 4.058]","(22544.526, 23975.204]","(7.036, 9.531]","(36.393, 39.82]","(11772.474, 14434.652]","(9.34, 11.406]","(33.278, 36.24]","(27436.739, 29884.81]","(18.14, 20.842]",5382.0,821.0
"(36.458, 39.92]","(11974.945, 14386.418]","(24.714, 27.351]","(0.139, 3.724]","(20981.91, 22466.49]","(22.843, 25.25]","(36.24, 39.85]","(10034.119, 11185.643]","(18.14, 20.842]",230.0,86.0
"(24.014, 28.596]","(26307.966, 28245.716]","(12.32, 15.535]","(7.396, 11.317]","(14434.652, 16253.196]","(11.406, 15.135]","(8.736, 12.936]","(15851.919, 18066.412]","(18.14, 20.842]",14126.0,2746.0
"(32.782, 36.458]","(18069.604, 20333.54]","(2.819, 7.036]","(11.317, 17.672]","(22466.49, 24705.013]","(19.152, 22.843]","(36.24, 39.85]","(26000.772, 27436.739]","(9.597, 11.832]",25551.0,5520.0
"(0.169, 4.058]","(11974.945, 14386.418]","(2.819, 7.036]","(24.99, 29.325]","(10112.759, 11772.474]","(25.25, 27.817]","(24.384, 29.128]","(10034.119, 11185.643]","(0.039, 2.898]",1904.0,373.0
"(24.014, 28.596]","(18069.604, 20333.54]","(12.32, 15.535]","(24.99, 29.325]","(28027.804, 29905.06]","(19.152, 22.843]","(29.128, 33.278]","(18066.412, 19989.86]","(15.67, 18.14]",25155.0,5949.0
"(16.26, 20.44]","(28245.716, 29975.86]","(9.531, 12.32]","(17.672, 21.69]","(26059.108, 28027.804]","(22.843, 25.25]","(4.359, 8.736]","(18066.412, 19989.86]","(11.832, 15.67]",24961.0,5833.0
"(0.169, 4.058]","(20333.54, 22544.526]","(2.819, 7.036]","(7.396, 11.317]","(26059.108, 28027.804]","(4.822, 9.34]","(8.736, 12.936]","(19989.86, 21919.814]","(15.67, 18.14]",20010.0,3753.0
"(20.44, 24.014]","(16071.688, 18069.604]","(0.259, 2.819]","(29.325, 32.55]","(11772.474, 14434.652]","(9.34, 11.406]","(16.724, 19.94]","(21919.814, 23524.053]","(9.597, 11.832]",9031.0,1527.0
"(24.014, 28.596]","(18069.604, 20333.54]","(27.351, 29.98]","(3.724, 7.396]","(16253.196, 19080.122]","(0.028999999999999998, 2.081]","(0.219, 4.359]","(11185.643, 13873.478]","(0.039, 2.898]",15581.0,3451.0
"(20.44, 24.014]","(26307.966, 28245.716]","(12.32, 15.535]","(17.672, 21.69]","(19080.122, 20981.91]","(19.152, 22.843]","(16.724, 19.94]","(21919.814, 23524.053]","(18.14, 20.842]",22666.0,4739.0
"(16.26, 20.44]","(22544.526, 23975.204]","(27.351, 29.98]","(29.325, 32.55]","(28027.804, 29905.06]","(11.406, 15.135]","(24.384, 29.128]","(23524.053, 26000.772]","(18.14, 20.842]",26355.0,6021.0
"(4.058, 9.756]","(10042.609, 11974.945]","(24.714, 27.351]","(24.99, 29.325]","(22466.49, 24705.013]","(9.34, 11.406]","(4.359, 8.736]","(27436.739, 29884.81]","(20.842, 24.282]",13453.0,3044.0
"(28.596, 32.782]","(16071.688, 18069.604]","(0.259, 2.819]","(7.396, 11.317]","(22466.49, 24705.013]","(22.843, 25.25]","(12.936, 16.724]","(26000.772, 27436.739]","(2.898, 6.5]",1180.0,283.0
"(24.014, 28.596]","(23975.204, 26307.966]","(18.838, 22.113]","(11.317, 17.672]","(24705.013, 26059.108]","(11.406, 15.135]","(33.278, 36.24]","(19989.86, 21919.814]","(24.282, 27.209]",24874.0,5581.0
"(13.292, 16.26]","(10042.609, 11974.945]","(7.036, 9.531]","(17.672, 21.69]","(28027.804, 29905.06]","(19.152, 22.843]","(16.724, 19.94]","(27436.739, 29884.81]","(9.597, 11.832]",26644.0,5896.0
"(16.26, 20.44]","(10042.609, 11974.945]","(7.036, 9.531]","(32.55, 36.393]","(19080.122, 20981.91]","(4.822, 9.34]","(0.219, 4.359]","(23524.053, 26000.772]","(27.209, 29.97]",13481.0,3505.0
"(20.44, 24.014]","(20333.54, 22544.526]","(0.259, 2.819]","(36.393, 39.82]","(28027.804, 29905.06]","(25.25, 27.817]","(33.278, 36.24]","(19989.86, 21919.814]","(0.039, 2.898]",25354.0,5965.0
"(20.44, 24.014]","(11974.945, 14386.418]","(12.32, 15.535]","(11.317, 17.672]","(28027.804, 29905.06]","(22.843, 25.25]","(33.278, 36.24]","(10034.119, 11185.643]","(9.597, 11.832]",17132.0,4024.0
"(36.458, 39.92]","(28245.716, 29975.86]","(9.531, 12.32]","(24.99, 29.325]","(16253.196, 19080.122]","(4.822, 9.34]","(8.736, 12.936]","(27436.739, 29884.81]","(20.842, 24.282]",13288.0,2885.0
"(4.058, 9.756]","(18069.604, 20333.54]","(0.259, 2.819]","(11.317, 17.672]","(10112.759, 11772.474]","(25.25, 27.817]","(8.736, 12.936]","(26000.772, 27436.739]","(27.209, 29.97]",0.0,14.0
"(13.292, 16.26]","(16071.688, 18069.604]","(22.113, 24.714]","(24.99, 29.325]","(11772.474, 14434.652]","(27.817, 29.99]","(8.736, 12.936]","(27436.739, 29884.81]","(2.898, 6.5]",12920.0,2207.0
"(36.458, 39.92]","(14386.418, 16071.688]","(12.32, 15.535]","(32.55, 36.393]","(14434.652, 16253.196]","(9.34, 11.406]","(0.219, 4.359]","(10034.119, 11185.643]","(24.282, 27.209]",6956.0,1770.0
"(0.169, 4.058]","(26307.966, 28245.716]","(18.838, 22.113]","(11.317, 17.672]","(22466.49, 24705.013]","(0.028999999999999998, 2.081]","(24.384, 29.128]","(26000.772, 27436.739]","(11.832, 15.67]",21616.0,4027.0
"(4.058, 9.756]","(26307.966, 28245.716]","(12.32, 15.535]","(0.139, 3.724]","(11772.474, 14434.652]","(11.406, 15.135]","(8.736, 12.936]","(11185.643, 13873.478]","(11.832, 15.67]",84.0,20.0
"(13.292, 16.26]","(11974.945, 14386.418]","(22.113, 24.714]","(0.139, 3.724]","(10112.759, 11772.474]","(27.817, 29.99]","(19.94, 24.384]","(13873.478, 15851.919]","(9.597, 11.832]",34.0,15.0
"(9.756, 13.292]","(18069.604, 20333.54]","(22.113, 24.714]","(24.99, 29.325]","(19080.122, 20981.91]","(27.817, 29.99]","(33.278, 36.24]","(19989.86, 21919.814]","(6.5, 9.597]",20764.0,4201.0
"(20.44, 24.014]","(22544.526, 23975.204]","(22.113, 24.714]","(29.325, 32.55]","(14434.652, 16253.196]","(0.028999999999999998, 2.081]","(29.128, 33.278]","(13873.478, 15851.919]","(15.67, 18.14]",13403.0,2599.0
"(32.782, 36.458]","(18069.604, 20333.54]","(15.535, 18.838]","(0.139, 3.724]","(14434.652, 16253.196]","(9.34, 11.406]","(12.936, 16.724]","(21919.814, 23524.053]","(6.5, 9.597]",6208.0,1437.0
"(28.596, 32.782]","(10042.609, 11974.945]","(2.819, 7.036]","(21.69, 24.99]","(24705.013, 26059.108]","(0.028999999999999998, 2.081]","(19.94, 24.384]","(18066.412, 19989.86]","(24.282, 27.209]",24006.0,5327.0
"(32.782, 36.458]","(22544.526, 23975.204]","(7.036, 9.531]","(17.672, 21.69]","(19080.122, 20981.91]","(19.152, 22.843]","(24.384, 29.128]","(15851.919, 18066.412]","(0.039, 2.898]",19354.0,4068.0
"(9.756, 13.292]","(14386.418, 16071.688]","(18.838, 22.113]","(21.69, 24.99]","(19080.122, 20981.91]","(11.406, 15.135]","(16.724, 19.94]","(18066.412, 19989.86]","(9.597, 11.832]",16263.0,2978.0
"(9.756, 13.292]","(26307.966, 28245.716]","(27.351, 29.98]","(7.396, 11.317]","(28027.804, 29905.06]","(25.25, 27.817]","(0.219, 4.359]","(26000.772, 27436.739]","(27.209, 29.97]",0.0,0.0
"(32.782, 36.458]","(11974.945, 14386.418]","(27.351, 29.98]","(17.672, 21.69]","(22466.49, 24705.013]","(22.843, 25.25]","(0.219, 4.359]","(11185.643, 13873.478]","(11.832, 15.67]",14593.0,4206.0
"(28.596, 32.782]","(23975.204, 26307.966]","(15.535, 18.838]","(3.724, 7.396]","(26059.108, 28027.804]","(0.028999999999999998, 2.081]","(29.128, 33.278]","(23524.053, 26000.772]","(27.209, 29.97]",25898.0,5840.0
"(13.292, 16.26]","(16071.688, 18069.604]","(22.113, 24.714]","(7.396, 11.317]","(16253.196, 19080.122]","(11.406, 15.135]","(4.359, 8.736]","(27436.739, 29884.81]","(9.597, 11.832]",11376.0,2760.0
"(36.458, 39.92]","(16071.688, 18069.604]","(15.535, 18.838]","(3.724, 7.396]","(24705.013, 26059.108]","(2.081, 4.822]","(29.128, 33.278]","(27436.739, 29884.81]","(0.039, 2.898]",26297.0,5749.0
"(13.292, 16.26]","(14386.418, 16071.688]","(24.714, 27.351]","(36.393, 39.82]","(11772.474, 14434.652]","(9.34, 11.406]","(16.724, 19.94]","(15851.919, 18066.412]","(20.842, 24.282]",9756.0,1749.0
"(9.756, 13.292]","(11974.945, 14386.418]","(7.036, 9.531]","(21.69, 24.99]","(20981.91, 22466.49]","(9.34, 11.406]","(8.736, 12.936]","(23524.053, 26000.772]","(9.597, 11.832]",23785.0,4914.0
"(9.756, 13.292]","(16071.688, 18069.604]","(15.535, 18.838]","(11.317, 17.672]","(14434.652, 16253.196]","(11.406, 15.135]","(24.384, 29.128]","(15851.919, 18066.412]","(15.67, 18.14]",11529.0,2092.0
"(36.458, 39.92]","(23975.204, 26307.966]","(0.259, 2.819]","(29.325, 32.55]","(11772.474, 14434.652]","(9.34, 11.406]","(16.724, 19.94]","(18066.412, 19989.86]","(6.5, 9.597]",8334.0,1460.0
"(4.058, 9.756]","(10042.609, 11974.945]","(9.531, 12.32]","(11.317, 17.672]","(14434.652, 16253.196]","(27.817, 29.99]","(36.24, 39.85]","(18066.412, 19989.86]","(27.209, 29.97]",14247.0,2600.0
"(4.058, 9.756]","(18069.604, 20333.54]","(9.531, 12.32]","(21.69, 24.99]","(24705.013, 26059.108]","(22.843, 25.25]","(16.724, 19.94]","(21919.814, 23524.053]","(6.5, 9.597]",21334.0,4033.0
"(13.292, 16.26]","(28245.716, 29975.86]","(15.535, 18.838]","(32.55, 36.393]","(28027.804, 29905.06]","(0.028999999999999998, 2.081]","(12.936, 16.724]","(15851.919, 18066.412]","(24.282, 27.209]",24529.0,5847.0
"(0.169, 4.058]","(23975.204, 26307.966]","(24.714, 27.351]","(32.55, 36.393]","(16253.196, 19080.122]","(0.028999999999999998, 2.081]","(16.724, 19.94]","(23524.053, 26000.772]","(27.209, 29.97]",12402.0,2058.0
"(24.014, 28.596]","(11974.945, 14386.418]","(9.531, 12.32]","(24.99, 29.325]","(19080.122, 20981.91]","(15.135, 19.152]","(4.359, 8.736]","(23524.053, 26000.772]","(11.832, 15.67]",18358.0,4143.0
"(9.756, 13.292]","(10042.609, 11974.945]","(18.838, 22.113]","(24.99, 29.325]","(10112.759, 11772.474]","(27.817, 29.99]","(29.128, 33.278]","(11185.643, 13873.478]","(18.14, 20.842]",3172.0,615.0
"(28.596, 32.782]","(20333.54, 22544.526]","(15.535, 18.838]","(17.672, 21.69]","(19080.122, 20981.91]","(15.135, 19.152]","(4.359, 8.736]","(21919.814, 23524.053]","(20.842, 24.282]",13705.0,3606.0
"(28.596, 32.782]","(16071.688, 18069.604]","(12.32, 15.535]","(11.317, 17.672]","(10112.759, 11772.474]","(25.25, 27.817]","(4.359, 8.736]","(21919.814, 23524.053]","(0.039, 2.898]",4698.0,769.0
"(28.596, 32.782]","(26307.966, 28245.716]","(22.113, 24.714]","(0.139, 3.724]","(28027.804, 29905.06]","(2.081, 4.822]","(24.384, 29.128]","(27436.739, 29884.81]","(20.842, 24.282]",14276.0,3949.0
"(9.756, 13.292]","(23975.204, 26307.966]","(27.351, 29.98]","(24.99, 29.325]","(22466.49, 24705.013]","(4.822, 9.34]","(24.384, 29.128]","(11185.643, 13873.478]","(20.842, 24.282]",16023.0,3228.0
"(24.014, 28.596]","(18069.604, 20333.54]","(18.838, 22.113]","(32.55, 36.393]","(26059.108, 28027.804]","(0.028999999999999998, 2.081]","(24.384, 29.128]","(15851.919, 18066.412]","(20.842, 24.282]",23802.0,5669.0
"(9.756, 13.292]","(14386.418, 16071.688]","(9.531, 12.32]","(29.325, 32.55]","(28027.804, 29905.06]","(9.34, 11.406]","(0.219, 4.359]","(10034.119, 11185.643]","(20.842, 24.282]",15019.0,4743.0
"(24.014, 28.596]","(10042.609, 11974.945]","(27.351, 29.98]","(21.69, 24.99]","(22466.49, 24705.013]","(9.34, 11.406]","(4.359, 8.736]","(13873.478, 15851.919]","(15.67, 18.14]",20450.0,4764.0
"(9.756, 13.292]","(10042.609, 11974.945]","(9.531, 12.32]","(0.139, 3.724]","(14434.652, 16253.196]","(4.822, 9.34]","(24.384, 29.128]","(27436.739, 29884.81]","(20.842, 24.282]",7933.0,1536.0
"(13.292, 16.26]","(20333.54, 22544.526]","(24.714, 27.351]","(11.317, 17.672]","(28027.804, 29905.06]","(27.817, 29.99]","(8.736, 12.936]","(18066.412, 19989.86]","(24.282, 27.209]",0.0,0.0
"(36.458, 39.92]","(14386.418, 16071.688]","(7.036, 9.531]","(32.55, 36.393]","(16253.196, 19080.122]","(27.817, 29.99]","(29.128, 33.278]","(15851.919, 18066.412]","(18.14, 20.842]",15915.0,3079.0
"(0.169, 4.058]","(20333.54, 22544.526]","(7.036, 9.531]","(24.99, 29.325]","(24705.013, 26059.108]","(2.081, 4.822]","(33.278, 36.24]","(19989.86, 21919.814]","(20.842, 24.282]",21106.0,4064.0
"(4.058, 9.756]","(22544.526, 23975.204]","(7.036, 9.531]","(17.672, 21.69]","(16253.196, 19080.122]","(25.25, 27.817]","(4.359, 8.736]","(10034.119, 11185.643]","(24.282, 27.209]",10366.0,2848.0
"(20.44, 24.014]","(22544.526, 23975.204]","(22.113, 24.714]","(29.325, 32.55]","(26059.108, 28027.804]","(25.25, 27.817]","(12.936, 16.724]","(11185.643, 13873.478]","(18.14, 20.842]",20226.0,5200.0
"(36.458, 39.92]","(26307.966, 28245.716]","(2.819, 7.036]","(0.139, 3.724]","(26059.108, 28027.804]","(22.843, 25.25]","(33.278, 36.24]","(11185.643, 13873.478]","(24.282, 27.209]",259.0,92.0
"(24.014, 28.596]","(20333.54, 22544.526]","(22.113, 24.714]","(7.396, 11.317]","(26059.108, 28027.804]","(25.25, 27.817]","(4.359, 8.736]","(11185.643, 13873.478]","(2.898, 6.5]",183.0,126.0
"(24.014, 28.596]","(20333.54, 22544.526]","(7.036, 9.531]","(29.325, 32.55]","(22466.49, 24705.013]","(4.822, 9.34]","(29.128, 33.278]","(11185.643, 13873.478]","(2.898, 6.5]",19663.0,4907.0
"(32.782, 36.458]","(22544.526, 23975.204]","(24.714, 27.351]","(3.724, 7.396]","(28027.804, 29905.06]","(4.822, 9.34]","(8.736, 12.936]","(26000.772, 27436.739]","(6.5, 9.597]",4870.0,1966.0
"(28.596, 32.782]","(28245.716, 29975.86]","(7.036, 9.531]","(32.55, 36.393]","(14434.652, 16253.196]","(25.25, 27.817]","(33.278, 36.24]","(27436.739, 29884.81]","(9.597, 11.832]",13460.0,2321.0
"(0.169, 4.058]","(22544.526, 23975.204]","(0.259, 2.819]","(32.55, 36.393]","(14434.652, 16253.196]","(0.028999999999999998, 2.081]","(36.24, 39.85]","(19989.86, 21919.814]","(20.842, 24.282]",8702.0,1422.0
"(32.782, 36.458]","(11974.945, 14386.418]","(2.819, 7.036]","(7.396, 11.317]","(22466.49, 24705.013]","(2.081, 4.822]","(8.736, 12.936]","(27436.739, 29884.81]","(27.209, 29.97]",25448.0,5416.0
"(16.26, 20.44]","(11974.945, 14386.418]","(7.036, 9.531]","(29.325, 32.55]","(10112.759, 11772.474]","(19.152, 22.843]","(36.24, 39.85]","(19989.86, 21919.814]","(18.14, 20.842]",4949.0,813.0
"(20.44, 24.014]","(22544.526, 23975.204]","(9.531, 12.32]","(17.672, 21.69]","(28027.804, 29905.06]","(4.822, 9.34]","(33.278, 36.24]","(23524.053, 26000.772]","(20.842, 24.282]",26591.0,6077.0
"(32.782, 36.458]","(22544.526, 23975.204]","(2.819, 7.036]","(24.99, 29.325]","(20981.91, 22466.49]","(0.028999999999999998, 2.081]","(8.736, 12.936]","(13873.478, 15851.919]","(9.597, 11.832]",20490.0,4700.0
"(20.44, 24.014]","(11974.945, 14386.418]","(22.113, 24.714]","(3.724, 7.396]","(11772.474, 14434.652]","(2.081, 4.822]","(12.936, 16.724]","(19989.86, 21919.814]","(2.898, 6.5]",8821.0,1497.0
"(9.756, 13.292]","(18069.604, 20333.54]","(2.819, 7.036]","(11.317, 17.672]","(26059.108, 28027.804]","(11.406, 15.135]","(19.94, 24.384]","(11185.643, 13873.478]","(27.209, 29.97]",21492.0,5294.0
"(13.292, 16.26]","(14386.418, 16071.688]","(9.531, 12.32]","(21.69, 24.99]","(26059.108, 28027.804]","(22.843, 25.25]","(4.359, 8.736]","(21919.814, 23524.053]","(18.14, 20.842]",21487.0,5335.0
"(16.26, 20.44]","(14386.418, 16071.688]","(0.259, 2.819]","(7.396, 11.317]","(11772.474, 14434.652]","(19.152, 22.843]","(16.724, 19.94]","(27436.739, 29884.81]","(2.898, 6.5]",1675.0,407.0
"(28.596, 32.782]","(26307.966, 28245.716]","(12.32, 15.535]","(0.139, 3.724]","(11772.474, 14434.652]","(19.152, 22.843]","(0.219, 4.359]","(15851.919, 18066.412]","(2.898, 6.5]",334.0,147.0
"(13.292, 16.26]","(14386.418, 16071.688]","(15.535, 18.838]","(36.393, 39.82]","(28027.804, 29905.06]","(19.152, 22.843]","(12.936, 16.724]","(13873.478, 15851.919]","(6.5, 9.597]",23052.0,5634.0
"(0.169, 4.058]","(14386.418, 16071.688]","(7.036, 9.531]","(29.325, 32.55]","(26059.108, 28027.804]","(25.25, 27.817]","(8.736, 12.936]","(18066.412, 19989.86]","(6.5, 9.597]",21853.0,4377.0
"(32.782, 36.458]","(14386.418, 16071.688]","(27.351, 29.98]","(32.55, 36.393]","(10112.759, 11772.474]","(15.135, 19.152]","(16.724, 19.94]","(23524.053, 26000.772]","(15.67, 18.14]",5871.0,952.0
"(13.292, 16.26]","(10042.609, 11974.945]","(18.838, 22.113]","(36.393, 39.82]","(16253.196, 19080.122]","(22.843, 25.25]","(4.359, 8.736]","(10034.119, 11185.643]","(20.842, 24.282]",8008.0,2036.0
"(20.44, 24.014]","(11974.945, 14386.418]","(7.036, 9.531]","(7.396, 11.317]","(14434.652, 16253.196]","(11.406, 15.135]","(4.359, 8.736]","(13873.478, 15851.919]","(24.282, 27.209]",7307.0,1704.0
"(36.458, 39.92]","(16071.688, 18069.604]","(27.351, 29.98]","(24.99, 29.325]","(19080.122, 20981.91]","(4.822, 9.34]","(12.936, 16.724]","(15851.919, 18066.412]","(0.039, 2.898]",20814.0,4422.0
"(0.169, 4.058]","(14386.418, 16071.688]","(0.259, 2.819]","(7.396, 11.317]","(11772.474, 14434.652]","(19.152, 22.843]","(4.359, 8.736]","(21919.814, 23524.053]","(27.209, 29.97]",0.0,2.0
"(20.44, 24.014]","(28245.716, 29975.86]","(18.838, 22.113]","(24.99, 29.325]","(16253.196, 19080.122]","(19.152, 22.843]","(12.936, 16.724]","(15851.919, 18066.412]","(20.842, 24.282]",16782.0,3413.0
"(13.292, 16.26]","(10042.609, 11974.945]","(2.819, 7.036]","(17.672, 21.69]","(20981.91, 22466.49]","(22.843, 25.25]","(33.278, 36.24]","(18066.412, 19989.86]","(27.209, 29.97]",21976.0,4594.0
"(9.756, 13.292]","(18069.604, 20333.54]","(22.113, 24.714]","(3.724, 7.396]","(14434.652, 16253.196]","(19.152, 22.843]","(8.736, 12.936]","(15851.919, 18066.412]","(9.597, 11.832]",824.0,203.0
"(16.26, 20.44]","(20333.54, 22544.526]","(27.351, 29.98]","(29.325, 32.55]","(24705.013, 26059.108]","(11.406, 15.135]","(19.94, 24.384]","(23524.053, 26000.772]","(6.5, 9.597]",25681.0,5633.0
"(16.26, 20.44]","(11974.945, 14386.418]","(7.036, 9.531]","(3.724, 7.396]","(16253.196, 19080.122]","(9.34, 11.406]","(4.359, 8.736]","(26000.772, 27436.739]","(6.5, 9.597]",17535.0,3403.0
"(9.756, 13.292]","(18069.604, 20333.54]","(7.036, 9.531]","(29.325, 32.55]","(10112.759, 11772.474]","(11.406, 15.135]","(29.128, 33.278]","(23524.053, 26000.772]","(2.898, 6.5]",6119.0,993.0
"(20.44, 24.014]","(20333.54, 22544.526]","(18.838, 22.113]","(0.139, 3.724]","(28027.804, 29905.06]","(2.081, 4.822]","(19.94, 24.384]","(13873.478, 15851.919]","(0.039, 2.898]",8601.0,3118.0
"(0.169, 4.058]","(11974.945, 14386.418]","(22.113, 24.714]","(0.139, 3.724]","(22466.49, 24705.013]","(4.822, 9.34]","(29.128, 33.278]","(15851.919, 18066.412]","(15.67, 18.14]",1744.0,280.0
"(28.596, 32.782]","(22544.526, 23975.204]","(18.838, 22.113]","(21.69, 24.99]","(16253.196, 19080.122]","(4.822, 9.34]","(36.24, 39.85]","(19989.86, 21919.814]","(6.5, 9.597]",19639.0,3913.0
"(4.058, 9.756]","(16071.688, 18069.604]","(18.838, 22.113]","(3.724, 7.396]","(24705.013, 26059.108]","(9.34, 11.406]","(4.359, 8.736]","(11185.643, 13873.478]","(15.67, 18.14]",577.0,140.0
"(32.782, 36.458]","(18069.604, 20333.54]","(12.32, 15.535]","(21.69, 24.99]","(26059.108, 28027.804]","(19.152, 22.843]","(29.128, 33.278]","(21919.814, 23524.053]","(9.597, 11.832]",25690.0,5891.0
"(4.058, 9.756]","(11974.945, 14386.418]","(2.819, 7.036]","(7.396, 11.317]","(16253.196, 19080.122]","(4.822, 9.34]","(29.128, 33.278]","(11185.643, 13873.478]","(6.5, 9.597]",14260.0,3049.0
"(20.44, 24.014]","(18069.604, 20333.54]","(9.531, 12.32]","(11.317, 17.672]","(24705.013, 26059.108]","(22.843, 25.25]","(12.936, 16.724]","(13873.478, 15851.919]","(6.5, 9.597]",21658.0,5224.0
